n_iterate,sim_time,Application,Images,Epochs,Batchsize,Jobs,UniqueJobsID,SubmissionTime,Deadline,Tardinessweight,MinExecTime,MaxExecTime,ExecutionTime,CompletionPercent,StartTime,FinishTime,Nodes,VMType,GpuType,GpuNumber,cost,Tardiness,VMcost,TardinessCost,TotalCost
1,22411,tf_alexnet,130000,279,512,J111,JJ1,0,508208,0.00418968,44571.3,368373,22411,15.5813,0,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.684781,0,0.684781
2,44791,tf_alexnet,130000,279,512,J111,JJ1,0,508208,0.00418968,37626.5,310976,22380,31.141,0,0,n2,In-house server 1,Quadro P600,1,0.11,0,0.683833,0,0.683833
2,44791,tf_alexnet,130000,475,1024,J92,JJ2,22411,165099,0.00498911,71843.9,598714,22380,27.3028,22411,0,n1,Standard_NV6,M60,1,0.62,0,3.85433,0,3.85433
3,67478,tf_alexnet,130000,279,512,J111,JJ1,0,508208,0.00418968,30691.3,253658,22687,46.9142,0,0,n2,In-house server 1,Quadro P600,1,0.11,0,0.693214,0,0.693214
3,67478,tf_alexnet,130000,475,1024,J92,JJ2,22411,165099,0.00498911,52228.5,435248,22687,54.9802,22411,0,n1,Standard_NV12,M60,1,1.24,0,3.90721,0,3.90721
3,67478,tf_alexnet,130000,232,128,J113,JJ3,44791,189079,0.0110549,48952.6,390266,22687,40.4843,44791,0,n1,Standard_NV12,M60,1,1.24,0,3.90721,0,3.90721
4,89723,tf_alexnet,130000,366,512,J95,JJ4,67478,742718,0.0147667,58474,483260,22245,11.7879,67478,0,n2,In-house server 3,Quadro P600,1,0.44,0,0.543767,0,0.543767
4,89723,tf_alexnet,130000,279,512,J111,JJ1,0,508208,0.00418968,23661,195554,22245,62.3801,0,0,n2,In-house server 3,Quadro P600,1,0.44,0,0.543767,0,0.543767
4,89723,tf_alexnet,130000,475,1024,J92,JJ2,22411,165099,0.00498911,32344,269540,22245,82.1183,22411,0,n1,Standard_NV6,M60,1,0.62,0,3.83108,0,3.83108
4,89723,tf_alexnet,130000,232,128,J113,JJ3,44791,189079,0.0110549,29134.5,232269,22245,54.3495,44791,0,n2,In-house server 3,Quadro P600,1,0.44,0,0.543767,0,0.543767
5,112371,tf_alexnet,130000,475,1024,J92,JJ2,22411,165099,0.00498911,12846.9,107060,22648,91.9166,22411,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.251644,0,0.251644
5,112371,tf_vgg19,130000,14,32,J176,JJ5,89723,1.01758e+06,0.00573196,45374.5,685012,22648,5.02924,89723,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.251644,0,0.251644
5,112371,tf_alexnet,130000,366,512,J95,JJ4,67478,742718,0.0147667,51581.2,426294,22648,23.7893,67478,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.251644,0,0.251644
5,112371,tf_alexnet,130000,232,128,J113,JJ3,44791,189079,0.0110549,22347.1,178158,22648,68.466,44791,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.251644,0,0.251644
