slot_number,sim_time,VM_type,NodeID,cost/node
1,22545,"In-house server 1,","n1,",0.688875
2,45303,"Standard_NV6,In-house server 1,","n1,n2,",4.26712
3,68045,"Standard_NV12,In-house server 1,","n1,n2,",8.52825
4,90542,"Standard_NV6,In-house server 3,","n1,n2,",4.90559
5,113198,"In-house server 3,","n1,",2.76907
6,130841,"In-house server 3,","n1,",1.88684
7,135551,"In-house server 3,","n1,",0.359779
8,145031,"Standard_NC6,In-house server 3,","n2,n1,",2.34364
9,158181,"Standard_NC6,In-house server 3,","n2,n1,",2.964
10,163993,"Standard_NC6,In-house server 3,","n1,n2,",1.52564
11,180494,"Standard_NC6,In-house server 3,","n2,n1,",4.07942
12,202861,"Standard_NC6,In-house server 3,","n1,n2,",5.87134
13,225350,"In-house server 3,Standard_NC12,","n2,n1,",9.8077
14,236974,"In-house server 3,Standard_NV24,","n2,n1,",9.42798
15,254608,"In-house server 3,In-house server 1,","n1,n2,",3.54079
16,286086,"In-house server 3,","n1,n2,",6.73294
17,292644,"In-house server 3,","n1,",0.601171
18,318982,"In-house server 3,","n1,",2.4143
19,344249,"Standard_NV6,In-house server 3,","n2,n1,",13.6161
20,449189,"In-house server 1,","n1,",3.2065
21,592602,"In-house server 1,","n1,",4.38206
