n_iterate,sim_time,Application,Images,Epochs,Batchsize,Jobs,UniqueJobsID,SubmissionTime,Deadline,Tardinessweight,MinExecTime,MaxExecTime,ExecutionTime,CompletionPercent,StartTime,FinishTime,Nodes,VMType,GpuType,GpuNumber,cost,Tardiness,VMcost,TardinessCost,TotalCost
1,45059,tf_alexnet,130000,399,256,J106,JJ1,0,1.13664e+06,0.0137715,70558.1,574933,45059,19.6676,0,0,n1,In-house server 1,Quadro P600,1,0.11,0,1.3768,0,1.3768
2,90133,tf_alexnet,130000,399,256,J106,JJ1,0,1.13664e+06,0.0137715,56681.1,461858,45074,83.5496,0,0,n1,In-house server 2,GTX 1080Ti,1,1.13,0,1.08833,0,1.08833
2,90133,pytorch_vgg19,130000,149,8,J65,JJ2,45059,7.25095e+06,0.0108931,43269.4,7.08002e+06,45074,27.2891,45059,0,n1,In-house server 2,GTX 1080Ti,7,1.13,0,7.61828,0,7.61828
3,127821,pytorch_vgg19,130000,149,8,J65,JJ2,45059,7.25095e+06,0.0108931,31461.5,5.14794e+06,37688.3,30.487,45059,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.460635,0,0.460635
3,127821,tf_alexnet,130000,399,256,J106,JJ1,0,1.13664e+06,0.0137715,11607.1,94578.6,37688.3,100,0,127821,n1,In-house server 3,Quadro P600,1,0.44,0,0.460635,0,0.460635
3,127821,pytorch_vgg19,130000,8111,32,J82,JJ3,90133,1.41663e+08,0.00437808,43200.5,1.81844e+08,37688.3,0.0310033,90133,0,n1,In-house server 3,Quadro P600,3,0.44,0,1.3819,0,1.3819
4,135361,pytorch_vgg19,130000,149,8,J65,JJ2,45059,7.25095e+06,0.0108931,30077.8,4.92153e+06,7539.71,37.1557,45059,0,n1,In-house server 2,GTX 1080Ti,4,1.13,0,1.18331,0,1.18331
4,135361,pytorch_vgg19,130000,8111,32,J82,JJ3,90133,1.41663e+08,0.00437808,43187.1,1.81788e+08,7539.71,0.205708,90133,0,n1,In-house server 2,GTX 1080Ti,4,1.13,0,1.18331,0,1.18331
5,180704,pytorch_vgg19,130000,8111,32,J82,JJ3,90133,1.41663e+08,0.00437808,43111.6,1.8147e+08,45343,0.243653,90133,0,n1,In-house server 3,Quadro P600,4,0.44,0,2.01524,0,2.01524
5,180704,tf_alexnet,130000,343,256,J90,JJ4,135361,511649,0.00685291,60663.3,494238,45343,23.0195,135361,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.503811,0,0.503811
5,180704,pytorch_vgg19,130000,149,8,J65,JJ2,45059,7.25095e+06,0.0108931,27192.3,4.44939e+06,45343,41.0031,45059,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.503811,0,0.503811
6,225651,pytorch_vgg19,130000,8111,32,J82,JJ3,90133,1.41663e+08,0.00437808,43095.2,1.81401e+08,44947,0.279186,90133,0,n1,In-house server 3,Quadro P600,2,0.44,0,0.845157,0,0.845157
6,225651,tf_alexnet,130000,343,256,J90,JJ4,135361,511649,0.00685291,46698.9,380467,44947,45.0773,135361,0,n1,In-house server 3,Quadro P600,2,0.44,0,0.845157,0,0.845157
6,225651,pytorch_alexnet,130000,1497,1024,J32,JJ5,180704,686885,0.0133105,77052.1,572518,44947,58.3333,180704,0,n1,In-house server 3,Quadro P600,3,0.44,0,1.26774,0,1.26774
6,225651,pytorch_vgg19,130000,149,8,J65,JJ2,45059,7.25095e+06,0.0108931,25527.6,4.17699e+06,44947,44.8168,45059,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.422579,0,0.422579
7,333008,tf_resnet50,130000,50,8,J133,JJ6,225651,555155,0.0136955,91048.9,387815,107357,28.312,225651,0,n1,In-house server 3,Quadro P600,2,0.44,0,1.74952,0,1.74952
7,333008,pytorch_vgg19,130000,8111,32,J82,JJ3,90133,1.41663e+08,0.00437808,43079.9,1.81336e+08,107357,0.364056,90133,0,n1,In-house server 3,Quadro P600,2,0.44,0,1.74952,0,1.74952
7,333008,pytorch_vgg19,130000,149,8,J65,JJ2,45059,7.25095e+06,0.0108931,23877.4,3.90698e+06,107357,53.9261,45059,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.874762,0,0.874762
7,333008,tf_alexnet,130000,343,256,J90,JJ4,135361,511649,0.00685291,33317.9,271449,107357,99.5797,135361,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.874762,0,0.874762
7,333008,pytorch_alexnet,130000,1497,1024,J32,JJ5,180704,686885,0.0133105,32105.1,238549,107357,100,180704,333008,n1,In-house server 3,Quadro P600,2,0.44,0,1.74952,0,1.74952
8,333836,tf_resnet50,130000,50,8,J133,JJ6,225651,555155,0.0136955,65271.2,278017,827.81,28.5347,225651,0,n1,In-house server 3,Quadro P600,4,0.44,0,0.0367916,0,0.0367916
