slot_number,sim_time,VM_type,NodeID,cost/node
1,11351,"In-house server 1,","n1,",0.346836
2,22666,"In-house server 2,In-house server 1,","n1,n2,",3.89739
3,33964,"In-house server 2,In-house server 1,","n2,n3,n1,",4.23675
4,45195,"In-house server 2,In-house server 1,","n1,n4,n2,n3,",4.5548
5,56473,"In-house server 2,Standard_NV6,In-house server 1,","n1,n4,n2,n3,",6.17157
6,67649,"Standard_NC6,In-house server 1,In-house server 3,","n4,n2,n3,n1,",3.78743
7,78841,"Standard_NV6,In-house server 1,","n1,n3,n2,n4,",2.95344
8,90035,"Standard_NV6,In-house server 1,","n4,n3,n2,n1,",2.95398
9,101085,"Standard_NC6,Standard_NV6,In-house server 1,","n4,n3,n2,n1,",4.29723
10,112414,"Standard_NV6,In-house server 1,","n1,n4,n3,n2,",2.9896
11,123517,"Standard_NV6,In-house server 1,","n1,n4,n3,n2,",2.92995
12,134766,"In-house server 1,Standard_NV6,","n4,n3,n2,n1,",2.96849
13,146062,"Standard_NC6,In-house server 1,","n4,n1,n3,n2,",4.20463
14,146272,"Standard_NC6,Standard_NV6,In-house server 1,","n4,n3,n2,n1,",0.0818517
15,157300,"In-house server 3,In-house server 1,Standard_NV6,","n4,n1,n3,n2,",3.92089
16,168491,"Standard_NC6,In-house server 1,","n4,n3,n2,n1,",2.76666
17,179891,"Standard_NV6,In-house server 3,In-house server 1,","n1,n4,n3,n2,",5.66833
18,187133,"In-house server 1,","n3,n2,n1,n4,",0.88516
19,191237,"Standard_NV6,In-house server 1,","n1,n4,n3,n2,",1.08295
20,198549,"Standard_NV6,In-house server 2,In-house server 1,","n4,n1,n3,n2,",4.00155
21,202380,"Standard_NV6,In-house server 1,In-house server 2,","n4,n2,n3,n1,",2.09615
22,213758,"Standard_NV6,In-house server 2,In-house server 1,","n1,n3,n2,n4,",6.22629
23,224786,"Standard_NC6,In-house server 1,In-house server 2,Standard_NV6,","n4,n2,n3,n1,",7.41327
24,291811,"Standard_NV6,Standard_NC6,In-house server 1,","n4,n1,n2,n3,",26.0655
25,300647,"In-house server 2,In-house server 1,In-house server 3,","n2,n3,n1,n4,",216.598
26,303133,"In-house server 2,In-house server 1,Standard_NV6,","n4,n3,n2,n1,",1.36066
27,328891,"In-house server 2,In-house server 1,In-house server 3,","n1,n4,n2,n3,",12.8076
28,364120,"Standard_NV6,In-house server 1,","n1,n3,n2,n4,",9.29637
29,377333,"In-house server 1,In-house server 3,","n1,n4,n3,n2,",4.03725
30,395344,"In-house server 1,In-house server 3,","n4,n3,n2,n1,",3.85233
31,401809,"Standard_NV6,In-house server 1,","n4,n3,n2,n1,",1.7062
32,405091,"In-house server 3,In-house server 1,","n1,n4,n3,n2,",0.701958
33,440792,"In-house server 3,In-house server 1,In-house server 2,","n1,n3,n2,n4,",17.7511
34,451747,"Standard_NV6,In-house server 1,In-house server 2,","n1,n4,n2,n3,",5.99493
35,463561,"In-house server 3,In-house server 1,","n4,n3,n2,n1,",2.52693
36,506252,"In-house server 1,In-house server 2,In-house server 3,","n1,n4,n2,n3,",21.2272
37,547723,"In-house server 1,In-house server 3,In-house server 2,","n1,n4,n2,n3,",20.6202
38,563354,"Standard_NV6,In-house server 3,In-house server 1,","n1,n4,n2,n3,",5.55747
39,590029,"In-house server 3,In-house server 1,","n2,n1,",4.07534
40,847046,"In-house server 1,","n1,n2,",15.7066
41,865643,"In-house server 1,","n1,",0.568237
