slot_number,sim_time,tardiness
1,8996,0
2,18026,0
3,27089,0
4,36182,0
5,45156,0
6,54013,0
7,61233.5,0
8,62987,0
9,70299.6,0
10,71997,0
11,80880,0
12,89866,0
13,95487.7,0
14,98951,0
15,107981,0
16,108239,0
17,117092,0
18,126251,0
19,127995,0
20,135137,0
21,142840,0
22,144045,0
23,153014,0
24,158363,0
25,162143,0
26,171038,0
27,179962,0
28,181277,0
29,189134,0
30,198293,0
31,207334,0
32,207897,0
33,216407,0
34,225486,0
35,225492,0
36,226378,0
37,228854,0
38,237269,0
39,238521,0
40,251216,0
41,255337,0
42,270644,0
43,273116,0
44,285389,0
45,291867,0
46,308358,0
47,338499,0
48,357092,0
49,374472,0
50,393442,0
51,424759,0
