slot_number,sim_time,tardiness
1,5007,0
2,10112,0
3,15064,0
4,20226,0
5,25245,0
6,30268,0
7,35206,0
8,40104,0
9,45051,0
10,49945,0
11,53312.5,0
12,54939,0
13,59956,0
14,64865,0
15,69926,0
16,74947,0
17,79950,0
18,84975,0
19,86106.1,0
20,90005,0
21,95020,0
22,100053,0
23,104990,0
24,108034,0
25,110019,0
26,115036,0
27,119961,0
28,124839,0
29,129788,0
30,129812,0
31,134704,0
32,139727,0
33,144657,0
34,149659,0
35,154795,0
36,156127,0
37,159849,0
38,164788,0
39,169957,0
40,175005,0
41,179495,0
42,180044,0
43,184992,0
44,189986,0
45,194915,0
46,198250,0
47,199841,0
48,204857,0
49,205665,0
50,209854,0
51,214767,0
52,215092,0
53,218239,0
54,219748,0
55,224815,0
56,224830,0
57,227616,0
58,229855,0
59,233130,0
60,234818,0
61,237736,0
62,239910,0
63,242525,0
64,244905,0
65,249912,0
66,250362,0
67,254909,0
68,257462,0
69,259800,0
70,262401,0
71,263662,0
72,264542,0
73,264718,0
74,269692,0
75,270665,0
76,274875,0
77,276855,0
78,279732,0
79,283739,0
80,284820,0
81,289696,0
82,291190,0
83,294597,0
84,294617,0
85,299699,0
86,299706,0
87,303292,0
88,304663,0
89,309684,0
90,310107,0
91,314686,0
92,319583,0
93,324533,0
94,329535,0
95,332643,0
96,334474,0
97,339458,0
98,339910,0
99,340874,0
100,341869,0
101,343649,0
102,344449,0
103,346251,0
104,349123,0
105,349469,0
106,354566,0
107,355670,0
108,359551,0
109,360474,0
110,362388,0
111,364762,0
112,369850,0
113,373024,0
114,374983,0
115,379078,0
116,379955,0
117,384933,0
118,387073,0
119,389824,0
120,389954,0
121,392412,0
122,394955,0
123,397087,0
124,399364,0
125,399917,0
126,401092,0
127,403434,0
128,404855,0
129,409817,0
130,411772,0
131,414788,0
132,419830,0
133,424792,0
134,429886,0
135,431448,0
136,434830,0
137,438716,0
138,439781,0
139,444761,0
140,447810,0
141,449739,0
142,453373,0
143,456016,0
144,460792,0
145,465214,0
146,473200,0
147,473675,0
148,475439,0
149,482920,0
150,484347,0
151,486384,0
152,491014,0
153,491588,0
154,503841,0
155,508717,0
156,515234,0
157,519218,0
158,522673,0
159,522760,0
160,530079,0
161,538927,0
162,546999,0
163,562751,0
164,572530,0
165,580134,0
166,588633,0
167,591985,0
168,601308,0
169,603623,0
170,612494,0
171,612614,0
172,621910,0
173,627024,0
174,653244,0
175,660004,0
176,678542,0
177,685084,0
178,724650,0
179,726949,0
180,752298,0
181,845625,0
