n_iterate,sim_time,Application,Images,Epochs,Batchsize,Jobs,UniqueJobsID,SubmissionTime,Deadline,Tardinessweight,MinExecTime,MaxExecTime,ExecutionTime,CompletionPercent,StartTime,FinishTime,Nodes,VMType,GpuType,GpuNumber,cost,Tardiness,VMcost,TardinessCost,TotalCost
1,45053,tf_alexnet,130000,279,512,J111,JJ1,0,508208,0.00418968,44571.3,368373,45053,31.3232,0,0,n1,In-house server 1,Quadro P600,1,0.11,0,1.37662,0,1.37662
2,79996.3,tf_alexnet,130000,279,512,J111,JJ1,0,508208,0.00418968,30610.1,252987,34943.3,100,0,79996.3,n1,Standard_NV12,M60,1,1.24,0,6.01801,0,6.01801
2,79996.3,tf_alexnet,130000,475,1024,J92,JJ2,45053,187741,0.00498911,71843.9,598714,34943.3,42.6296,45053,0,n1,Standard_NV12,M60,1,1.24,0,6.01801,0,6.01801
3,89885,tf_alexnet,130000,475,1024,J92,JJ2,45053,187741,0.00498911,41217.1,343485,9888.71,54.6935,45053,0,n1,Standard_NV6,M60,1,0.62,0,1.70305,0,1.70305
4,127023,tf_alexnet,130000,232,128,J113,JJ3,89885,234173,0.0110549,48952.6,390266,37137.6,66.2709,89885,0,n1,Standard_NV12,M60,1,1.24,0,6.39591,0,6.39591
4,127023,tf_alexnet,130000,475,1024,J92,JJ2,45053,187741,0.00498911,32550,271256,37137.6,100,45053,127023,n1,Standard_NV12,M60,1,1.24,0,6.39591,0,6.39591
5,135108,tf_alexnet,130000,232,128,J113,JJ3,89885,234173,0.0110549,16511.3,131633,8085.45,71.3105,89885,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.247055,0,0.247055
6,180046,tf_alexnet,130000,366,512,J95,JJ4,135108,810348,0.0147667,58474,483260,44938,23.8131,135108,0,n1,In-house server 1,Quadro P600,1,0.11,0,1.37311,0,1.37311
6,180046,tf_alexnet,130000,232,128,J113,JJ3,89885,234173,0.0110549,14044.2,111965,44938,99.3202,89885,0,n1,In-house server 1,Quadro P600,1,0.11,0,1.37311,0,1.37311
7,181137,tf_vgg19,130000,14,32,J176,JJ5,180046,1.1079e+06,0.00573196,45374.5,685012,1090.59,0.242179,180046,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.026659,0,0.026659
7,181137,tf_alexnet,130000,232,128,J113,JJ3,89885,234173,0.0110549,332.762,2652.89,1090.59,100,89885,181137,n1,In-house server 3,Quadro P600,1,0.44,0,0.026659,0,0.026659
7,181137,tf_alexnet,130000,366,512,J95,JJ4,135108,810348,0.0147667,44549.5,368180,1090.59,24.3911,135108,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.026659,0,0.026659
8,224744,tf_vgg19,130000,14,32,J176,JJ5,180046,1.1079e+06,0.00573196,45264.6,683353,43607.4,9.92569,180046,0,n1,In-house server 1,Quadro P600,1,0.11,0,1.33245,0,1.33245
8,224744,tf_alexnet,130000,366,512,J95,JJ4,135108,810348,0.0147667,44211.6,365388,43607.4,47.4991,135108,0,n1,In-house server 1,Quadro P600,1,0.11,0,1.33245,0,1.33245
9,269545,tf_vgg19,130000,14,32,J176,JJ5,180046,1.1079e+06,0.00573196,40870.7,617019,44801,19.8743,180046,0,n1,In-house server 3,Quadro P600,1,0.44,0,1.09514,0,1.09514
