slot_number,sim_time,VM_type,NodeID,cost/node
1,44747,"In-house server 1,","n1,",1.36727
2,89698,"In-house server 2,","n1,",18.141
3,95969.6,"In-house server 3,","n1,",0.479077
4,134839,"In-house server 1,","n1,",2.37536
5,168253,"In-house server 1,In-house server 3,","n1,",6.12581
6,179606,"In-house server 1,","n1,",0.346912
7,224547,"In-house server 3,","n1,",5.49279
8,273898,"Standard_NV24,","n1,",42.4965
9,278606,"In-house server 3,","n1,",0.575402
10,320180,"In-house server 2,","n1,",23.4893
11,321679,"In-house server 2,","n1,",0.470561
