slot_number,sim_time,tardiness
1,22309,0
2,44909,0
3,67283,0
4,89655,0
5,112259,0
6,116429,0
7,134760,0
8,145156,0
9,157217,0
10,179942,0
11,186616,0
12,202549,0
13,217545,0
14,225388,0
15,247783,0
16,262873,0
17,270331,0
18,292869,0
19,301878,0
20,315141,0
21,337558,0
22,341905,0
23,359968,0
24,372110,0
25,382363,0
26,404919,0
27,427471,0
28,450133,0
29,453478,0
30,476034,0
31,529110,0
32,533440,0
33,553526,0
34,569551,0
35,578839,0
36,618300,0
37,659365,0
38,674261,0
39,700125,0
40,734462,0
41,816174,0
