n_iterate,sim_time,Application,Images,Epochs,Batchsize,Jobs,UniqueJobsID,SubmissionTime,Deadline,Tardinessweight,MinExecTime,MaxExecTime,ExecutionTime,CompletionPercent,StartTime,FinishTime,Nodes,VMType,GpuType,GpuNumber,cost,Tardiness,VMcost,TardinessCost,TotalCost
1,22599,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,60663.3,494238,22599,11.4729,0,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.690525,0,0.690525
2,45041,tf_resnet50,130000,86,64,J140,JJ2,22599,177856,0.00820137,57423.3,361924,22442,39.0817,22599,0,n2,In-house server 2,GTX 1080Ti,8,1.13,0,3.75696,0,3.75696
2,45041,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,53703.4,437534,22442,22.4864,0,0,n1,In-house server 1,Quadro P600,2,0.11,0,0.685728,0,0.685728
3,67293,pytorch_resnet50,130000,63,16,J46,JJ3,45041,418360,0.00898677,78756.1,363367,22252,6.12384,45041,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.679922,0,0.679922
3,67293,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,47022.3,383102,22252,33.7831,0,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.679922,0,0.679922
3,67293,tf_resnet50,130000,86,64,J140,JJ2,22599,177856,0.00820137,34981.3,220478,22252,77.8325,22599,0,n2,In-house server 2,GTX 1080Ti,8,1.13,0,3.72515,0,3.72515
4,89763,pytorch_alexnet,130000,952,1024,J20,JJ4,67293,770673,0.00377904,49145.6,364215,22470,45.7213,67293,0,n1,In-house server 3,Quadro P600,3,0.44,0,0.749,0,0.749
4,89763,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,40169.3,327269,22470,45.1906,0,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.249667,0,0.249667
4,89763,tf_resnet50,130000,86,64,J140,JJ2,22599,177856,0.00820137,12729.3,80229.3,22470,84.0954,22599,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.249667,0,0.249667
4,89763,pytorch_resnet50,130000,63,16,J46,JJ3,45041,418360,0.00898677,73933.2,341115,22470,12.3077,45041,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.249667,0,0.249667
5,112298,pytorch_alexnet,130000,952,1024,J20,JJ4,67293,770673,0.00377904,26675.6,197691,22535,91.5749,67293,0,n2,In-house server 3,Quadro P600,3,0.44,0,0.688569,0,0.688569
5,112298,pytorch_resnet50,130000,63,16,J46,JJ3,45041,418360,0.00898677,69063,318645,22535,18.5094,45041,0,n2,In-house server 3,Quadro P600,1,0.44,0,0.229523,0,0.229523
5,112298,tf_resnet50,130000,52,8,J141,JJ5,89763,238811,0.0132068,94687.4,403340,22535,17.0631,89763,0,n1,Standard_NC6,K80,1,0.56,0,3.50544,0,3.50544
5,112298,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,33249.2,270889,22535,56.631,0,0,n2,In-house server 3,Quadro P600,1,0.44,0,0.229523,0,0.229523
5,112298,tf_resnet50,130000,86,64,J140,JJ2,22599,177856,0.00820137,9132.93,57562.4,22535,90.3764,22599,0,n2,In-house server 3,Quadro P600,1,0.44,0,0.229523,0,0.229523
6,116439,pytorch_vgg19,130000,8111,32,J82,JJ6,112298,2.00752e+08,0.0149911,43200.5,1.81844e+08,4140.55,0.00289759,112298,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.0421723,0,0.0421723
6,116439,tf_resnet50,130000,86,64,J140,JJ2,22599,177856,0.00820137,5526.18,34830,4140.55,91.5305,22599,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.0421723,0,0.0421723
6,116439,tf_resnet50,130000,52,8,J141,JJ5,89763,238811,0.0132068,78530.8,334518,4140.55,20.1982,89763,0,n2,Standard_NC6,K80,1,0.56,0,0.644086,0,0.644086
6,116439,pytorch_alexnet,130000,952,1024,J20,JJ4,67293,770673,0.00377904,4140.55,30685.4,4140.55,100,67293,116439,n1,In-house server 3,Quadro P600,3,0.44,0,0.126517,0,0.126517
6,116439,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,26309,214346,4140.55,58.7331,0,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.0421723,0,0.0421723
6,116439,pytorch_resnet50,130000,63,16,J46,JJ3,45041,418360,0.00898677,64178.8,296110,4140.55,20.4521,45041,0,n1,In-house server 3,Quadro P600,2,0.44,0,0.0843446,0,0.0843446
7,134838,tf_resnet50,130000,52,8,J141,JJ5,89763,238811,0.0132068,75562.2,321873,18399.4,34.1299,89763,0,n2,Standard_NC6,K80,1,0.56,0,2.86214,0,2.86214
7,134838,pytorch_vgg19,130000,8111,32,J82,JJ6,112298,2.00752e+08,0.0149911,43199.3,1.81839e+08,18399.4,0.0180334,112298,0,n1,In-house server 3,Quadro P600,3,0.44,0,0.562205,0,0.562205
7,134838,pytorch_resnet50,130000,63,16,J46,JJ3,45041,418360,0.00898677,62648.9,289051,18399.4,25.5157,45041,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.187402,0,0.187402
7,134838,tf_resnet50,130000,86,64,J140,JJ2,22599,177856,0.00820137,4863.48,30653.2,18399.4,96.6588,22599,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.187402,0,0.187402
7,134838,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,25033.9,203957,18399.4,68.074,0,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.187402,0,0.187402
8,146826,pytorch_vgg19,130000,8111,32,J82,JJ6,112298,2.00752e+08,0.0149911,43192.7,1.81811e+08,11987.6,0.0264224,112298,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.0976766,0,0.0976766
8,146826,tf_resnet50,130000,86,64,J140,JJ2,22599,177856,0.00820137,1918.63,12092.6,11987.6,100,22599,146826,n1,In-house server 3,Quadro P600,1,0.44,0,0.0976766,0,0.0976766
8,146826,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,19367.4,157790,11987.6,73.9569,0,0,n1,In-house server 3,Quadro P600,2,0.44,0,0.195353,0,0.195353
8,146826,pytorch_resnet50,130000,63,16,J46,JJ3,45041,418360,0.00898677,58661,270652,11987.6,31.14,45041,0,n1,In-house server 3,Quadro P600,2,0.44,0,0.195353,0,0.195353
8,146826,tf_vgg19,130000,11,16,J166,JJ7,134838,636638,0.00739369,46791.5,661089,11987.6,2.52327,134838,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.0976766,0,0.0976766
8,146826,tf_resnet50,130000,52,8,J141,JJ5,89763,238811,0.0132068,62370.6,265680,11987.6,43.2067,89763,0,n2,Standard_NC6,K80,1,0.56,0,1.86473,0,1.86473
9,157142,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,15798.6,128715,10316.4,79.1943,0,0,n2,In-house server 3,Quadro P600,1,0.44,0,0.090064,0,0.090064
9,157142,tf_vgg19,130000,11,16,J166,JJ7,134838,636638,0.00739369,45610.8,644408,10316.4,4.68516,134838,0,n2,In-house server 3,Quadro P600,2,0.44,0,0.180128,0,0.180128
9,157142,tf_resnet50,130000,52,8,J141,JJ5,89763,238811,0.0132068,53776.1,229070,10316.4,51.0181,89763,0,n1,Standard_NC6,K80,1,0.56,0,1.60478,0,1.60478
9,157142,pytorch_vgg19,130000,8111,32,J82,JJ6,112298,2.00752e+08,0.0149911,43189.1,1.81796e+08,10316.4,0.034578,112298,0,n2,In-house server 3,Quadro P600,2,0.44,0,0.180128,0,0.180128
9,157142,pytorch_resnet50,130000,63,16,J46,JJ3,45041,418360,0.00898677,54231.5,250215,10316.4,33.9791,45041,0,n2,In-house server 3,Quadro P600,1,0.44,0,0.090064,0,0.090064
10,179523,pytorch_alexnet,130000,1240,1024,J16,JJ8,157142,949246,0.0125995,64139.2,474510,22381,10.4727,157142,0,n1,In-house server 3,Quadro P600,2,0.44,0,0.364727,0,0.364727
10,179523,pytorch_vgg19,130000,8111,32,J82,JJ6,112298,2.00752e+08,0.0149911,43185.6,1.81781e+08,22381,0.0522711,112298,0,n1,In-house server 3,Quadro P600,2,0.44,0,0.364727,0,0.364727
