slot_number,sim_time,VM_type,NodeID,cost/node
1,6397,"In-house server 1,","n1,",0.195464
2,12853,"In-house server 3,","n1,",2.3672
3,19258,"In-house server 1,In-house server 2,","n1,n2,",1.46366
4,25560,"In-house server 2,In-house server 3,","n2,n1,",1.51548
5,31958,"In-house server 2,In-house server 3,","n2,n1,",1.75717
6,38286,"Standard_NC6,In-house server 2,In-house server 3,","n4,n2,n3,n1,",4.49405
7,44799,"Standard_NC6,In-house server 2,In-house server 3,","n1,n4,n3,n2,",3.50947
8,51320,"In-house server 1,Standard_NC6,In-house server 2,In-house server 3,","n3,n2,n5,n4,n1,",8.95861
9,56053.5,"Standard_NV6,In-house server 1,In-house server 2,In-house server 3,","n1,n4,n5,n2,n3,",2.80525
10,57743,"In-house server 1,In-house server 3,","n2,n3,n1,",0.495586
11,64125,"In-house server 2,In-house server 3,In-house server 1,","n1,n4,n3,n2,",2.8038
12,70541,"In-house server 1,Standard_NC6,In-house server 2,In-house server 3,","n1,n2,n3,n5,n4,",4.44463
13,77096,"Standard_NV6,In-house server 1,In-house server 3,In-house server 2,","n1,n3,n2,n4,n5,",4.77989
14,83606,"Standard_NV6,In-house server 1,In-house server 2,In-house server 3,","n2,n3,n4,n1,n6,n5,",6.65789
15,87721.5,"Standard_NV6,In-house server 1,In-house server 3,In-house server 2,","n3,n2,n5,n1,n6,n4,",4.508
16,89993,"In-house server 1,Standard_NV6,In-house server 2,In-house server 3,","n4,n2,n3,n1,n6,n5,",3.21593
17,96328,"In-house server 2,Standard_NV12,In-house server 3,In-house server 1,","n5,n4,n2,n3,n1,",6.27605
18,102648,"Standard_NC6,Standard_NV6,In-house server 1,In-house server 2,In-house server 3,","n3,n2,n4,n5,n6,n1,",6.07002
19,109128,"Standard_NV6,Standard_NC6,In-house server 1,In-house server 3,In-house server 2,","n4,n6,n1,n3,n2,n5,n7,",8.1062
20,115446,"Standard_NC6,In-house server 2,Standard_NV6,In-house server 3,In-house server 1,","n4,n3,n2,n6,n1,n5,n7,",9.00705
21,119642,"Standard_NV6,In-house server 1,Standard_NC6,In-house server 3,In-house server 2,","n2,n4,n6,n1,n3,n5,n7,",4.376
22,122038,"Standard_NC6,In-house server 1,In-house server 3,In-house server 2,","n1,n2,n3,n5,n7,n4,n6,",2.96686
23,128395,"In-house server 2,Standard_NC6,In-house server 1,In-house server 3,","n4,n2,n3,n6,n1,n5,n7,",7.46152
24,134732,"In-house server 1,Standard_NV6,Standard_NC6,In-house server 3,In-house server 2,","n4,n6,n1,n5,n2,n3,n7,",7.4675
25,134778,"Standard_NC6,In-house server 1,In-house server 2,In-house server 3,","n7,n1,n6,n5,n3,n2,n4,",0.0511422
26,141169,"In-house server 1,Standard_NV6,In-house server 3,In-house server 2,","n4,n5,n2,n3,n1,n6,",7.05771
27,147634,"Standard_NV6,In-house server 1,In-house server 2,In-house server 3,","n4,n6,n1,n7,n5,n2,n3,",7.76878
28,154023,"Standard_NV6,In-house server 2,In-house server 3,In-house server 1,","n6,n7,n5,n1,n2,n3,n4,",7.76698
29,160404,"In-house server 1,In-house server 3,Standard_NV12,In-house server 2,","n4,n6,n1,n3,n2,n5,n7,",8.55496
30,166875,"In-house server 2,In-house server 1,Standard_NV24,In-house server 3,","n4,n5,n2,n3,n7,n1,n6,",10.8373
31,173309,"Standard_NV12,In-house server 2,In-house server 3,In-house server 1,","n6,n7,n5,n2,n3,n1,n4,",6.91616
32,179780,"In-house server 1,In-house server 3,Standard_NV24,In-house server 2,","n4,n6,n1,n7,n5,n3,n2,",9.64978
33,186235,"In-house server 1,In-house server 3,In-house server 2,","n4,n7,n6,n1,n5,n3,n2,",5.01318
34,189631,"In-house server 3,Standard_NC24,In-house server 1,Standard_NV24X,","n2,n6,n1,n5,n7,n3,n4,",6.24146
35,192826,"In-house server 1,Standard_NV24,Standard_NC12,In-house server 3,","n2,n7,n4,n1,n6,n3,n5,",4.0933
36,199327,"In-house server 3,In-house server 1,Standard_NV24X,","n5,n4,n7,n1,n6,n3,n2,",8.13008
37,203291,"Standard_NV12,In-house server 3,In-house server 1,","n3,n6,n1,n7,n5,n2,n4,",3.31664
38,205774,"Standard_NC6,In-house server 1,In-house server 3,Standard_NV6,","n4,n5,n6,n1,n7,n3,n2,",1.69071
39,211215,"Standard_NV12,In-house server 3,In-house server 1,","n4,n6,n1,n7,n5,n3,n2,",4.02902
40,211415,"Standard_NV12,In-house server 3,In-house server 1,","n4,n6,n1,n7,n5,n3,n2,",0.170131
41,212260,"Standard_NC6,In-house server 1,In-house server 3,In-house server 2,","n4,n7,n6,n1,n5,n3,n2,",0.683905
42,218687,"Standard_NC6,In-house server 3,In-house server 1,","n5,n6,n1,n7,n3,n2,n4,",3.79272
43,218977,"Standard_NV6,In-house server 3,In-house server 1,","n5,n6,n1,n7,n3,n2,n4,",0.175821
44,225168,"In-house server 2,Standard_NV12,In-house server 3,In-house server 1,","n6,n5,n7,n4,n1,n2,n3,",5.25836
45,231601,"In-house server 1,Standard_NC12,In-house server 3,","n5,n7,n3,n2,n6,n1,n4,",4.42139
46,235994,"Standard_NV12,In-house server 2,In-house server 3,In-house server 1,","n3,n7,n6,n1,n5,n2,n4,",4.15026
47,238017,"Standard_NV12,In-house server 2,In-house server 3,In-house server 1,","n3,n7,n6,n1,n5,n2,n4,",1.86674
48,238461,"In-house server 2,Standard_NV24,In-house server 3,In-house server 1,","n7,n5,n6,n1,n2,n3,n4,",0.570069
49,244522,"In-house server 2,In-house server 3,In-house server 1,Standard_NV24X,Standard_NV6,","n7,n6,n1,n4,n2,n3,n5,",7.10834
50,244558,"In-house server 2,In-house server 1,Standard_NV24,In-house server 3,","n6,n7,n4,n2,n3,n5,n1,",0.0454197
51,249510,"In-house server 1,In-house server 2,Standard_NC24X,In-house server 3,","n5,n6,n1,n3,n2,n7,n4,",7.85367
52,251018,"Standard_NV6,In-house server 2,In-house server 3,In-house server 1,","n5,n4,n7,n2,n3,n1,n6,",1.27171
53,257373,"In-house server 2,In-house server 3,In-house server 1,","n2,n7,n6,n1,n4,n5,n3,",5.1752
54,259493,"Standard_NV12,In-house server 3,In-house server 1,","n3,n6,n1,n7,n4,n2,n5,",1.54112
55,263783,"In-house server 1,In-house server 3,In-house server 2,","n1,n4,n7,n6,n5,n3,n2,",3.18738
56,270273,"Standard_NV24,In-house server 3,In-house server 1,","n5,n3,n2,n7,n4,n6,n1,",6.60847
57,271750,"In-house server 3,In-house server 1,Standard_NV24X,Standard_NV6,","n6,n7,n4,n5,n3,n2,n1,",1.52401
58,276725,"In-house server 3,In-house server 1,Standard_NV24X,Standard_NV6,","n6,n7,n3,n2,n4,n5,n1,",4.71119
59,283222,"In-house server 3,In-house server 1,Standard_NV24X,Standard_NV6,","n6,n7,n4,n3,n2,n1,n5,",5.77912
60,287961,"In-house server 3,In-house server 1,Standard_NV24X,Standard_NV6,","n1,n6,n3,n2,n7,n5,n4,",4.6079
61,289577,"In-house server 3,In-house server 1,Standard_NV24X,Standard_NV6,","n3,n7,n4,n2,n5,n6,n1,",1.46491
62,292571,"In-house server 3,Standard_NV6,In-house server 2,In-house server 1,Standard_NV24X,","n7,n5,n4,n6,n1,n2,n3,",3.6233
63,295824,"In-house server 3,In-house server 1,Standard_NV24X,Standard_NV6,","n5,n7,n3,n2,n6,n1,n4,",3.2538
64,299227,"In-house server 1,In-house server 3,","n2,n6,n1,n7,n4,n3,n5,",1.88312
65,300003,"In-house server 1,In-house server 3,","n5,n6,n1,n7,n4,n2,n3,",0.386368
66,302104,"In-house server 1,Standard_NV24X,In-house server 3,","n3,n7,n4,n5,n6,n1,n2,",2.556
67,308065,"In-house server 3,In-house server 1,Standard_NV24X,Standard_NV6,","n4,n7,n6,n1,n2,n3,n5,",5.55909
68,308633,"Standard_NV12,In-house server 3,In-house server 1,","n1,n7,n6,n4,n2,n3,n5,",0.443675
69,314506,"In-house server 1,In-house server 3,","n2,n5,n6,n1,n4,n7,n3,",3.51719
70,315125,"In-house server 1,Standard_NV24,In-house server 3,","n7,n6,n1,n5,n4,n2,n3,",0.61805
71,318053,"In-house server 3,In-house server 1,Standard_NV24X,Standard_NV6,","n4,n6,n1,n5,n7,n3,n2,",3.02591
72,321483,"In-house server 3,In-house server 1,Standard_NV24X,Standard_NV6,","n7,n6,n1,n5,n3,n2,n4,",3.18281
73,327928,"In-house server 3,In-house server 1,Standard_NV24X,Standard_NV6,","n3,n6,n1,n5,n2,n7,n4,",6.1683
74,329324,"In-house server 3,Standard_NV24X,In-house server 1,","n2,n6,n1,n7,n4,n5,n3,",2.58398
75,334404,"In-house server 3,In-house server 1,Standard_NV24X,Standard_NV6,","n4,n6,n1,n2,n3,n5,n7,",4.89939
76,340864,"In-house server 2,Standard_NV6,Standard_NV24,In-house server 1,Standard_NV24X,In-house server 3,","n6,n7,n5,n3,n2,n1,n4,",8.51385
77,346974,"Standard_NV6,In-house server 2,In-house server 3,Standard_NV24X,In-house server 1,","n5,n3,n2,n7,n6,n1,n4,",10.9672
78,347338,"Standard_NV6,Standard_NV12,In-house server 3,In-house server 1,Standard_NV24X,In-house server 2,","n2,n7,n3,n5,n1,n6,n4,",0.372607
