slot_number,sim_time,tardiness
1,22837,0
2,45322,0
3,67894,0
4,90328,0
5,109762,0
6,112765,0
7,135267,0
8,144040,0
9,157957,0
10,165553,0
11,180285,0
12,203013,0
13,225664,0
14,248407,0
15,260697,0
16,271054,0
17,290725,0
18,291584,0
19,293747,0
20,310115,0
21,316216,0
22,327364,0
23,338886,0
24,340627,0
25,361400,0
26,367720,0
27,384064,0
28,404999,0
29,406676,0
30,426469,0
31,429149,0
32,451083,0
33,451557,0
34,474227,0
35,488111,0
36,496785,0
37,519429,0
38,527270,0
39,534571,0
40,541529,0
41,541897,0
42,549774,0
43,564065,0
44,586658,0
45,592486,0
46,609185,0
47,631637,0
48,653917,0
49,676327,0
50,698789,0
51,721174,0
52,724799,0
53,729707,0
54,739775,0
55,743889,0
56,759819,0
57,766308,0
58,768820,0
59,771877,0
60,788716,0
61,798695,0
62,803659,0
63,810944,0
64,833264,0
65,855282,0
66,855619,0
67,878414,0
68,894673,0
69,900878,0
70,923091,0
71,936283,0
72,945522,0
73,961628,0
74,967735,0
75,982275,0
76,990128,0
77,996579,0
78,1.01257e+06,0
79,1.03499e+06,0
80,1.04162e+06,0
81,1.05739e+06,0
82,1.08003e+06,0
83,1.10251e+06,0
84,1.12524e+06,0
85,1.13098e+06,0
86,1.1334e+06,0
87,1.14177e+06,0
88,1.14741e+06,0
89,1.16049e+06,0
90,1.16986e+06,0
91,1.17293e+06,0
92,1.17579e+06,0
93,1.19218e+06,0
94,1.20674e+06,0
95,1.21474e+06,0
96,1.23717e+06,0
97,1.25963e+06,0
98,1.26379e+06,0
99,1.28139e+06,0
100,1.28217e+06,0
101,1.30466e+06,0
102,1.32738e+06,0
103,1.3499e+06,0
104,1.3632e+06,0
105,1.3724e+06,0
106,1.39504e+06,0
107,1.41383e+06,0
108,1.41747e+06,0
109,1.4282e+06,0
110,1.44016e+06,0
111,1.46256e+06,0
112,1.48165e+06,0
113,1.48473e+06,0
114,1.501e+06,0
115,1.50725e+06,0
116,1.53e+06,0
117,1.53837e+06,0
118,1.55265e+06,0
119,1.57519e+06,0
120,1.57925e+06,0
121,1.58664e+06,0
122,1.59769e+06,0
123,1.61008e+06,0
124,1.61433e+06,0
125,1.61955e+06,0
126,1.62031e+06,0
127,1.62809e+06,0
128,1.64259e+06,0
129,1.64631e+06,0
130,1.66153e+06,0
131,1.66508e+06,0
132,1.68735e+06,0
133,1.70994e+06,0
134,1.73233e+06,0
135,1.73355e+06,0
136,1.73474e+06,0
137,1.7373e+06,0
138,1.75493e+06,0
139,1.77554e+06,0
140,1.77713e+06,0
141,1.79968e+06,0
142,1.79985e+06,0
143,1.81868e+06,0
144,1.82226e+06,0
145,1.82345e+06,0
146,1.8448e+06,0
147,1.8521e+06,0
148,1.86727e+06,0
149,1.89002e+06,0
150,1.90763e+06,0
151,1.91245e+06,0
152,1.91521e+06,0
153,1.93042e+06,0
154,1.93503e+06,0
155,1.95754e+06,0
156,1.97253e+06,0
157,1.97986e+06,0
158,1.98022e+06,0
159,2.00242e+06,0
160,2.02494e+06,0
161,2.03278e+06,0
162,2.04753e+06,0
163,2.05633e+06,0
164,2.06993e+06,0
165,2.08843e+06,0
166,2.09216e+06,0
167,2.09394e+06,0
168,2.11452e+06,0
169,2.12784e+06,0
170,2.137e+06,0
171,2.15776e+06,0
172,2.1595e+06,0
173,2.16286e+06,0
174,2.17493e+06,0
175,2.17806e+06,0
176,2.18217e+06,0
177,2.20453e+06,0
178,2.21841e+06,0
179,2.22682e+06,0
180,2.24957e+06,0
181,2.25165e+06,0
182,2.25801e+06,0
183,2.27205e+06,0
184,2.2943e+06,0
185,2.31699e+06,0
186,2.32228e+06,0
187,2.3281e+06,0
188,2.33943e+06,0
189,2.36202e+06,0
190,2.36542e+06,0
191,2.36575e+06,0
192,2.38436e+06,0
193,2.40681e+06,0
194,2.41054e+06,0
195,2.41901e+06,0
196,2.4269e+06,0
197,2.42946e+06,0
198,2.45181e+06,0
199,2.47003e+06,0
200,2.47401e+06,0
201,2.48974e+06,0
202,2.49028e+06,0
203,2.49592e+06,0
204,2.4966e+06,0
205,2.51925e+06,0
206,2.53615e+06,0
207,2.54179e+06,0
208,2.55413e+06,0
209,2.56404e+06,0
210,2.58654e+06,0
211,2.60919e+06,0
212,2.60977e+06,0
213,2.61197e+06,0
214,2.62328e+06,0
215,2.62384e+06,0
216,2.63171e+06,0
217,2.65396e+06,0
218,2.66671e+06,0
219,2.67636e+06,0
220,2.67653e+06,0
221,2.69886e+06,0
222,2.69903e+06,0
223,2.7211e+06,0
224,2.74341e+06,0
225,2.7658e+06,0
226,2.78828e+06,0
227,2.80098e+06,0
228,2.81086e+06,0
229,2.83336e+06,0
230,2.83891e+06,0
231,2.85602e+06,0
232,2.85809e+06,0
233,2.87861e+06,0
234,2.8898e+06,0
235,2.90081e+06,0
236,2.92368e+06,0
237,2.94643e+06,0
238,2.96042e+06,0
239,2.96909e+06,0
240,2.97734e+06,0
241,2.9915e+06,0
242,3.00692e+06,0
243,3.01366e+06,0
244,3.03404e+06,0
245,3.03586e+06,0
246,3.03602e+06,0
247,3.03609e+06,0
248,3.05849e+06,0
249,3.07474e+06,0
250,3.08095e+06,0
251,3.0816e+06,0
252,3.0946e+06,0
253,3.10337e+06,0
254,3.11072e+06,0
255,3.11584e+06,0
256,3.12584e+06,0
257,3.13056e+06,0
258,3.13625e+06,0
259,3.14848e+06,0
260,3.17089e+06,0
261,3.19346e+06,0
262,3.21601e+06,0
263,3.22657e+06,0
264,3.23853e+06,0
265,3.24108e+06,0
266,3.26093e+06,0
267,3.26125e+06,0
268,3.27541e+06,0
269,3.28354e+06,0
270,3.30602e+06,0
271,3.32878e+06,0
272,3.33954e+06,0
273,3.35145e+06,0
274,3.35465e+06,0
275,3.37015e+06,0
276,3.3738e+06,0
277,3.38918e+06,0
278,3.39611e+06,0
279,3.41855e+06,0
280,3.4404e+06,0
281,3.441e+06,0
282,3.46344e+06,0
283,3.4637e+06,0
284,3.48596e+06,0
285,3.50854e+06,0
286,3.50998e+06,0
287,3.53103e+06,0
288,3.55374e+06,0
289,3.576e+06,0
290,3.57962e+06,0
291,3.59851e+06,0
292,3.60751e+06,0
293,3.6209e+06,0
294,3.62393e+06,0
295,3.62737e+06,0
296,3.63365e+06,0
297,3.64328e+06,0
298,3.66264e+06,0
299,3.6657e+06,0
300,3.67883e+06,0
301,3.6883e+06,0
302,3.70469e+06,0
303,3.71053e+06,0
304,3.71926e+06,0
305,3.73151e+06,0
306,3.73282e+06,0
307,3.74934e+06,0
308,3.75521e+06,0
309,3.75562e+06,0
310,3.77795e+06,0
311,3.79675e+06,0
312,3.79723e+06,0
313,3.80033e+06,0
314,3.82296e+06,0
315,3.82907e+06,0
316,3.84536e+06,0
317,3.86794e+06,0
318,3.89058e+06,0
319,3.89389e+06,0
320,3.91319e+06,0
321,3.93571e+06,0
322,3.93593e+06,0
323,3.9406e+06,0
324,3.95804e+06,0
325,3.95858e+06,0
326,3.9806e+06,0
327,4.00327e+06,0
328,4.02569e+06,0
329,4.02735e+06,0
330,4.04825e+06,0
331,4.07072e+06,0
332,4.09312e+06,0
333,4.10464e+06,0
334,4.10793e+06,0
335,4.11545e+06,0
336,4.12951e+06,0
337,4.13407e+06,0
338,4.13817e+06,0
339,4.16069e+06,0
340,4.17436e+06,0
341,4.18325e+06,0
342,4.20559e+06,0
343,4.20596e+06,0
344,4.2187e+06,0
345,4.21927e+06,0
346,4.22815e+06,0
347,4.25058e+06,0
348,4.25316e+06,0
349,4.27294e+06,0
350,4.2742e+06,0
351,4.29553e+06,0
352,4.31813e+06,0
