slot_number,sim_time,tardiness
1,8852,0
2,17840,0
3,26891,0
4,35847,0
5,44718,0
6,53553,0
7,62460,0
8,71492,0
9,80576,0
10,89666,0
11,98731,0
12,107808,0
13,116945,0
14,125791,0
15,134551,0
16,134909,0
17,143829,0
18,145928,0
19,146194,0
20,152702,0
21,161841,0
22,170823,0
23,173528,0
24,179783,0
25,188931,0
26,198049,0
27,207029,0
28,210041,0
29,213866,0
30,215944,0
31,217931,0
32,221898,0
33,222778,0
34,224984,0
35,225945,0
36,244232,0
37,244964,0
38,245508,0
39,255485,0
40,278064,0
41,285067,0
42,287378,0
43,315665,0
44,352613,0
45,356852,0
46,383021,0
47,441376,0
48,483658,0
49,492993,0
50,582854,0
51,719259,0
