slot_number,sim_time,VM_type,NodeID,cost/node
1,22689,"In-house server 1,","n1,",0.693275
2,45068,"In-house server 1,","n1,",0.683802
3,67594,"In-house server 2,In-house server 1,","n2,n1,",7.75895
4,89803,"In-house server 1,In-house server 2,","n1,n2,",7.64977
5,112574,"In-house server 1,","n2,n1,",1.39156
6,135187,"In-house server 1,Standard_NC6,","n2,n1,",4.20853
7,198667,"In-house server 1,In-house server 3,","n1,n2,",9.69834
8,253545,"In-house server 1,","n2,n1,",3.35366
9,281733,"In-house server 2,Standard_NV6,","n2,n1,",13.7023
10,353543,"In-house server 3,Standard_NC6,","n2,n1,",19.9473
11,387182,"In-house server 2,In-house server 1,","n2,n1,",11.5866
12,395820,"In-house server 3,In-house server 2,","n1,n2,",3.7673
13,427247,"In-house server 3,","n1,",3.84111
