slot_number,sim_time,VM_type,NodeID,cost/node
1,44771,"In-house server 1,","n1,",1.368
2,89799,"In-house server 2,","n1,",18.172
3,95796.5,"In-house server 3,","n1,",0.366515
4,134553,"In-house server 1,","n1,",2.36846
5,167581,"In-house server 3,","n1,",2.0184
6,180256,"In-house server 1,","n1,",0.193641
7,214891,"Standard_NV24,","n1,",19.0878
8,225394,"Standard_NV12,","n1,",2.71326
9,245747,"In-house server 1,In-house server 3,","n1,",1.80347
10,270472,"Standard_NV12,","n1,",8.51655
11,308852,"Standard_NV24,","n1,",44.0663
12,315221,"In-house server 2,","n1,",2.57019
13,359949,"In-house server 1,In-house server 3,","n1,",15.0336
14,379360,"In-house server 3,","n1,",2.37248
15,405106,"In-house server 3,","n1,",2.24765
16,450115,"In-house server 3,","n1,",2.75056
17,481961,"In-house server 1,In-house server 3,","n1,",1.72992
18,505555,"Standard_NV24,","n1,",13.5442
19,770391,"In-house server 1,In-house server 3,","n1,",18.2075
20,824616,"In-house server 2,","n1,",34.0413
21,864477,"In-house server 2,","n1,",6.67311
