slot_number,sim_time,tardiness
1,1665,0
2,3243,0
3,4898,0
4,6498,0
5,8114,0
6,9708,0
7,11287,0
8,12920,0
9,14608,0
10,16215,0
11,17778,0
12,19424,0
13,21019,0
14,22611,0
15,24179,0
16,25810,0
17,27383,0
18,28931,0
19,30557,0
20,32182,0
21,33761,0
22,35330,0
23,36924,0
24,38526,0
25,40079,0
26,41645,0
27,43228,0
28,44849,0
29,46425,0
30,48123,0
31,49683,0
32,51282,0
33,52830,0
34,54472,0
35,56104,0
36,57719,0
37,59322,0
38,60939,0
39,60985.1,0
40,61991.3,0
41,62535,0
42,62628.4,0
43,64118,0
44,65703,0
45,67345,0
46,68882,0
47,70496,0
48,72106,0
49,73338.2,0
50,73766,0
51,75326,0
52,76455,0
53,76947,0
54,77613,0
55,78568,0
56,80127.2,0
57,80148,0
58,81789,0
59,83382,0
60,84853.6,0
61,84987,0
62,86610,0
63,88215,0
64,89788,0
65,91362,0
66,92981,0
67,94585,0
68,96165,0
69,97678,0
70,97779,0
71,99375,0
72,100981,0
73,102540,0
74,104183,0
75,105814,0
76,107442,0
77,109073,0
78,110658,0
79,112268,0
80,112435,0
81,113703,0
82,113804,0
83,115034,0
84,115420,0
85,117007,0
86,118586,0
87,120156,0
88,121772,0
89,121824,0
90,123351,0
91,123415,0
92,125068,0
93,126655,0
94,128220,0
95,128251,0
96,129793,0
97,131467,0
98,133053,0
99,134637,0
100,136248,0
101,136817,0
102,137910,0
103,139502,0
104,140979,0
105,141150,0
106,142511,0
107,142738,0
108,143833,0
109,144394,0
110,145652,0
111,145972,0
112,147582,0
113,147782,0
114,149253,0
115,150875,0
116,152274,0
117,152506,0
118,154155,0
119,155813,0
120,157413,0
121,158807,0
122,158988,0
123,160509,0
124,162083,0
125,163729,0
126,165035,0
127,165184,0
128,165325,0
129,165567,0
130,166626,0
131,166917,0
132,168268,0
133,168527,0
134,169853,0
135,170148,0
136,171757,0
137,173405,0
138,175023,0
139,176657,0
140,177551,0
141,178203,0
142,179875,0
143,181509,0
144,181764,0
145,182875,0
146,183137,0
147,183383,0
148,184738,0
149,186342,0
150,187982,0
151,188774,0
152,189176,0
153,189573,0
154,191197,0
155,191202,0
156,192807,0
157,193609,0
158,194436,0
159,196067,0
160,197355,0
161,197677,0
162,198116,0
163,199256,0
164,200627,0
165,200937,0
166,202560,0
167,202582,0
168,204138,0
169,205640,0
170,205777,0
171,207475,0
172,209017,0
173,210588,0
174,211738,0
175,212233,0
176,213802,0
177,215411,0
178,217024,0
179,218593,0
180,220215,0
