slot_number,sim_time,VM_type,NodeID,cost/node
1,44893,"In-house server 1,","n1,",1.37173
2,89604,"In-house server 1,","n1,",4.09851
3,134810,"In-house server 3,","n1,",2.76259
4,179725,"In-house server 3,","n1,",2.7448
5,224791,"In-house server 1,In-house server 3,","n1,",2.44803
6,227064,"Standard_NC6,Standard_NC24X,","n1,",1.33588
7,269824,"In-house server 1,In-house server 3,","n1,",2.22113
8,290390,"Standard_NV6,Standard_NV24X,","n1,",13.5239
9,315201,"In-house server 1,In-house server 3,","n1,",1.43197
10,360348,"Standard_NV6,Standard_NV24X,","n1,",29.3734
11,405404,"In-house server 1,In-house server 3,","n1,",2.60045
12,424989,"In-house server 1,In-house server 3,","n1,",1.01736
13,444820,"In-house server 1,In-house server 3,","n1,",1.03006
14,450337,"In-house server 1,In-house server 3,","n1,",0.33718
15,452773,"Standard_NV6,Standard_NV24X,","n1,",1.30518
16,517089,"Standard_NV6,Standard_NV24X,","n1,",42.293
17,547404,"In-house server 1,In-house server 3,","n1,",2.40828
18,675570,"In-house server 2,","n1,",40.2299
19,1.60739e+06,"In-house server 3,","n1,",101.234
20,1.61121e+06,"In-house server 2,","n1,",1.37116
21,1.65378e+06,"In-house server 2,","n1,",7.12725
