slot_number,sim_time,tardiness
1,22462,0
2,44804,0
3,67253,0
4,88004.5,0
5,89648,0
6,112208,0
7,134814,0
8,157520,0
9,166700,0
10,180148,0
11,195474,0
12,202784,0
13,225194,0
14,247867,0
15,266356,0
16,270243,0
17,292742,0
18,315255,0
19,337903,0
20,350444,0
21,360274,0
22,361019,0
23,382933,0
24,386650,0
25,388083,0
26,404481,0
27,405411,0
28,425668,0
29,427825,0
30,450221,0
31,467328,0
32,554173,0
33,558281,0
34,607825,0
35,614452,0
36,615726,0
37,697226,0
38,740293,0
39,915647,0
40,966400,0
41,1.04613e+06,0
