slot_number,sim_time,VM_type,NodeID,cost/node
1,22462,"In-house server 1,","n1,",0.686339
2,44804,"In-house server 1,","n1,",1.36534
3,67253,"In-house server 2,In-house server 1,","n2,n1,",5.13001
4,88004.5,"In-house server 2,In-house server 3,","n2,n1,",4.99574
5,89648,"In-house server 3,","n1,",0.114784
6,112208,"In-house server 3,","n1,",1.504
7,134814,"Standard_NC6,In-house server 3,","n1,n2,",4.89797
8,157520,"Standard_NC6,In-house server 3,","n1,n2,",5.15089
9,166700,"In-house server 3,","n1,n2,",1.38915
10,180148,"In-house server 3,","n2,n1,",1.75321
11,195474,"In-house server 3,In-house server 2,","n1,n2,",4.27752
12,202784,"In-house server 3,","n1,n2,",0.957577
13,225194,"In-house server 3,","n1,n2,",3.3184
14,247867,"In-house server 3,Standard_NC6,In-house server 1,","n2,n1,",5.43207
15,266356,"In-house server 1,In-house server 3,","n1,n2,",3.13545
16,270243,"In-house server 1,In-house server 3,","n1,n2,",0.41028
17,292742,"In-house server 1,Standard_NV24,In-house server 3,","n1,n2,",14.2018
18,315255,"In-house server 3,Standard_NV24X,In-house server 1,","n1,n2,",17.6068
19,337903,"In-house server 1,Standard_NC24X,In-house server 3,","n1,n2,",16.0988
20,350444,"In-house server 3,Standard_NV24X,","n1,n2,",10.1213
21,360274,"In-house server 3,Standard_NV24X,","n2,n1,",8.16653
22,361019,"In-house server 1,Standard_NC24X,In-house server 3,","n1,n2,",0.534071
23,382933,"In-house server 1,Standard_NV24X,In-house server 3,","n1,n2,",17.1504
24,386650,"In-house server 1,Standard_NV24X,In-house server 3,","n2,n1,",2.88609
25,388083,"In-house server 3,Standard_NV24,","n1,n2,",0.939466
26,404481,"In-house server 3,","n1,n2,",2.34438
27,405411,"In-house server 2,In-house server 3,In-house server 1,","n2,n1,",0.267152
28,425668,"In-house server 3,Standard_NV24,","n2,n1,",13.2818
29,427825,"In-house server 3,Standard_NV12,","n1,n2,",0.697777
30,450221,"Standard_NV12,In-house server 3,","n2,n1,",7.24552
31,467328,"In-house server 3,Standard_NV24,","n1,n2,",11.2167
32,554173,"In-house server 3,","n1,n2,",11.7263
33,558281,"In-house server 2,In-house server 3,In-house server 1,","n2,n1,",0.907389
34,607825,"In-house server 1,In-house server 3,In-house server 2,","n2,n1,",11.0189
35,614452,"In-house server 2,In-house server 3,","n1,n2,",1.54143
36,615726,"In-house server 3,","n2,n1,",0.240765
37,697226,"In-house server 2,In-house server 3,","n2,n1,",19.4544
38,740293,"In-house server 2,In-house server 3,","n2,n1,",10.7325
39,915647,"In-house server 3,","n1,",14.2881
40,966400,"In-house server 1,In-house server 2,","n1,n2,",10.654
41,1.04613e+06,"In-house server 2,","n1,",13.3481
