slot_number,sim_time,tardiness
1,11091,0
2,22406,0
3,33783,0
4,45071,0
5,56277,0
6,65606.5,0
7,67542,0
8,78704,0
9,89955,0
10,101260,0
11,110749,0
12,112534,0
13,123671,0
14,134988,0
15,143683,0
16,146141,0
17,153144,0
18,157482,0
19,168940,0
20,180418,0
21,189354,0
22,191554,0
23,202651,0
24,213804,0
25,224664,0
26,224992,0
27,232606,0
28,263030,0
29,284921,0
30,294106,0
31,296597,0
32,298982,0
33,311697,0
34,365386,0
35,380888,0
36,383953,0
37,392563,0
38,406444,0
39,470385,0
40,571552,0
41,752829,0
