slot_number,sim_time,VM_type,NodeID,cost/node
1,2789,"In-house server 1,","n1,",0.0852194
2,5589,"Standard_NV6,In-house server 1,","n1,n2,",0.567778
3,8478,"Standard_NV6,Standard_NC6,In-house server 1,","n1,n2,n3,",1.03523
4,11367,"Standard_NC6,In-house server 3,Standard_NV6,","n1,n2,n3,",1.15881
5,14134,"Standard_NV12,In-house server 3,","n1,n2,",1.15599
6,16912,"Standard_NV6,In-house server 3,Standard_NC6,","n3,n2,n1,",1.0649
7,19726,"Standard_NV12,In-house server 3,","n1,n2,",1.11257
8,22509,"In-house server 3,Standard_NV6,Standard_NC6,In-house server 1,","n1,n4,n2,n3,",1.17865
9,25344,"Standard_NC12,In-house server 3,","n1,n2,",1.07467
10,28113,"Standard_NV6,In-house server 3,Standard_NC6,","n1,n4,n3,n2,",1.30407
11,30920,"Standard_NC12,In-house server 3,","n1,n3,n2,",1.35159
12,33690,"Standard_NC12,In-house server 3,","n1,n4,n3,n2,",1.51649
13,36485,"Standard_NC12,In-house server 1,In-house server 3,In-house server 2,","n3,n2,n1,n5,n4,",1.93661
14,39383,"Standard_NV6,Standard_NC12,In-house server 1,In-house server 3,In-house server 2,","n2,n6,n4,n5,n1,n3,",2.60748
15,42115,"Standard_NV6,Standard_NC12,In-house server 2,In-house server 3,","n2,n3,n1,n5,n4,",2.32068
16,44929,"Standard_NV6,Standard_NC12,In-house server 2,In-house server 3,","n4,n5,n1,n6,n3,n2,",2.50684
17,47738,"Standard_NC6,Standard_NV12,In-house server 2,In-house server 3,","n1,n6,n5,n4,n2,n3,",2.58803
18,50506,"Standard_NV6,Standard_NC12,In-house server 2,In-house server 3,","n2,n6,n4,n7,n5,n1,n3,",2.78887
19,53301,"Standard_NV6,Standard_NC12,In-house server 1,In-house server 2,In-house server 3,","n3,n1,n6,n5,n7,n4,n2,",2.66782
20,56084,"Standard_NV24,In-house server 3,In-house server 2,In-house server 1,","n2,n3,n6,n4,n7,n5,n1,",3.46363
21,58926,"Standard_NC12,Standard_NV12,In-house server 3,In-house server 2,","n1,n3,n2,n8,n6,n5,n7,n4,",3.56766
22,61691,"Standard_NC12,In-house server 3,In-house server 2,","n2,n1,n6,n7,n5,n4,n3,",2.46048
23,64506,"Standard_NV6,Standard_NC12,In-house server 3,In-house server 2,","n3,n2,n4,n7,n5,n1,n8,n6,",3.01838
