slot_number,sim_time,VM_type,NodeID,cost/node
1,11060,"In-house server 1,","n1,",0.337944
2,22262,"In-house server 1,","n1,",0.342284
3,33382,"In-house server 2,Standard_NV12,","n2,n1,",11.1509
4,44601,"Standard_NC12,In-house server 2,","n1,n3,n2,",14.0861
5,55684,"Standard_NC24X,In-house server 2,","n1,n3,n2,",73.1602
6,65462.5,"In-house server 2,Standard_NC6,Standard_NC24X,","n1,n4,n3,n2,",66.0701
7,66740,"In-house server 2,Standard_NC6,Standard_NC24X,","n2,n3,n1,",6.95881
8,78033,"Standard_NV6,In-house server 3,In-house server 2,Standard_NC24X,","n1,n4,n3,n2,",74.3267
9,89284,"In-house server 2,Standard_NV6,In-house server 3,Standard_NV24X,","n1,n4,n3,n2,",68.85
10,100526,"In-house server 2,In-house server 1,In-house server 3,Standard_NC24X,","n3,n2,n4,n1,",75.1963
11,109947,"In-house server 2,In-house server 3,","n1,n4,n3,n2,",17.0895
12,111832,"In-house server 3,In-house server 2,Standard_NC24X,","n1,n4,n2,n3,",12.1343
13,123055,"Standard_NC6,In-house server 2,In-house server 3,","n2,n3,n1,",17.2086
14,134585,"In-house server 3,In-house server 2,","n1,n4,n2,n3,",20.2287
15,164523,"In-house server 3,In-house server 2,Standard_NV6,","n1,n2,n3,n4,",46.4034
16,172251,"In-house server 3,In-house server 2,Standard_NV6,","n1,n4,n2,n3,",11.9786
17,196279,"In-house server 3,In-house server 2,Standard_NV6,","n1,n4,n3,n2,",52.3272
18,202093,"In-house server 1,In-house server 2,Standard_NC24X,","n3,n2,n4,n1,",32.7699
19,203290,"In-house server 2,In-house server 3,","n2,n3,n1,",2.40066
20,206812,"Standard_NC24X,In-house server 2,","n1,n2,n3,",19.7451
21,214306,"In-house server 2,","n2,n1,",14.898
22,245899,"In-house server 3,In-house server 2,","n1,n2,",13.7778
23,268825,"Standard_NC12,In-house server 2,","n2,n3,n1,",28.7852
24,303599,"In-house server 1,In-house server 2,","n1,n2,",11.9779
25,325086,"In-house server 1,","n1,",0.656523
