slot_number,sim_time,tardiness
1,9080,0
2,17959,0
3,26987,0
4,35806,0
5,44844,0
6,53915,0
7,61159.5,0
8,62952,0
9,71959,0
10,80970,0
11,89990,0
12,97122.5,0
13,98931,0
14,107994,0
15,117001,0
16,121807,0
17,125967,0
18,135178,0
19,144186,0
20,152863,0
21,153134,0
22,162078,0
23,171054,0
24,179989,0
25,189041,0
26,197941,0
27,206990,0
28,210992,0
29,215994,0
30,224898,0
31,225957,0
32,228005,0
33,246325,0
34,269811,0
35,278711,0
36,278712,0
37,281701,0
38,292294,0
39,306441,0
40,349450,0
41,350086,0
42,350174,0
43,366015,0
44,378806,0
45,385400,0
46,409736,0
47,443860,0
48,484815,0
49,595521,0
50,602409,0
51,719645,0
