slot_number,sim_time,tardiness
1,8748,0
2,17824,0
3,26876,0
4,36101,0
5,45043,0
6,54154,0
7,61024.5,0
8,62983,0
9,72000,0
10,81050,0
11,90180,0
12,97361.5,0
13,99170,0
14,108153,0
15,117045,0
16,121893,0
17,125995,0
18,134937,0
19,143990,0
20,153000,0
21,153137,0
22,162031,0
23,170999,0
24,179956,0
25,188873,0
26,197617,0
27,197823,0
28,206971,0
29,215915,0
30,225003,0
31,226155,0
32,252228,0
33,258116,0
34,271352,0
35,276388,0
36,278953,0
37,285398,0
38,291933,0
39,300582,0
40,330901,0
41,335666,0
42,348236,0
43,366183,0
44,370545,0
45,375715,0
46,388325,0
47,433226,0
48,448072,0
49,580830,0
50,599378,0
51,719044,0
