slot_number,sim_time,tardiness
1,8790,0
2,17822,0
3,26832,0
4,35964,0
5,45056,0
6,52004.1,0
7,54042,0
8,63040,0
9,66985.9,0
10,71977,0
11,80844,0
12,89875,0
13,93948.9,0
14,98970,0
15,108129,0
16,117092,0
17,117683,0
18,126006,0
19,132344,0
20,134900,0
21,140944,0
22,143850,0
23,152696,0
24,156566,0
25,161730,0
26,170187,0
27,170668,0
28,179494,0
29,183253,0
30,188533,0
31,195325,0
32,197601,0
33,199917,0
34,206537,0
35,210028,0
36,215021,0
37,215448,0
38,224374,0
39,224756,0
40,238790,0
41,246331,0
42,264915,0
43,267352,0
44,289084,0
45,305219,0
46,327028,0
47,390269,0
48,444611,0
49,494313,0
50,734864,0
51,762186,0
