slot_number,sim_time,VM_type,NodeID,cost/node
1,1155,"In-house server 1,","n1,",0.0352917
2,2382,"In-house server 1,","n1,",0.0749834
3,3546,"In-house server 2,In-house server 1,","n2,n1,",0.279914
4,4614,"In-house server 3,In-house server 2,","n1,n2,",0.278584
5,5773,"In-house server 3,In-house server 2,","n2,n3,n1,",0.63652
6,6918,"In-house server 2,In-house server 3,Standard_NC6,","n1,n3,n2,",0.465118
7,8065,"In-house server 2,In-house server 3,Standard_NV6,","n4,n1,n3,n2,",0.627573
8,9182,"Standard_NV6,In-house server 2,In-house server 3,","n2,n3,n4,n1,",0.617468
9,10285,"In-house server 2,In-house server 3,Standard_NV6,","n4,n1,n3,n2,",0.568241
10,11407,"Standard_NC6,In-house server 3,In-house server 2,","n2,n6,n3,n4,n5,n1,",1.03369
11,12549,"Standard_NC12,In-house server 3,In-house server 2,","n1,n5,n4,n2,n3,",0.912082
12,13677,"Standard_NV12,In-house server 2,In-house server 3,","n2,n3,n6,n5,n4,n1,",1.3348
13,14879,"In-house server 1,Standard_NV6,Standard_NC12,In-house server 2,In-house server 3,","n2,n6,n8,n1,n5,n4,n7,n9,n3,",2.20789
14,16058,"Standard_NC6,Standard_NV12,In-house server 2,In-house server 3,","n2,n4,n5,n7,n1,n8,n6,n3,",1.8912
15,17234,"In-house server 1,Standard_NV24,In-house server 3,In-house server 2,","n3,n2,n6,n4,n7,n5,n1,",2.00159
16,18360,"Standard_NC6,Standard_NV12,In-house server 3,In-house server 2,","n1,n3,n9,n2,n6,n8,n4,n7,n5,",2.14058
17,19515,"Standard_NC12,Standard_NV24,In-house server 2,In-house server 3,","n2,n3,n6,n1,n4,n7,n5,",2.02075
18,20609,"In-house server 1,Standard_NV12,Standard_NC24,In-house server 3,In-house server 2,","n2,n1,n3,n9,n8,n6,n5,n7,n4,",2.28073
19,21781,"Standard_NC12,Standard_NV6,In-house server 2,In-house server 3,","n2,n1,n3,n10,n9,n4,n5,n7,n8,n6,",2.59753
20,22934,"Standard_NC12,Standard_NV24,In-house server 2,In-house server 3,","n3,n1,n2,n7,n5,n4,n8,n6,",2.40472
21,24065,"Standard_NC6,Standard_NV24,In-house server 2,In-house server 3,","n3,n2,n1,n9,n4,n7,n5,n8,n6,",2.51998
22,25199,"Standard_NC6,Standard_NV12,In-house server 2,In-house server 3,","n1,n2,n3,n11,n4,n7,n5,n9,n10,n8,n6,",2.93502
23,26374,"Standard_NC12,Standard_NV12,In-house server 2,In-house server 3,","n4,n10,n8,n12,n6,n9,n7,n11,n5,n2,n3,n1,",3.25131
24,27548,"Standard_NC12,Standard_NV24,In-house server 2,In-house server 3,","n11,n9,n8,n6,n1,n4,n5,n7,n10,n2,n3,",3.31245
25,28752,"Standard_NC6,Standard_NV24X,In-house server 2,In-house server 3,","n3,n12,n10,n8,n1,n7,n4,n5,n11,n2,n6,n9,",3.64448
26,29889,"Standard_NC6,Standard_NV24,In-house server 2,In-house server 3,","n4,n7,n12,n9,n6,n10,n8,n5,n11,n2,n1,n13,n3,",3.46481
27,31025,"Standard_NV24,In-house server 2,In-house server 3,","n9,n6,n12,n8,n10,n3,n4,n11,n5,n7,n2,n1,",3.29447
28,32255,"Standard_NV12,In-house server 3,In-house server 2,","n12,n7,n9,n6,n14,n8,n10,n4,n11,n5,n13,n3,n2,n1,",3.66807
29,33342,"Standard_NC12,Standard_NV6,In-house server 2,In-house server 3,","n7,n1,n14,n8,n10,n4,n6,n9,n12,n2,n13,n3,n15,n5,n11,",3.17198
30,34487,"Standard_NC12,Standard_NV24,In-house server 2,In-house server 3,","n7,n8,n10,n14,n4,n5,n11,n13,n3,n6,n9,n2,n12,n1,",3.82406
31,35627,"Standard_NC12,Standard_NV24,In-house server 2,In-house server 3,","n10,n8,n12,n6,n9,n3,n13,n1,n4,n7,n5,n11,n2,",3.43983
32,36751,"Standard_NC6,Standard_NV24X,In-house server 2,In-house server 3,","n7,n12,n8,n10,n2,n13,n3,n1,n6,n9,n4,n11,n5,",3.27897
33,37864,"Standard_NV24X,In-house server 2,In-house server 3,","n1,n12,n8,n10,n5,n11,n15,n14,n7,n4,n2,n13,n3,n6,n9,",3.88884
