slot_number,sim_time,tardiness
1,15092,0
2,29909,0
3,44846,0
4,59868,0
5,73109.5,0
6,74964,0
7,90171,0
8,105146,0
9,120114,0
10,135137,0
11,147744,0
12,150065,0
13,165065,0
14,168406,0
15,179988,0
16,195103,0
17,205085,0
18,210045,0
19,225084,0
20,240087,0
21,243629,0
22,255182,0
23,270040,0
24,284962,0
25,299919,0
26,314916,0
27,318457,0
28,321029,0
29,329913,0
30,339975,0
31,345014,0
32,356519,0
33,359925,0
34,372067,0
35,374839,0
36,389772,0
37,389854,0
38,395320,0
39,404295,0
40,404796,0
41,419683,0
42,430403,0
43,434713,0
44,449670,0
45,462033,0
46,476227,0
47,489016,0
48,522313,0
49,548462,0
50,587496,0
51,602655,0
52,642302,0
53,673307,0
54,686247,0
55,728496,0
56,729177,0
57,751073,0
58,784363,0
59,835404,0
60,859261,0
61,915269,0
