slot_number,sim_time,VM_type,NodeID,cost/node
1,45272,"In-house server 1,","n1,",1.38331
2,90301,"In-house server 1,","n1,",2.75178
3,109238,"Standard_NV24,","n1,",13.0454
4,135362,"Standard_NV12,","n1,",8.99832
5,166792,"In-house server 3,","n1,",2.19508
6,176586,"Standard_NV12,","n1,",3.37354
7,180797,"In-house server 1,","n1,",0.128677
8,225977,"In-house server 1,","n1,",2.761
9,270837,"In-house server 3,","n1,",3.13308
10,308765,"In-house server 3,","n1,",4.63569
11,316009,"Standard_NV24,","n1,",4.99002
12,341301,"Standard_NV24,","n1,",17.4234
13,359696,"Standard_NV24,","n1,",12.6718
14,361134,"Standard_NV12,","n1,",0.495468
15,379838,"Standard_NV24,","n1,",12.885
16,404913,"Standard_NV12,","n1,",8.63702
17,405986,"In-house server 1,","n1,",0.0327773
18,450697,"In-house server 1,","n1,",2.04926
19,495227,"In-house server 3,","n1,",4.76224
20,503446,"In-house server 3,","n1,",0.878948
21,540441,"In-house server 3,","n1,",3.95643
22,546065,"In-house server 3,","n1,",0.68736
23,585568,"In-house server 3,","n1,",4.82816
24,606060,"Standard_NV24,","n1,",24.7046
25,621775,"Standard_NV24,","n1,",10.8257
26,630631,"In-house server 2,","n1,",2.77981
27,675439,"Standard_NC24,","n1,",28.005
28,694368,"Standard_NV24,","n1,",19.5599
29,720290,"In-house server 3,","n1,",3.16825
30,754338,"In-house server 3,","n1,",4.16144
31,764882,"In-house server 3,","n1,",1.2887
32,809947,"In-house server 3,","n1,",5.50796
33,854354,"In-house server 3,","n1,",5.42755
34,855293,"In-house server 3,","n1,",0.11474
35,857284,"In-house server 3,","n1,",0.243292
36,900719,"In-house server 3,","n1,",5.30877
37,916957,"In-house server 3,","n1,",1.98462
38,945446,"In-house server 3,","n1,",3.48202
39,951830,"In-house server 3,","n1,",0.78026
40,974012,"In-house server 3,","n1,",2.71113
41,990933,"In-house server 3,","n1,",2.06814
42,1.03613e+06,"In-house server 3,","n1,",5.52444
43,1.0814e+06,"In-house server 3,","n1,",5.53216
44,1.12631e+06,"In-house server 3,","n1,",5.4896
45,1.17123e+06,"In-house server 3,","n1,",5.49059
46,1.19302e+06,"In-house server 3,","n1,",2.66321
47,1.21604e+06,"In-house server 3,","n1,",2.81247
48,1.26079e+06,"In-house server 3,","n1,",5.46968
49,1.27768e+06,"In-house server 3,","n1,",2.06467
50,1.30548e+06,"In-house server 3,","n1,",3.39841
51,1.33013e+06,"In-house server 3,","n1,",3.01268
52,1.35048e+06,"In-house server 3,","n1,",2.48622
53,1.37612e+06,"In-house server 3,","n1,",3.13484
54,1.39561e+06,"In-house server 3,","n1,",2.38142
55,1.39661e+06,"In-house server 3,","n1,",0.122911
56,1.44062e+06,"In-house server 3,","n1,",5.3788
57,1.47238e+06,"Standard_NV24X,","n1,",43.7567
58,1.4737e+06,"Standard_NV24X,","n1,",1.80954
59,1.48552e+06,"Standard_NV24X,","n1,",14.2565
60,1.48576e+06,"Standard_NV24X,","n1,",0.331599
61,1.49436e+06,"Standard_NV24X,","n1,",10.368
62,1.53052e+06,"In-house server 3,","n1,",4.41969
63,1.57546e+06,"Standard_NV24X,","n1,",54.1764
64,1.62033e+06,"Standard_NV24X,","n1,",61.8195
65,1.66534e+06,"In-house server 3,","n1,",5.50085
66,1.68344e+06,"In-house server 2,","n1,",5.68144
67,1.68436e+06,"In-house server 3,","n1,",0.112171
68,1.70389e+06,"In-house server 3,","n1,",2.38793
69,1.71036e+06,"In-house server 3,","n1,",0.790348
70,1.74693e+06,"Standard_NV24X,","n1,",50.3809
71,1.75506e+06,"In-house server 3,","n1,",0.993449
72,1.79984e+06,"Standard_NV24X,","n1,",61.6982
73,1.80608e+06,"In-house server 3,","n1,",0.763676
74,1.82783e+06,"In-house server 3,","n1,",2.6581
75,1.84518e+06,"In-house server 3,","n1,",2.12052
76,1.89019e+06,"Standard_NV24X,","n1,",62.0082
77,1.93506e+06,"In-house server 3,","n1,",5.48448
78,1.97998e+06,"In-house server 3,","n1,",5.48997
79,1.98187e+06,"Standard_NV24X,","n1,",2.61156
80,2.00713e+06,"Standard_NC24X,","n1,",31.4273
81,2.02512e+06,"In-house server 3,","n1,",2.19834
82,2.07008e+06,"In-house server 3,","n1,",486.348
83,2.11516e+06,"In-house server 3,","n1,",1330.3
84,2.16047e+06,"In-house server 3,","n1,",5.53824
85,2.20544e+06,"In-house server 2,","n1,",622.294
86,2.22803e+06,"Standard_NV24X,","n1,",643.981
87,2.24874e+06,"Standard_NV24X,","n1,",28.526
88,2.25033e+06,"In-house server 3,","n1,",0.195343
89,2.25513e+06,"In-house server 3,","n1,",0.586616
90,2.26324e+06,"Standard_NV24X,","n1,",11.1732
91,2.29529e+06,"Standard_NV24X,","n1,",44.1575
92,2.29859e+06,"Standard_NV24X,","n1,",4.54287
93,2.30039e+06,"Standard_NV24X,","n1,",2.47799
94,2.31717e+06,"In-house server 3,","n1,",2.05156
95,2.34039e+06,"In-house server 3,","n1,",2.8376
96,2.38536e+06,"In-house server 3,","n1,",5.49572
97,2.43012e+06,"In-house server 3,","n1,",5.4708
98,2.47524e+06,"In-house server 3,","n1,",5.51528
99,2.49403e+06,"In-house server 3,","n1,",2.29616
100,2.52036e+06,"Standard_NV24X,","n1,",36.2841
101,2.56522e+06,"In-house server 3,","n1,",5.483
102,2.60947e+06,"In-house server 3,","n1,",5.40755
103,2.60993e+06,"In-house server 3,","n1,",0.0559116
104,2.61681e+06,"In-house server 3,","n1,",0.841413
105,2.65478e+06,"Standard_NC24X,","n1,",47.245
106,2.67186e+06,"In-house server 3,","n1,",2.08786
107,2.6833e+06,"In-house server 3,","n1,",1.39898
108,2.69998e+06,"In-house server 3,","n1,",2.03797
109,2.73837e+06,"In-house server 3,","n1,",4.69207
110,2.74493e+06,"In-house server 3,","n1,",0.802552
111,2.78979e+06,"In-house server 3,","n1,",5.48276
112,2.83473e+06,"In-house server 3,","n1,",5.4928
113,2.87968e+06,"In-house server 3,","n1,",5.494
114,2.88292e+06,"In-house server 3,","n1,",0.395513
115,2.91904e+06,"Standard_NV24X,","n1,",49.7627
116,2.9248e+06,"In-house server 3,","n1,",0.70362
117,2.92741e+06,"Standard_NV24X,","n1,",3.60655
118,2.95382e+06,"In-house server 3,","n1,",3.2269
119,2.97e+06,"In-house server 3,","n1,",1.97833
120,3.0148e+06,"In-house server 3,","n1,",5.47484
121,3.05986e+06,"In-house server 3,","n1,",271.911
122,3.10452e+06,"In-house server 3,","n1,",417.487
123,3.12495e+06,"Standard_NV24X,","n1,",267.156
124,3.13116e+06,"Standard_NV24X,","n1,",8.5648
