slot_number,sim_time,VM_type,NodeID,cost/node
1,15115,"In-house server 1,","n1,",0.461847
2,30189,"Standard_NV6,In-house server 1,","n1,n2,",3.05667
3,45120,"Standard_NV6,In-house server 1,","n2,n1,",3.4839
4,59887,"In-house server 2,In-house server 3,","n2,n1,",5.68803
5,70284.4,"In-house server 2,In-house server 3,","n2,n1,",4.05788
6,74793,"In-house server 2,In-house server 3,","n2,n1,",1.06966
7,89743,"In-house server 2,In-house server 3,Standard_NV6,","n1,n3,n2,",8.26403
8,104791,"In-house server 2,In-house server 3,Standard_NV6,","n1,n3,n2,",6.16172
9,113065,"In-house server 2,In-house server 3,","n1,n2,n3,",5.69981
10,119753,"Standard_NV6,In-house server 2,In-house server 3,","n2,n3,n1,",2.74831
11,134557,"In-house server 2,In-house server 3,Standard_NV6,","n1,n3,n2,",6.06181
12,145830,"In-house server 2,Standard_NV12,In-house server 3,","n3,n2,n1,",7.29861
13,149650,"In-house server 2,In-house server 3,Standard_NV12,","n1,n3,n2,",2.24252
14,164748,"In-house server 2,In-house server 3,Standard_NV6,","n1,n3,n2,",6.35794
15,179817,"In-house server 2,In-house server 3,","n1,n2,n3,",7.17451
16,192151,"Standard_NV6,In-house server 3,","n2,n3,n1,",3.93113
17,194823,"In-house server 1,In-house server 2,In-house server 3,","n3,n2,n1,",1.10712
18,203858,"Standard_NC12,In-house server 2,In-house server 3,","n1,n3,n2,",5.59378
19,209669,"Standard_NV6,In-house server 3,","n1,n3,n2,",1.76185
20,221445,"In-house server 3,Standard_NC12,","n3,n2,n1,",4.93727
21,224491,"Standard_NV12,In-house server 3,Standard_NC6,","n3,n2,n1,",1.45936
22,239024,"Standard_NV12,In-house server 3,","n1,n3,n2,",6.34804
23,264362,"Standard_NV6,In-house server 3,","n1,n2,n3,",8.30527
24,276958,"Standard_NV6,In-house server 3,","n1,n3,n2,",4.58866
25,290613,"In-house server 2,In-house server 3,","n1,n3,n2,",7.4622
26,302589,"In-house server 3,In-house server 2,Standard_NV6,","n1,n3,n2,",6.84633
27,345346,"Standard_NV6,In-house server 3,In-house server 2,","n1,n2,n3,",18.5167
28,348500,"In-house server 2,In-house server 3,","n2,n1,",0.785865
29,356465,"Standard_NV6,In-house server 2,In-house server 1,","n2,n3,n1,",2.94888
30,378087,"In-house server 1,In-house server 2,","n1,n2,",4.28024
31,722361,"In-house server 1,","n1,",10.5195
