slot_number,sim_time,VM_type,NodeID,cost/node
1,5571,"In-house server 1,","n1,",0.170225
2,11131,"Standard_NV6,In-house server 1,","n1,n2,",1.12745
3,16678,"Standard_NV6,Standard_NC6,In-house server 1,","n1,n2,n3,",1.98768
4,22347,"Standard_NC6,In-house server 3,Standard_NV6,","n1,n2,n3,",2.2739
5,28042,"Standard_NV6,In-house server 3,","n1,n2,",1.27083
6,33604,"Standard_NV6,In-house server 3,","n1,n2,",1.24924
7,39178,"Standard_NC12,In-house server 3,","n2,n1,",2.03348
8,44811,"Standard_NV6,In-house server 3,Standard_NC6,","n1,n3,n2,",2.23979
9,50486,"Standard_NC12,In-house server 1,In-house server 3,","n2,n3,n1,",2.32465
10,56191,"Standard_NV6,In-house server 3,Standard_NC6,","n3,n2,n4,n1,",2.68678
11,61761,"Standard_NV12,In-house server 3,","n1,n3,n2,",2.62178
12,67409,"Standard_NC6,In-house server 3,","n3,n2,n4,n1,",2.22414
13,72984,"Standard_NV6,In-house server 2,In-house server 3,","n1,n4,n2,n3,",2.899
14,78686,"Standard_NC12,In-house server 3,In-house server 2,","n3,n2,n4,n1,n5,",4.2403
15,84504,"Standard_NC12,In-house server 2,In-house server 3,","n3,n2,n1,n5,n4,",4.15033
16,90008,"Standard_NV6,Standard_NC6,In-house server 3,In-house server 2,","n2,n6,n4,n5,n1,n3,",3.94046
17,95676,"In-house server 3,In-house server 2,Standard_NV12,In-house server 1,","n2,n1,n6,n5,n4,n3,",4.3939
18,101349,"Standard_NV6,Standard_NC6,In-house server 2,In-house server 3,","n1,n6,n5,n4,n7,n3,n2,",5.52292
19,106950,"Standard_NV6,Standard_NC6,In-house server 1,In-house server 3,In-house server 2,","n3,n2,n4,n7,n5,n1,n8,n6,",4.94806
20,110613,"Standard_NV6,Standard_NC6,In-house server 2,In-house server 3,","n1,n6,n8,n5,n4,n7,n3,n2,",3.49425
21,112610,"Standard_NC12,Standard_NV6,In-house server 3,","n3,n6,n4,n7,n5,n1,n2,",1.89094
22,118251,"Standard_NV6,In-house server 3,Standard_NC6,","n1,n6,n8,n5,n7,n4,n3,n2,",4.86201
23,119339,"Standard_NV24,In-house server 3,","n3,n1,n6,n5,n4,n2,",1.0413
24,123937,"Standard_NC12,In-house server 3,","n3,n1,n6,n5,n4,n2,",3.56946
25,129546,"Standard_NV12,In-house server 3,","n3,n1,n6,n5,n4,n2,",4.18251
26,135187,"Standard_NC6,In-house server 3,In-house server 2,","n2,n3,n1,n7,n5,n4,n6,",4.22494
27,140835,"Standard_NV6,In-house server 2,In-house server 3,","n1,n3,n2,n8,n6,n5,n7,n4,",4.9532
28,142616,"In-house server 2,In-house server 3,In-house server 1,Standard_NV12,","n6,n1,n3,n2,n5,n7,n4,",1.49394
29,145840,"Standard_NV6,Standard_NC6,In-house server 2,In-house server 3,","n3,n1,n6,n8,n4,n7,n5,n2,",2.86961
30,146387,"Standard_NC6,In-house server 2,In-house server 3,","n2,n3,n1,n6,n5,n7,n4,",0.419276
31,147267,"Standard_NC6,In-house server 3,","n3,n2,n7,n4,n5,n1,n6,n8,",0.710872
32,151844,"Standard_NV6,In-house server 2,In-house server 3,","n2,n1,n6,n4,n7,n5,n3,",3.41241
33,151895,"Standard_NC6,In-house server 3,Standard_NV6,","n3,n1,n2,n8,n6,n7,n5,n4,",0.0420406
34,157492,"Standard_NC6,In-house server 2,In-house server 3,","n3,n2,n1,n5,n7,n4,n6,",4.24256
35,159360,"Standard_NC6,In-house server 2,In-house server 3,","n3,n2,n6,n4,n7,n5,n1,",1.42147
36,163067,"In-house server 3,In-house server 2,Standard_NC6,In-house server 1,Standard_NV12,","n1,n2,n6,n8,n7,n4,n5,n3,",3.99883
37,168627,"Standard_NV6,In-house server 1,In-house server 2,In-house server 3,","n2,n1,n3,n8,n6,n5,n7,n4,",4.89427
38,174203,"Standard_NC6,In-house server 2,In-house server 3,","n2,n3,n6,n8,n1,n7,n5,n4,",4.94413
39,174232,"Standard_NV6,In-house server 2,In-house server 3,","n2,n1,n6,n5,n7,n4,n3,",0.0229501
40,179889,"In-house server 2,In-house server 3,","n6,n3,n2,n1,n5,n7,n4,",5.77778
41,185542,"Standard_NV12,In-house server 3,In-house server 2,","n1,n2,n8,n6,n7,n5,n4,n3,",7.07148
42,186223,"In-house server 3,Standard_NV24,In-house server 2,","n2,n1,n6,n8,n3,n7,n5,n4,",0.985653
43,189894,"Standard_NV6,In-house server 3,Standard_NC6,","n2,n8,n6,n1,n5,n7,n4,n3,",3.03481
44,191008,"Standard_NV6,In-house server 2,In-house server 3,Standard_NC6,","n1,n8,n6,n7,n5,n4,n3,n2,",1.00878
45,191960,"Standard_NV12,Standard_NC6,In-house server 1,In-house server 3,","n8,n6,n2,n1,n4,n7,n5,n3,",0.880054
46,196710,"In-house server 2,In-house server 3,Standard_NC6,","n8,n6,n1,n7,n5,n4,n2,n3,",4.71382
47,202288,"In-house server 2,In-house server 3,Standard_NV6,","n7,n4,n5,n3,n2,n1,n8,n6,",5.41664
48,205399,"Standard_NV6,In-house server 3,Standard_NC6,","n2,n1,n8,n6,n4,n7,n5,n3,",2.61178
49,205994,"Standard_NC6,In-house server 2,In-house server 3,","n1,n3,n2,n4,n7,n5,n8,n6,",0.598743
50,207019,"In-house server 2,In-house server 3,Standard_NC6,","n2,n3,n8,n6,n4,n7,n5,n1,",1.0126
51,207939,"In-house server 3,Standard_NV12,Standard_NC6,","n2,n3,n6,n8,n1,n7,n4,n5,",0.904894
52,208180,"Standard_NC6,In-house server 3,Standard_NV6,","n3,n8,n6,n4,n7,n5,n1,n2,",0.211097
53,208662,"Standard_NV6,In-house server 3,In-house server 2,","n2,n3,n1,n8,n6,n7,n5,n4,",0.480749
54,213647,"Standard_NV6,In-house server 3,Standard_NC6,","n1,n6,n8,n4,n7,n5,n2,n3,",4.31675
55,219331,"Standard_NC6,In-house server 3,In-house server 2,","n2,n6,n8,n1,n5,n7,n4,n3,",5.62275
56,223368,"Standard_NC6,In-house server 2,In-house server 3,Standard_NV6,","n2,n3,n6,n8,n7,n4,n5,n1,",4.26008
57,225039,"Standard_NV24,In-house server 2,In-house server 3,","n3,n2,n6,n8,n4,n7,n5,n1,",2.368
58,230673,"In-house server 3,Standard_NV12,Standard_NC6,","n1,n2,n3,n8,n6,n7,n5,n4,",5.69163
59,236318,"In-house server 2,In-house server 3,Standard_NV24,","n1,n3,n8,n6,n5,n7,n4,n2,",8.12775
60,241960,"Standard_NV12,In-house server 3,In-house server 2,","n2,n4,n5,n7,n1,n8,n6,n3,",7.75103
61,247085,"Standard_NC6,In-house server 3,Standard_NV24,In-house server 2,","n1,n3,n2,n8,n6,n7,n5,n4,",7.61247
62,247544,"In-house server 2,In-house server 3,Standard_NV12,","n1,n6,n8,n7,n4,n5,n2,n3,",0.510023
63,253157,"In-house server 2,Standard_NV24,In-house server 3,","n1,n3,n6,n8,n7,n5,n4,n2,",8.1697
64,258752,"Standard_NV24X,In-house server 2,In-house server 3,","n1,n2,n3,n7,n5,n4,n8,n6,",8.17849
65,264480,"In-house server 2,Standard_NV24,In-house server 3,","n2,n3,n1,n8,n6,n7,n5,n4,",8.23994
66,265084,"Standard_NV24X,In-house server 2,In-house server 3,","n1,n3,n6,n8,n2,n5,n7,n4,",0.958853
67,270273,"Standard_NV12,In-house server 3,In-house server 2,","n2,n6,n8,n1,n5,n7,n4,n3,",5.89817
68,275842,"Standard_NV24X,In-house server 3,In-house server 2,","n3,n2,n8,n6,n1,n7,n4,n5,",9.24881
69,276961,"Standard_NV24X,In-house server 3,In-house server 2,","n3,n1,n2,n7,n4,n5,n6,n8,",1.84774
70,281422,"In-house server 3,Standard_NC24,In-house server 2,","n3,n2,n6,n8,n4,n5,n7,n1,",6.92187
71,286971,"In-house server 3,In-house server 2,Standard_NC24X,","n2,n1,n7,n5,n4,n8,n6,n3,",9.53595
72,292681,"Standard_NV24X,In-house server 2,In-house server 3,","n3,n1,n7,n4,n5,n8,n6,n2,",10.1138
73,294923,"In-house server 3,Standard_NV24X,","n2,n3,n1,n6,n8,n7,n5,n4,",2.9762
74,298197,"Standard_NV24X,In-house server 3,","n2,n1,n6,n8,n5,n7,n4,n3,",4.53735
75,301809,"Standard_NV24,In-house server 3,","n3,n2,n1,n6,n8,n7,n5,n4,",4.27516
76,303945,"In-house server 3,Standard_NV24X,","n3,n6,n8,n1,n5,n7,n4,n2,",2.89076
77,306143,"In-house server 3,Standard_NV24,","n3,n2,n1,n4,n7,n5,n8,n6,",2.55277
78,309572,"Standard_NV24X,In-house server 3,","n2,n3,n1,n8,n6,n5,n7,n4,",4.8198
79,309719,"In-house server 3,Standard_NV24X,","n2,n3,n1,n6,n8,n4,n7,n5,",0.19782
80,315123,"In-house server 3,Standard_NV24X,","n2,n4,n5,n7,n1,n8,n6,n3,",7.73934
81,315196,"In-house server 3,Standard_NV24,","n1,n3,n2,n8,n6,n5,n7,n4,",0.0871349
82,320839,"Standard_NC6,In-house server 3,Standard_NV24,","n2,n3,n1,n4,n7,n5,n8,n6,",6.88621
83,326461,"Standard_NV24,In-house server 3,","n2,n3,n1,n5,n7,n4,n8,n6,",6.32995
84,329254,"Standard_NV24X,In-house server 2,In-house server 3,","n2,n3,n1,n6,n8,n4,n7,n5,",4.32357
85,332143,"Standard_NV24,In-house server 3,","n1,n3,n4,n7,n5,n8,n6,n2,",3.44459
86,335291,"In-house server 3,Standard_NV24X,","n2,n3,n6,n8,n1,n5,n7,n4,",4.28916
87,337646,"In-house server 3,Standard_NV24X,","n2,n6,n8,n1,n4,n7,n5,n3,",3.21299
88,343256,"In-house server 3,Standard_NV24X,","n1,n6,n8,n2,n3,n5,n7,n4,",7.39183
89,348914,"Standard_NV24,In-house server 3,","n2,n3,n1,n8,n6,n5,n7,n4,",6.25808
90,351529,"In-house server 3,Standard_NV24X,","n3,n1,n6,n8,n2,n7,n5,n4,",3.44513
91,354493,"In-house server 3,Standard_NV24X,","n3,n2,n1,n4,n7,n5,n8,n6,",3.96993
92,360075,"In-house server 3,Standard_NV24,","n1,n6,n8,n2,n3,n5,n7,n4,",6.55782
93,363184,"Standard_NV24,In-house server 3,","n1,n4,n5,n7,n8,n6,n2,n3,",3.47162
94,365687,"In-house server 3,Standard_NV24X,","n1,n8,n6,n5,n7,n4,n3,n2,",3.279
95,366429,"In-house server 3,In-house server 2,Standard_NV24X,","n1,n6,n8,n5,n4,n7,n2,n3,",1.13487
96,367572,"Standard_NV24X,In-house server 2,In-house server 3,","n2,n1,n5,n7,n4,n8,n6,n3,",1.73639
97,371177,"In-house server 3,Standard_NV24X,","n2,n6,n8,n1,n3,n5,n7,n4,",4.85268
98,376548,"In-house server 3,Standard_NV24X,","n2,n1,n4,n7,n5,n8,n6,n3,",7.03111
99,381062,"In-house server 3,Standard_NV24X,","n2,n1,n3,n8,n6,n5,n7,n4,",5.94316
100,382284,"In-house server 3,Standard_NV24,","n1,n2,n4,n7,n5,n8,n6,n3,",1.40986
101,387857,"In-house server 3,Standard_NV24X,","n6,n8,n4,n5,n7,n1,n3,n2,",7.5842
102,389694,"In-house server 3,Standard_NV24X,","n1,n6,n8,n2,n3,n5,n7,n4,",2.3621
103,393556,"In-house server 3,Standard_NV24X,","n3,n6,n8,n1,n5,n7,n4,n2,",5.12175
104,399103,"Standard_NV24X,In-house server 2,In-house server 3,","n2,n1,n6,n8,n3,n5,n7,n4,",8.34438
105,399378,"In-house server 3,Standard_NV24X,","n3,n5,n4,n7,n1,n2,n8,n6,",0.356004
106,404850,"Standard_NV24X,In-house server 2,In-house server 3,","n1,n3,n2,n8,n6,n5,n7,n4,",8.16204
107,405388,"In-house server 3,Standard_NV24X,","n3,n1,n5,n4,n7,n8,n6,n2,",0.711813
108,410521,"In-house server 3,Standard_NV24X,","n3,n1,n5,n4,n7,n2,n8,n6,",6.71427
109,416256,"Standard_NV24X,In-house server 2,In-house server 3,","n3,n5,n4,n7,n1,n8,n6,n2,",8.10502
110,420490,"Standard_NV24X,In-house server 2,In-house server 3,","n2,n5,n4,n7,n1,n3,n8,n6,",6.33912
111,421871,"Standard_NV24X,In-house server 3,In-house server 2,","n2,n3,n1,n6,n8,n4,n7,n5,",2.12791
112,425854,"Standard_NV24X,In-house server 2,In-house server 3,","n3,n1,n5,n4,n7,n8,n6,n2,",6.13611
113,427449,"Standard_NV24X,In-house server 2,In-house server 3,","n2,n1,n5,n4,n7,n3,n8,n6,",2.36833
114,433055,"Standard_NV24X,In-house server 2,In-house server 3,","n2,n1,n5,n4,n7,n8,n6,n3,",8.24126
115,435911,"Standard_NV24X,In-house server 2,In-house server 3,","n2,n1,n5,n4,n7,n3,n8,n6,",4.27577
116,438577,"Standard_NV24X,In-house server 2,In-house server 3,","n2,n1,n4,n5,n7,n3,n8,n6,",3.9934
117,440271,"Standard_NV24X,In-house server 2,In-house server 3,","n3,n1,n6,n8,n4,n7,n5,n2,",2.61226
118,444105,"In-house server 3,Standard_NV24X,","n2,n5,n4,n7,n1,n8,n6,n3,",4.95687
119,449507,"In-house server 3,Standard_NV24X,","n2,n5,n4,n7,n1,n8,n6,n3,",6.93138
120,449867,"In-house server 3,Standard_NV24X,","n2,n5,n4,n7,n1,n8,n6,n3,",0.474385
121,454750,"In-house server 3,Standard_NV24X,","n1,n5,n4,n7,n2,n3,n8,n6,",6.27674
122,456605,"In-house server 3,Standard_NV24X,","n1,n5,n4,n7,n2,n3,n8,n6,",2.40137
123,460815,"In-house server 3,Standard_NV24X,","n1,n5,n4,n7,n2,n3,n8,n6,",5.51159
124,464253,"In-house server 3,Standard_NV24X,","n1,n2,n4,n7,n5,n8,n6,n3,",4.50025
125,466728,"In-house server 3,Standard_NV24X,","n3,n1,n4,n7,n5,n8,n6,n2,",3.27346
126,471151,"Standard_NV24X,In-house server 3,In-house server 2,","n3,n1,n6,n8,n5,n4,n7,n2,",6.64202
127,473107,"Standard_NV24X,In-house server 3,In-house server 2,","n1,n5,n4,n7,n3,n2,n8,n6,",3.03119
128,475344,"In-house server 3,Standard_NV24X,","n1,n2,n3,n8,n6,n5,n7,n4,",2.98447
129,483611,"In-house server 3,Standard_NV24X,","n3,n1,n2,n7,n5,n4,n8,n6,",11.5522
130,489882,"Standard_NV24X,In-house server 2,In-house server 3,","n3,n1,n2,n7,n5,n4,n8,n6,",9.62137
131,497367,"In-house server 2,In-house server 3,","n2,n1,n6,n8,n3,n5,n7,n4,",8.2796
132,501979,"In-house server 2,Standard_NV24,In-house server 3,","n6,n8,n4,n5,n7,n1,n2,n3,",7.52645
133,502925,"In-house server 2,Standard_NV24,In-house server 3,","n1,n6,n8,n3,n2,n7,n5,n4,",1.71783
134,509629,"In-house server 2,In-house server 3,","n1,n6,n8,n3,n2,n5,n7,n4,",6.99658
135,522070,"In-house server 3,In-house server 2,","n2,n1,n8,n6,n7,n5,n4,n3,",16.6526
136,530448,"In-house server 3,In-house server 2,","n1,n4,n7,n5,n8,n6,n3,n2,",10.1474
137,532612,"In-house server 2,In-house server 3,","n2,n3,n7,n5,n4,n6,n8,n1,",2.7633
138,540158,"In-house server 2,In-house server 3,","n6,n8,n2,n3,n1,n5,n7,n4,",10.0659
139,541424,"In-house server 3,In-house server 2,","n6,n8,n1,n7,n5,n4,n3,n2,",1.70385
140,547516,"Standard_NV12,In-house server 2,In-house server 3,","n2,n1,n6,n8,n7,n5,n4,n3,",8.09201
141,552812,"Standard_NV6,In-house server 3,In-house server 2,","n2,n1,n6,n8,n3,n5,n7,n4,",7.03587
142,569516,"In-house server 3,In-house server 2,","n3,n2,n7,n4,n5,n1,n6,n8,",22.3852
143,570982,"In-house server 1,In-house server 2,In-house server 3,","n3,n2,n6,n8,n1,n7,n5,n4,",1.75123
144,585904,"In-house server 1,In-house server 2,In-house server 3,","n3,n2,n1,n8,n6,n7,n5,n4,",20.8448
145,598754,"In-house server 3,In-house server 2,","n3,n6,n1,n4,n7,n5,n2,",20.2331
146,600727,"In-house server 3,In-house server 2,In-house server 1,","n2,n1,n6,n5,n7,n4,n3,",2.60794
147,603549,"In-house server 3,In-house server 2,In-house server 1,","n3,n6,n5,n4,n7,n1,n2,",3.67229
148,610930,"In-house server 1,In-house server 2,In-house server 3,","n1,n4,n7,n5,n6,n2,n3,",8.0384
149,626063,"Standard_NV6,In-house server 3,In-house server 2,","n6,n5,n4,n3,n2,n1,",14.0871
150,639765,"In-house server 2,In-house server 3,","n4,n5,n1,n2,n3,",12.9732
151,643352,"In-house server 3,In-house server 2,","n1,n4,n3,n2,",2.22729
152,643850,"In-house server 3,In-house server 2,","n1,n3,n2,",0.2279
153,660917,"In-house server 1,In-house server 2,In-house server 3,","n1,n4,n2,n3,",9.07664
154,668855,"In-house server 3,In-house server 2,","n1,n3,n2,",4.47025
155,673455,"In-house server 3,In-house server 2,","n2,n3,n1,",1.77865
156,679345,"In-house server 2,In-house server 3,","n2,n1,",1.3737
157,720134,"In-house server 3,","n1,",2.65882
158,736923,"In-house server 3,","n1,",0.947082
159,779593,"In-house server 3,","n1,",2.6076
160,787481,"In-house server 1,","n1,",0.241029
161,982650,"In-house server 1,","n1,",3.97567
