slot_number,sim_time,tardiness
1,8944,0
2,18063,0
3,27076,0
4,35966,0
5,44941,0
6,53935,0
7,63023,0
8,72196,0
9,81087,0
10,90011,0
11,99017,0
12,108079,0
13,117024,0
14,125994,0
15,134952,0
16,141670,0
17,142506,0
18,161709,0
19,188518,0
20,207133,0
21,219702,0
22,253861,0
23,297068,0
24,299851,0
25,331953,0
26,337406,0
27,368979,0
28,369870,0
29,375157,0
30,405063,0
31,485046,0
