slot_number,sim_time,VM_type,NodeID,cost/node
1,11152,"In-house server 1,","n1,",0.340756
2,22480,"Standard_NV6,In-house server 1,","n1,n2,",2.124
3,33638,"Standard_NV12,In-house server 1,","n1,n2,",4.01379
4,44892,"In-house server 3,Standard_NV6,","n1,n2,",2.70235
5,56132,"In-house server 1,Standard_NV6,In-house server 3,","n1,n2,",9.49157
6,67276,"In-house server 1,In-house server 3,Standard_NV6,","n1,n2,",2.60026
7,78578,"Standard_NC6,In-house server 3,In-house server 1,","n2,n1,",2.29528
8,89864,"Standard_NC6,In-house server 1,In-house server 3,Standard_NV6,","n1,n2,n3,",4.28555
9,100934,"Standard_NC6,In-house server 3,In-house server 1,","n2,n3,n1,",3.26292
10,111977,"In-house server 3,Standard_NV12,In-house server 1,","n1,n2,n3,",4.66601
11,123243,"Standard_NC6,In-house server 1,Standard_NV6,In-house server 3,","n1,n4,n2,n3,",4.99321
12,134511,"Standard_NC6,In-house server 3,In-house server 1,","n4,n2,n3,n1,",3.62732
13,140855,"In-house server 1,In-house server 3,Standard_NC12,","n1,n4,n3,n2,",2.9323
14,145757,"In-house server 3,Standard_NV12,In-house server 1,","n1,n3,n2,n4,",2.13171
15,146368,"Standard_NC12,In-house server 1,Standard_NV12,In-house server 3,","n1,n4,n3,n2,",0.42563
16,156926,"In-house server 1,Standard_NC6,Standard_NV24,In-house server 3,","n4,n1,n2,n3,",9.39248
17,163539,"In-house server 1,Standard_NC12,Standard_NV12,In-house server 3,","n4,n1,n2,n3,",4.83917
18,168180,"In-house server 1,Standard_NC12,In-house server 3,","n2,n3,n1,n4,",2.23502
19,179637,"In-house server 1,Standard_NV24,In-house server 3,","n4,n3,n2,n1,",9.84185
20,182131,"In-house server 1,Standard_NV24,In-house server 3,","n1,n3,n2,n4,",2.10695
21,186555,"In-house server 1,Standard_NV12,In-house server 3,","n1,n3,n2,n4,",2.26878
22,190984,"In-house server 1,Standard_NV12,In-house server 3,","n1,n3,n2,n4,",2.25703
23,197481,"In-house server 1,Standard_NV12,In-house server 3,","n1,n3,n2,n4,",3.22262
24,202307,"In-house server 1,Standard_NC12,In-house server 3,","n2,n3,n1,n4,",2.12394
25,210424,"In-house server 1,In-house server 3,Standard_NC12,Standard_NV24,","n1,n4,n3,n2,",8.5555
26,213554,"In-house server 1,In-house server 3,Standard_NC12,","n2,n3,n4,n1,",1.60636
27,224794,"Standard_NV12,In-house server 3,In-house server 1,","n3,n2,n4,n1,",5.99467
28,225486,"Standard_NC12,In-house server 3,In-house server 1,","n1,n4,n2,n3,",0.393706
29,233378,"Standard_NV12,In-house server 3,In-house server 1,","n1,n4,n2,n3,",5.9235
30,236235,"In-house server 1,In-house server 3,Standard_NC12,","n3,n2,n4,n1,",1.62157
