slot_number,sim_time,tardiness
1,11152,0
2,22480,0
3,33638,0
4,44892,0
5,56132,0
6,67276,0
7,78578,0
8,89864,0
9,100934,0
10,111977,0
11,123243,0
12,134511,0
13,140855,0
14,145757,0
15,146368,0
16,156926,0
17,163539,0
18,168180,0
19,179637,0
20,182131,0
21,186555,0
22,190984,0
23,197481,0
24,202307,0
25,210424,0
26,213554,0
27,224794,0
28,225486,0
29,233378,0
30,236235,0
31,237475,0
32,247284,0
33,249154,0
34,258480,0
35,261091,0
36,269788,0
37,271274,0
38,281084,0
39,292433,0
40,303608,0
41,314841,0
42,319925,0
43,326093,0
44,337446,0
45,348689,0
46,350286,0
47,358160,0
48,360032,0
49,371301,0
50,373602,0
51,378688,0
52,382637,0
53,385907,0
54,393864,0
55,405132,0
56,416331,0
57,427511,0
58,438911,0
59,439807,0
60,449381,0
61,450216,0
62,455667,0
63,472695,0
64,502020,0
65,506071,0
66,518453,0
67,531201,0
68,531867,0
69,532572,0
70,544728,0
71,553208,0
72,553332,0
73,563830,0
74,585074,0
75,606791,0
76,627985,0
77,648048,0
78,652440,0
79,673701,0
80,753390,0
81,756162,0
