n_iterate,sim_time,Application,Images,Epochs,Batchsize,Jobs,UniqueJobsID,SubmissionTime,Deadline,Tardinessweight,MinExecTime,MaxExecTime,ExecutionTime,CompletionPercent,StartTime,FinishTime,Nodes,VMType,GpuType,GpuNumber,cost,Tardiness,VMcost,TardinessCost,TotalCost
1,45121,tf_alexnet,130000,399,256,J106,JJ1,0,1.13664e+06,0.0137715,70558.1,574933,45121,19.6946,0,0,n1,In-house server 1,Quadro P600,1,0.11,0,1.3787,0,1.3787
2,89917,pytorch_vgg19,130000,149,8,J65,JJ2,45121,7.25101e+06,0.0108931,43269.4,7.08002e+06,44796,3.80095,45121,0,n1,In-house server 1,Quadro P600,1,0.11,0,1.36877,0,1.36877
2,89917,tf_alexnet,130000,399,256,J106,JJ1,0,1.13664e+06,0.0137715,56662,461702,44796,39.2474,0,0,n1,In-house server 1,Quadro P600,1,0.11,0,1.36877,0,1.36877
3,134854,pytorch_vgg19,130000,8111,32,J82,JJ3,89917,1.41663e+08,0.00437808,43200.5,1.81844e+08,44937,0.0376055,89917,0,n1,In-house server 3,Quadro P600,4,0.44,0,2.74615,0,2.74615
3,134854,tf_alexnet,130000,399,256,J106,JJ1,0,1.13664e+06,0.0137715,42865.9,349287,44937,58.8617,0,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.686537,0,0.686537
3,134854,pytorch_vgg19,130000,149,8,J65,JJ2,45121,7.25101e+06,0.0108931,41624.7,6.81091e+06,44937,7.61386,45121,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.686537,0,0.686537
4,180343,pytorch_vgg19,130000,149,8,J65,JJ2,45121,7.25101e+06,0.0108931,39974.9,6.54095e+06,45489,11.4736,45121,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.694971,0,0.694971
4,180343,pytorch_vgg19,130000,8111,32,J82,JJ3,89917,1.41663e+08,0.00437808,43184.3,1.81776e+08,45489,0.0735665,89917,0,n1,In-house server 3,Quadro P600,2,0.44,0,1.38994,0,1.38994
4,180343,tf_alexnet,130000,399,256,J106,JJ1,0,1.13664e+06,0.0137715,29026.4,236518,45489,78.717,0,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.694971,0,0.694971
4,180343,tf_alexnet,130000,343,256,J90,JJ4,134854,511142,0.00685291,60663.3,494238,45489,23.0936,134854,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.694971,0,0.694971
5,225485,pytorch_vgg19,130000,8111,32,J82,JJ3,89917,1.41663e+08,0.00437808,43168.7,1.8171e+08,45142,0.109253,89917,0,n1,In-house server 3,Quadro P600,2,0.44,0,1.37934,0,1.37934
5,225485,pytorch_vgg19,130000,149,8,J65,JJ2,45121,7.25101e+06,0.0108931,38304.8,6.26768e+06,45142,15.3039,45121,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.689669,0,0.689669
5,225485,tf_alexnet,130000,399,256,J106,JJ1,0,1.13664e+06,0.0137715,15016.9,122363,45142,98.4208,0,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.689669,0,0.689669
5,225485,tf_alexnet,130000,343,256,J90,JJ4,134854,511142,0.00685291,46653.9,380100,45142,46.011,134854,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.689669,0,0.689669
5,225485,pytorch_alexnet,130000,1497,1024,J32,JJ5,180343,686524,0.0133105,77052.1,572518,45142,17.5202,180343,0,n1,In-house server 3,Quadro P600,2,0.44,0,1.37934,0,1.37934
6,226758,tf_alexnet,130000,399,256,J106,JJ1,0,1.13664e+06,0.0137715,1114.27,9079.48,1273.42,100,0,226758,n1,Standard_NV24X,M60,1,4.96,0,0.219312,0,0.219312
6,226758,pytorch_vgg19,130000,149,8,J65,JJ2,45121,7.25101e+06,0.0108931,36647.5,5.9965e+06,1273.42,15.4795,45121,0,n1,Standard_NV24X,M60,1,4.96,0,0.219312,0,0.219312
6,226758,pytorch_vgg19,130000,8111,32,J82,JJ3,89917,1.41663e+08,0.00437808,43153.3,1.81645e+08,1273.42,0.114113,89917,0,n1,Standard_NV24X,M60,1,4.96,0,0.219312,0,0.219312
6,226758,tf_resnet50,130000,50,8,J133,JJ6,225485,554989,0.0136955,91048.9,387815,1273.42,1.15858,225485,0,n1,Standard_NV24X,M60,1,4.96,0,0.219312,0,0.219312
6,226758,pytorch_alexnet,130000,1497,1024,J32,JJ5,180343,686524,0.0133105,63552.4,472211,1273.42,18.1063,180343,0,n1,Standard_NV24X,M60,1,4.96,0,0.219312,0,0.219312
6,226758,tf_alexnet,130000,343,256,J90,JJ4,134854,511142,0.00685291,32751.5,266834,1273.42,47.8478,134854,0,n1,Standard_NV24X,M60,1,4.96,0,0.219312,0,0.219312
7,262914,pytorch_vgg19,130000,149,8,J65,JJ2,45121,7.25101e+06,0.0108931,36571.5,5.98407e+06,36156,20.4646,45121,0,n1,Standard_NV24X,M60,1,4.96,0,6.22687,0,6.22687
7,262914,pytorch_vgg19,130000,8111,32,J82,JJ3,89917,1.41663e+08,0.00437808,43151.2,1.81637e+08,36156,0.327268,89917,0,n1,Standard_NV24X,M60,2,4.96,0,12.4537,0,12.4537
7,262914,tf_resnet50,130000,50,8,J133,JJ6,225485,554989,0.0136955,89994,383322,36156,34.0538,225485,0,n1,Standard_NV24X,M60,1,4.96,0,6.22687,0,6.22687
7,262914,pytorch_alexnet,130000,1497,1024,J32,JJ5,180343,686524,0.0133105,63100.8,468856,36156,34.7476,180343,0,n1,Standard_NV24X,M60,1,4.96,0,6.22687,0,6.22687
7,262914,tf_alexnet,130000,343,256,J90,JJ4,134854,511142,0.00685291,31637.2,257756,36156,100,134854,262914,n1,Standard_NV24X,M60,1,4.96,0,6.22687,0,6.22687
8,270528,pytorch_vgg19,130000,149,8,J65,JJ2,45121,7.25101e+06,0.0108931,34414.5,5.63112e+06,7613.55,21.1106,45121,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.116318,0,0.116318
8,270528,pytorch_alexnet,130000,1497,1024,J32,JJ5,180343,686524,0.0133105,50278.3,373582,7613.55,44.6286,180343,0,n1,In-house server 3,Quadro P600,3,0.44,0,0.348954,0,0.348954
8,270528,pytorch_vgg19,130000,8111,32,J82,JJ3,89917,1.41663e+08,0.00437808,43059.1,1.81249e+08,7613.55,0.333287,89917,0,n1,In-house server 3,Quadro P600,2,0.44,0,0.232636,0,0.232636
8,270528,tf_resnet50,130000,50,8,J133,JJ6,225485,554989,0.0136955,60043.3,255749,7613.55,36.0616,225485,0,n1,In-house server 3,Quadro P600,2,0.44,0,0.232636,0,0.232636
9,315568,pytorch_vgg19,130000,149,8,J65,JJ2,45121,7.25101e+06,0.0108931,34134.9,5.58538e+06,45040,24.9323,45121,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.688111,0,0.688111
9,315568,pytorch_vgg19,130000,8111,32,J82,JJ3,89917,1.41663e+08,0.00437808,43056.5,1.81238e+08,45040,0.364807,89917,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.688111,0,0.688111
9,315568,pytorch_resnet50,130000,3629,32,J55,JJ7,270528,3.37204e+07,0.00711637,43207.5,1.98738e+07,45040,0.4318,270528,0,n1,In-house server 3,Quadro P600,2,0.44,0,1.37622,0,1.37622
9,315568,tf_resnet50,130000,50,8,J133,JJ6,225485,554989,0.0136955,58215.2,247963,45040,47.9395,225485,0,n1,In-house server 3,Quadro P600,2,0.44,0,1.37622,0,1.37622
9,315568,pytorch_alexnet,130000,1497,1024,J32,JJ5,180343,686524,0.0133105,42664.8,317011,45040,62.1092,180343,0,n1,In-house server 3,Quadro P600,2,0.44,0,1.37622,0,1.37622
10,360531,pytorch_alexnet,130000,1497,1024,J32,JJ5,180343,686524,0.0133105,29195.6,216931,44963,69.9628,180343,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.686935,0,0.686935
10,360531,pytorch_vgg19,130000,149,8,J65,JJ2,45121,7.25101e+06,0.0108931,32481.3,5.31481e+06,44963,28.7474,45121,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.686935,0,0.686935
10,360531,pytorch_vgg19,130000,8111,32,J82,JJ3,89917,1.41663e+08,0.00437808,43042.9,1.81181e+08,44963,0.400352,89917,0,n1,In-house server 3,Quadro P600,2,0.44,0,1.37387,0,1.37387
10,360531,pytorch_resnet50,130000,3629,32,J55,JJ7,270528,3.37204e+07,0.00711637,43020.9,1.9788e+07,44963,0.862861,270528,0,n1,In-house server 3,Quadro P600,2,0.44,0,1.37387,0,1.37387
10,360531,tf_resnet50,130000,50,8,J133,JJ6,225485,554989,0.0136955,47400.5,201899,44963,59.5334,225485,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.686935,0,0.686935
10,360531,tf_alexnet,130000,410,512,J115,JJ8,315568,1.16748e+06,0.00946545,65498.7,541335,44963,21.2727,315568,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.686935,0,0.686935
11,405723,pytorch_vgg19,130000,8111,32,J82,JJ3,89917,1.41663e+08,0.00437808,43027.5,1.81116e+08,0,0.400352,89917,0,,,,0,0,0,0,0,0
11,405723,tf_alexnet,130000,410,512,J115,JJ8,315568,1.16748e+06,0.00946545,51565.4,426179,45192,42.6537,315568,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.690433,0,0.690433
11,405723,pytorch_alexnet,130000,1497,1024,J32,JJ5,180343,686524,0.0133105,23144.3,171968,45192,87.5024,180343,0,n1,In-house server 3,Quadro P600,2,0.44,0,1.38087,0,1.38087
11,405723,pytorch_resnet50,130000,3629,32,J55,JJ7,270528,3.37204e+07,0.00711637,42834.7,1.97023e+07,45192,1.09026,270528,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.690433,0,0.690433
11,405723,pytorch_vgg19,130000,149,8,J65,JJ2,45121,7.25101e+06,0.0108931,30830.5,5.04469e+06,45192,32.582,45121,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.690433,0,0.690433
11,405723,tf_resnet50,130000,50,8,J133,JJ6,225485,554989,0.0136955,36844.4,156936,45192,71.1864,225485,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.690433,0,0.690433
11,405723,pytorch_alexnet,130000,2959,256,J26,JJ9,360531,1.22571e+06,0.00393742,43214.4,1.22119e+06,45192,7.31645,360531,0,n1,In-house server 3,Quadro P600,2,0.44,0,1.38087,0,1.38087
12,437924,pytorch_vgg19,130000,8111,32,J82,JJ3,89917,1.41663e+08,0.00437808,43027.5,1.81116e+08,0,0.400352,89917,0,,,,0,0,0,0,0,0
12,437924,pytorch_resnet50,130000,3629,32,J55,JJ7,270528,3.37204e+07,0.00711637,42736.4,1.96571e+07,0,1.09026,270528,0,,,,0,0,0,0,0,0
12,437924,pytorch_alexnet,130000,1497,1024,J32,JJ5,180343,686524,0.0133105,9629.67,71551,32201,100,180343,437924,n1,In-house server 3,Quadro P600,2,0.44,0,0.983919,0,0.983919
12,437924,tf_alexnet,130000,410,512,J115,JJ8,315568,1.16748e+06,0.00946545,37561.1,310436,32201,57.8885,315568,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.491959,0,0.491959
12,437924,tf_resnet50,130000,50,8,J133,JJ6,225485,554989,0.0136955,26234.5,111744,32201,79.6783,225485,0,n1,In-house server 3,Quadro P600,2,0.44,0,0.983919,0,0.983919
12,437924,pytorch_alexnet,130000,2959,256,J26,JJ9,360531,1.22571e+06,0.00393742,40052.6,1.13184e+06,32201,12.5297,360531,0,n1,In-house server 3,Quadro P600,2,0.44,0,0.983919,0,0.983919
12,437924,pytorch_vgg19,130000,150,8,J71,JJ10,405723,8.28293e+06,0.0128599,43297.9,7.13035e+06,0,0,405723,0,,,,0,0,0,0,0,0
12,437924,pytorch_vgg19,130000,149,8,J65,JJ2,45121,7.25101e+06,0.0108931,29171.4,4.77321e+06,32201,35.3142,45121,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.491959,0,0.491959
13,450778,pytorch_alexnet,130000,2959,256,J26,JJ9,360531,1.22571e+06,0.00393742,37799.8,1.06818e+06,0,12.5297,360531,0,,,,0,0,0,0,0,0
13,450778,tf_resnet50,130000,50,8,J133,JJ6,225485,554989,0.0136955,18502.7,78810.5,12854,83.0682,225485,0,n1,In-house server 3,Quadro P600,2,0.44,0,0.392762,0,0.392762
13,450778,pytorch_resnet50,130000,3629,32,J55,JJ7,270528,3.37204e+07,0.00711637,42736.4,1.96571e+07,12854,1.21349,270528,0,n1,In-house server 3,Quadro P600,2,0.44,0,0.392762,0,0.392762
13,450778,pytorch_vgg19,130000,8111,32,J82,JJ3,89917,1.41663e+08,0.00437808,43027.5,1.81116e+08,12854,0.409347,89917,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.196381,0,0.196381
13,450778,tf_alexnet,130000,410,512,J115,JJ8,315568,1.16748e+06,0.00946545,27582.5,227964,12854,63.97,315568,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.196381,0,0.196381
13,450778,pytorch_vgg19,130000,149,8,J65,JJ2,45121,7.25101e+06,0.0108931,27989.1,4.57976e+06,12854,36.4049,45121,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.196381,0,0.196381
13,450778,pytorch_vgg19,130000,150,8,J71,JJ10,405723,8.28293e+06,0.0128599,43297.9,7.13035e+06,12854,1.08335,405723,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.196381,0,0.196381
14,469388,pytorch_vgg19,130000,150,8,J71,JJ10,405723,8.28293e+06,0.0128599,42828.9,7.05311e+06,18610.2,3.63232,405723,0,n1,Standard_NV24X,M60,1,4.96,0,3.2051,0,3.2051
14,469388,pytorch_vgg19,130000,8111,32,J82,JJ3,89917,1.41663e+08,0.00437808,43023.7,1.811e+08,18610.2,0.480366,89917,0,n1,Standard_NV24X,M60,1,4.96,0,3.2051,0,3.2051
14,469388,tf_alexnet,130000,410,512,J115,JJ8,315568,1.16748e+06,0.00946545,23599.2,195043,18610.2,88.8597,315568,0,n1,Standard_NV24X,M60,1,4.96,0,3.2051,0,3.2051
14,469388,tf_alexnet,130000,366,512,J95,JJ11,450778,634269,0.00574637,58474,483260,18610.2,27.8795,450778,0,n1,Standard_NV24X,M60,1,4.96,0,3.2051,0,3.2051
14,469388,pytorch_resnet50,130000,3629,32,J55,JJ7,270528,3.37204e+07,0.00711637,42683.2,1.96326e+07,18610.2,1.53477,270528,0,n1,Standard_NV24X,M60,1,4.96,0,3.2051,0,3.2051
14,469388,tf_resnet50,130000,50,8,J133,JJ6,225485,554989,0.0136955,15416.3,65664.2,18610.2,100,225485,469388,n1,Standard_NV24X,M60,1,4.96,0,3.2051,0,3.2051
14,469388,pytorch_alexnet,130000,2959,256,J26,JJ9,360531,1.22571e+06,0.00393742,37799.8,1.06818e+06,18610.2,16.7905,360531,0,n1,Standard_NV24X,M60,1,4.96,0,3.2051,0,3.2051
14,469388,pytorch_vgg19,130000,149,8,J65,JJ2,45121,7.25101e+06,0.0108931,27517.2,4.50254e+06,18610.2,38.9708,45121,0,n1,Standard_NV24X,M60,1,4.96,0,3.2051,0,3.2051
15,492935,pytorch_vgg19,130000,8111,32,J82,JJ3,89917,1.41663e+08,0.00437808,42993,1.80971e+08,0,0.480366,89917,0,,,,0,0,0,0,0,0
15,492935,tf_alexnet,130000,410,512,J115,JJ8,315568,1.16748e+06,0.00946545,7296.73,60306.2,23546.6,100,315568,492935,n1,In-house server 3,Quadro P600,1,0.44,0,0.35974,0,0.35974
15,492935,tf_alexnet,130000,366,512,J95,JJ11,450778,634269,0.00574637,42171.8,348530,23546.6,40.3571,450778,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.35974,0,0.35974
15,492935,pytorch_resnet50,130000,3629,32,J55,JJ7,270528,3.37204e+07,0.00711637,42544.3,1.95688e+07,23546.6,1.76051,270528,0,n1,In-house server 3,Quadro P600,2,0.44,0,0.71948,0,0.71948
15,492935,pytorch_alexnet,130000,2959,256,J26,JJ9,360531,1.22571e+06,0.00393742,35958.5,1.01615e+06,23546.6,20.6026,360531,0,n1,In-house server 3,Quadro P600,2,0.44,0,0.71948,0,0.71948
15,492935,pytorch_vgg19,130000,150,8,J71,JJ10,405723,8.28293e+06,0.0128599,41725.2,6.87136e+06,23546.6,5.61684,405723,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.35974,0,0.35974
