slot_number,sim_time,tardiness
1,45121,0
2,89917,0
3,134854,0
4,180343,0
5,225485,0
6,226758,0
7,262914,0
8,270528,0
9,315568,0
10,360531,0
11,405723,0
12,437924,0
13,450778,0
14,469388,0
15,492935,0
16,495390,0
17,540575,0
18,569270,0
19,585493,0
20,592944,0
21,630554,0
22,656607,0
23,675110,0
24,711805,0
25,719979,0
26,733584,0
27,765168,1751.77
28,810193,0
29,847263,0
30,855058,0
31,867498,0
32,899836,0
33,944714,0
34,989730,0
35,1.00709e+06,0
36,1.03033e+06,0
37,1.03521e+06,0
38,1.05925e+06,0
39,1.06042e+06,0
40,1.08005e+06,0
41,1.12511e+06,0
42,1.16975e+06,0
43,1.20539e+06,0
44,1.21456e+06,0
45,1.21701e+06,0
46,1.25988e+06,0
47,1.30501e+06,0
48,1.33228e+06,0
49,1.35032e+06,0
50,1.35656e+06,0
51,1.3616e+06,23464.8
52,1.39502e+06,0
53,1.42597e+06,0
54,1.43983e+06,0
55,1.48451e+06,0
56,1.50416e+06,0
57,1.52282e+06,0
58,1.52931e+06,0
59,1.57427e+06,0
60,1.57624e+06,0
61,1.60367e+06,0
62,1.61954e+06,0
63,1.66519e+06,0
64,1.67866e+06,0
65,1.6933e+06,0
66,1.71026e+06,0
67,1.72956e+06,0
68,1.75536e+06,0
69,1.76741e+06,0
70,1.80042e+06,0
71,1.84542e+06,0
72,1.85393e+06,0
73,1.89016e+06,0
74,1.89569e+06,0
75,1.93531e+06,0
76,1.98029e+06,0
77,2.01102e+06,0
78,2.02521e+06,0
79,2.04917e+06,0
80,2.07018e+06,0
81,2.07372e+06,0
82,2.09091e+06,0
83,2.11577e+06,0
84,2.16099e+06,0
85,2.20613e+06,0
86,2.23067e+06,0
87,2.25125e+06,0
88,2.29637e+06,0
89,2.3178e+06,0
90,2.32357e+06,0
91,2.32857e+06,0
92,2.34106e+06,0
93,2.36592e+06,0
94,2.37759e+06,0
95,2.38599e+06,0
96,2.40901e+06,0
97,2.43129e+06,0
98,2.45897e+06,0
99,2.47631e+06,0
100,2.49019e+06,0
101,2.52126e+06,0
102,2.52393e+06,0
103,2.56631e+06,0
104,2.56842e+06,0
105,2.57722e+06,0
106,2.61138e+06,0
107,2.61434e+06,0
108,2.65647e+06,0
109,2.70139e+06,0
110,2.70198e+06,0
111,2.74607e+06,0
112,2.79104e+06,0
113,2.83574e+06,5331.68
114,2.85983e+06,0
115,2.88105e+06,1376.66
116,2.89536e+06,1376.66
117,2.92603e+06,0
118,2.97118e+06,0
119,3.01646e+06,0
120,3.04272e+06,0
121,3.06144e+06,0
122,3.08249e+06,0
123,3.10638e+06,0
124,3.11361e+06,0
125,3.15181e+06,0
126,3.19043e+06,0
127,3.19695e+06,0
128,3.24194e+06,0
129,3.26771e+06,0
130,3.27275e+06,0
131,3.28679e+06,0
132,3.29078e+06,0
133,3.33167e+06,0
134,3.37679e+06,0
135,3.42192e+06,0
136,3.42684e+06,0
137,3.46715e+06,0
138,3.46722e+06,0
139,3.48277e+06,0
140,3.51219e+06,0
141,3.5554e+06,0
142,3.55724e+06,0
143,3.60235e+06,0
144,3.62743e+06,0
145,3.64716e+06,0
146,3.6919e+06,0
147,3.73712e+06,0
148,3.77365e+06,0
149,3.78189e+06,0
150,3.78301e+06,0
151,3.82667e+06,0
152,3.84516e+06,0
153,3.86672e+06,0
154,3.87114e+06,0
155,3.89705e+06,0
156,3.91614e+06,0
157,3.96116e+06,0
158,4.00589e+06,0
159,4.02556e+06,0
160,4.0473e+06,0
161,4.05111e+06,0
162,4.05232e+06,0
163,4.07405e+06,0
164,4.0964e+06,0
165,4.11512e+06,0
166,4.14163e+06,0
167,4.14901e+06,0
168,4.18685e+06,0
169,4.20562e+06,0
170,4.22013e+06,0
171,4.23164e+06,0
172,4.27656e+06,0
173,4.32152e+06,0
174,4.36666e+06,0
175,4.37283e+06,0
176,4.41195e+06,0
177,4.42684e+06,0
178,4.45684e+06,0
179,4.4608e+06,0
180,4.48944e+06,0
181,4.50183e+06,0
182,4.54521e+06,0
183,4.57829e+06,0
184,4.59771e+06,0
185,4.67406e+06,0
186,4.71371e+06,0
187,4.77172e+06,0
188,4.82455e+06,0
189,4.93783e+06,0
190,4.9679e+06,0
191,5.94822e+06,0
192,6.08145e+06,0
193,7.07698e+06,0
194,7.95152e+06,0
195,8.95138e+06,0
196,9.61061e+06,0
197,1.0331e+07,0
198,1.21426e+07,0
199,1.28304e+07,0
200,1.36535e+07,0
201,1.36945e+07,0
