slot_number,sim_time,VM_type,NodeID,cost/node
1,11523,"In-house server 1,","n1,",0.352092
2,22688,"In-house server 3,","n1,",1.02346
3,33912,"In-house server 3,","n1,",1.2194
4,45277,"Standard_NC6,In-house server 3,","n2,n1,",3.00261
5,54737.1,"Standard_NC6,In-house server 3,","n1,n2,n3,",3.33932
6,56583,"Standard_NC6,In-house server 3,","n1,n2,n3,",0.587141
7,67829,"Standard_NV6,In-house server 3,","n2,n3,n1,",4.15717
8,71851.9,"Standard_NV6,In-house server 3,","n1,n2,n3,",1.43035
9,79162,"Standard_NC6,In-house server 3,","n1,n2,n3,",2.33674
10,90349,"Standard_NC6,In-house server 3,","n1,n4,n2,n3,",4.59634
11,96733.3,"In-house server 2,In-house server 3,Standard_NC6,","n2,n3,n4,n1,",3.94548
12,101648,"In-house server 2,Standard_NC6,In-house server 3,","n1,n4,n2,n3,",3.20818
13,112968,"In-house server 2,In-house server 3,Standard_NV6,","n4,n1,n3,n2,",7.80871
14,124349,"In-house server 2,In-house server 3,Standard_NC6,","n1,n4,n3,n2,",7.28174
15,133049,"In-house server 2,In-house server 3,Standard_NV6,","n1,n4,n3,n2,",5.71138
16,135597,"In-house server 2,Standard_NC6,In-house server 3,","n1,n3,n2,n4,",1.34888
17,144862,"In-house server 2,In-house server 3,Standard_NV6,","n1,n4,n3,n2,",5.79802
18,146710,"In-house server 3,Standard_NV12,","n1,n3,n2,",0.975304
19,157916,"In-house server 3,Standard_NV12,","n3,n2,n1,",5.96695
20,166190,"In-house server 2,Standard_NV24,In-house server 3,","n4,n1,n3,n2,",10.9904
21,169368,"Standard_NV6,In-house server 3,In-house server 2,","n4,n1,n2,n3,",2.32218
22,174243,"Standard_NV12,In-house server 3,In-house server 2,","n3,n2,n4,n1,",3.98424
23,180579,"In-house server 2,In-house server 3,","n3,n2,n1,n4,",4.34194
24,188575,"In-house server 2,In-house server 3,Standard_NV12,","n1,n4,n2,n3,",6.63233
25,191865,"Standard_NV6,In-house server 3,In-house server 2,","n4,n1,n3,n2,",2.84637
26,192334,"In-house server 2,In-house server 3,","n4,n1,n3,n2,",0.474337
27,203219,"In-house server 2,In-house server 3,Standard_NV6,","n1,n4,n3,n2,",7.32323
28,206501,"In-house server 2,Standard_NV24,In-house server 3,","n1,n3,n2,n4,",4.13631
29,214550,"In-house server 1,In-house server 2,Standard_NV12,In-house server 3,","n4,n2,n3,n1,",6.10716
30,215021,"Standard_NV12,In-house server 3,In-house server 2,","n4,n1,n3,n2,",0.44834
31,225878,"In-house server 3,In-house server 2,","n1,n4,n2,n3,",10.9974
32,231827,"In-house server 2,Standard_NV24,In-house server 3,","n1,n4,n2,n3,",6.77791
33,248134,"In-house server 2,In-house server 3,Standard_NV24,","n1,n2,n3,n4,",18.7405
34,259727,"Standard_NV6,In-house server 3,In-house server 2,","n1,n3,n2,",6.39143
35,283222,"Standard_NV6,In-house server 3,","n2,n1,",5.57779
36,296993,"Standard_NV6,In-house server 3,","n2,n1,",3.26931
37,351994,"In-house server 3,","n1,",3.92137
38,427429,"In-house server 3,","n1,",3.95142
39,441165,"In-house server 3,","n1,",0.979295
40,444930,"Standard_NV6,In-house server 1,","n1,n2,",0.725198
41,768080,"In-house server 1,","n1,",6.58268
