slot_number,sim_time,tardiness
1,1212,0
2,2471,0
3,3735,0
4,4953,0
5,6187,0
6,7381,0
7,8602,0
8,9780,0
9,11018,0
10,12290,0
11,13439,0
12,14717,0
13,15944,0
14,17122,0
15,18246,0
16,19522,0
17,20710,0
18,21920,0
19,23176,0
20,24440,0
21,25594,0
22,26796,0
23,28035,0
24,29252,0
25,30450,0
26,31659,0
27,32900,0
28,34067,0
29,35286,0
30,36528,0
31,37753,0
32,38911,0
33,40068,0
34,41278,0
35,42561,0
36,43810,0
37,44999,0
38,46156,0
39,47365,0
40,48597,0
41,49835,0
42,51060,0
43,52257,0
44,53480,0
45,54741,0
46,55966,0
47,57169,0
48,57921.4,0
49,58403,0
50,59607,0
51,60818,0
52,62077,0
53,63305,0
54,64508,0
55,65719,0
56,66927,0
57,67078,0
58,68156,0
59,69382,0
60,70596,0
61,71791,0
62,72993,0
63,74223,0
64,75456,0
65,76658,0
66,77886,0
67,77949.9,0
68,79110,0
69,80304,0
70,81475,0
71,82707,0
72,83945,0
73,85115,0
74,85213.4,0
75,86341,0
76,87635,0
77,88705,0
78,88830,0
79,90084,0
80,91344,0
81,92580,0
82,93750.9,0
83,93794,0
84,94998,0
85,96167,0
86,97420,0
87,98631,0
88,99883,0
89,101043,0
90,101063,0
91,102282,0
92,103490,0
93,104697,0
94,105946,0
95,107212,0
96,108359,0
97,109646,0
98,110596,0
99,110848,0
100,112086,0
101,113327,0
102,113573,0
103,114503,0
104,115725,0
105,116979,0
106,116980,0
107,118150,0
108,119348,0
109,120578,0
110,121839,0
111,123005,0
112,123246,0
113,124245,0
114,125446,0
115,126648,0
116,127914,0
117,128778,0
118,129102,0
119,130284,0
120,131387,0
121,131468,0
122,132651,0
123,132734,0
124,133921,0
125,135040,0
126,136278,0
127,136623,0
128,137533,0
129,137632,0
130,138708,0
131,139836,0
132,139962,0
133,140149,0
134,141029,0
135,141156,0
136,142382,0
137,143011,0
138,143381,0
139,143616,0
140,143952,0
141,144856,0
142,145121,0
143,145741,0
144,146061,0
145,146307,0
146,147308,0
147,148509,0
148,149703,0
149,150108,0
150,150921,0
151,150936,0
152,151665,0
153,152080,0
154,153303,0
155,153524,0
156,154329,0
157,154464,0
158,155640,0
159,156830,0
160,157423,0
161,158094,0
162,159284,0
163,159757,0
164,160470,0
165,161721,0
166,162474,0
167,162944,0
168,164193,0
169,164495,0
170,165500,0
171,166744,0
172,167077,0
173,167931,0
174,169081,0
175,170256,0
176,170523,0
177,171523,0
178,172716,0
179,173924,0
180,175189,0
181,176422,0
182,177017,0
183,177656,0
184,178885,0
185,180102,0
186,181405,0
187,182633,0
188,183236,0
189,183861,0
190,184975,0
191,185037,0
192,186343,0
193,186703,0
194,187506,0
195,188728,0
196,189934,0
197,191161,0
198,191225,0
199,191822,0
200,192420,0
201,192778,0
202,193361,0
203,193582,0
204,194871,0
205,195350,0
206,196044,0
207,197227,0
208,197974,0
209,198477,0
210,199711,0
211,200946,0
212,202173,0
213,202361,0
214,203352,0
215,204619,0
216,205272,0
217,205823,0
218,207074,0
219,208318,0
220,209114,0
221,209543,0
222,210774,0
223,210778,0
224,211984,0
225,212480,0
226,213201,0
227,213230,0
228,213954,0
229,214400,0
230,215082,0
231,215580,0
232,216128,0
233,216792,0
234,217469,0
235,218025,0
236,218397,0
237,219272,0
238,219685,0
239,220544,0
240,221734,0
241,222990,0
242,223077,0
243,224290,0
244,224709,0
245,225452,0
246,225538,0
247,225961,0
248,226708,0
249,227896,0
250,228148,0
251,229173,0
252,230095,0
253,230178,0
254,230395,0
255,230663,0
256,231665,0
257,231921,0
258,232122,0
259,232869,0
260,233965,0
261,234077,0
262,234171,0
263,235313,0
264,236520,0
265,236728,0
266,236827,0
267,237704,0
268,238111,0
269,238892,0
270,239545,0
271,239987,0
272,240065,0
273,241397,0
274,241948,0
275,242657,0
276,243868,0
277,245022,0
278,245423,0
279,246227,0
280,246413,0
281,247455,0
282,247510,0
283,248257,0
284,248383,0
285,248419,0
286,248603,0
287,249794,0
288,249898,0
289,251054,0
290,251981,0
291,252243,0
292,253383,0
293,254159,0
294,254203,0
