slot_number,sim_time,VM_type,NodeID,cost/node
1,22511,"In-house server 1,","n1,",0.687836
2,44908,"Standard_NV6,In-house server 1,","n1,n2,",4.54161
3,67269,"Standard_NC6,Standard_NV6,","n2,n1,",7.32944
4,89942,"Standard_NC6,In-house server 1,","n2,n1,",4.2197
5,112493,"In-house server 1,","n1,n2,",1.37812
6,134881,"In-house server 1,","n1,n2,",1.36816
7,143712,"Standard_NC6,In-house server 1,","n2,n1,",1.64356
8,157421,"Standard_NV6,In-house server 1,","n2,n1,",2.77987
9,179897,"In-house server 1,Standard_NC6,","n2,n1,",4.18304
10,186164,"In-house server 1,","n2,n1,",0.38296
11,202556,"In-house server 1,","n2,n1,",1.00176
12,224816,"In-house server 1,Standard_NC6,","n2,n1,",4.14284
13,272507,"Standard_NV6,In-house server 1,","n1,n2,",9.67068
14,297801,"Standard_NV6,In-house server 3,","n1,n2,",7.44778
15,335395,"In-house server 1,In-house server 2,","n1,n2,",12.9488
16,348645,"In-house server 3,In-house server 1,","n1,n2,",2.02429
17,521727,"In-house server 1,","n1,n2,",10.5773
18,593202,"In-house server 1,","n2,n1,",4.36789
19,608104,"In-house server 1,","n2,n1,",0.910708
20,679752,"In-house server 1,","n1,",2.18924
21,709866,"Standard_NV6,","n1,",5.18631
