slot_number,sim_time,VM_type,NodeID,cost/node
1,14875,"In-house server 1,","n1,",0.454514
2,29859,"In-house server 1,","n1,",0.457844
3,44734,"In-house server 1,In-house server 2,","n2,n3,n1,",9.79271
4,59818,"In-house server 1,In-house server 2,","n1,n3,n2,",9.9303
5,72578.2,"In-house server 1,In-house server 2,","n2,n3,n1,",4.78509
6,74946,"In-house server 1,In-house server 2,","n2,n3,n1,",0.887908
7,90228,"In-house server 3,In-house server 1,Standard_NC6,","n3,n2,n1,",4.71195
8,105275,"Standard_NV6,In-house server 1,","n3,n2,n1,",3.51097
9,120259,"In-house server 1,","n1,n2,n3,",1.37353
10,135375,"In-house server 1,In-house server 3,","n1,n2,n3,",2.77127
11,241711,"In-house server 1,","n1,n2,n3,",9.74744
12,243060,"In-house server 3,In-house server 1,","n3,n2,n1,",0.247451
13,269809,"In-house server 3,In-house server 1,","n3,n2,n1,",4.90392
14,313019,"In-house server 1,In-house server 3,","n2,n3,n1,",7.92178
15,316690,"Standard_NC6,In-house server 1,In-house server 2,","n1,n2,n3,",1.83568
16,347948,"Standard_NV6,In-house server 1,In-house server 2,","n1,n2,n3,",16.1501
17,355534,"In-house server 1,In-house server 2,","n1,n2,",2.61292
18,365539,"In-house server 2,","n1,n2,",6.28082
19,396845,"In-house server 2,","n1,",9.82644
