slot_number,sim_time,VM_type,NodeID,cost/node
1,8996,"In-house server 1,","n1,",0.274878
2,17937,"In-house server 1,","n1,",0.546394
3,26875,"In-house server 2,In-house server 1,","n2,n1,",2.0425
4,35758,"In-house server 3,In-house server 2,","n1,n2,",2.24472
5,44726,"In-house server 3,In-house server 2,","n1,n2,",2.32338
6,53853,"In-house server 2,In-house server 3,Standard_NC6,","n1,n3,n2,",3.72856
7,61137.5,"In-house server 2,In-house server 3,Standard_NC6,","n1,n4,n3,n2,",3.89663
8,62851,"Standard_NV6,In-house server 3,","n1,n3,n2,",0.553396
9,71982,"Standard_NC6,In-house server 3,","n1,n2,n3,",2.75959
10,81068,"In-house server 1,In-house server 3,","n3,n2,n1,",1.64329
11,90228,"In-house server 2,In-house server 3,","n1,n3,n2,n4,",4.40287
12,99188,"In-house server 1,Standard_NC6,In-house server 3,Standard_NV6,","n5,n1,n3,n2,n4,",5.16911
13,107886,"In-house server 3,","n2,n3,n1,",2.22067
14,116955,"In-house server 1,In-house server 2,In-house server 3,Standard_NV6,","n4,n2,n3,n5,n1,",6.55928
15,125600,"In-house server 2,In-house server 3,Standard_NV6,","n4,n2,n3,n1,n5,",6.17449
16,126026,"In-house server 1,In-house server 3,Standard_NV6,","n4,n1,n5,n3,n2,",0.2031
17,131307,"In-house server 2,In-house server 3,Standard_NV24,","n4,n2,n3,n1,n5,",6.48465
18,135251,"Standard_NC6,In-house server 2,In-house server 3,Standard_NV6,","n5,n1,n4,n2,n3,",2.63743
19,144187,"Standard_NV6,In-house server 1,In-house server 2,In-house server 3,","n3,n2,n4,n1,n5,",5.85929
20,153202,"In-house server 1,Standard_NC6,Standard_NV12,In-house server 3,In-house server 2,","n2,n3,n4,n1,n5,",6.98077
21,162336,"Standard_NC12,Standard_NV6,In-house server 2,In-house server 3,In-house server 1,","n4,n1,n5,n2,n3,",7.57723
22,171269,"Standard_NV6,In-house server 3,Standard_NC6,In-house server 1,","n4,n1,n5,n2,n3,",4.41578
23,180308,"Standard_NV6,In-house server 1,In-house server 3,In-house server 2,","n2,n3,n4,n1,n5,",4.69975
24,189327,"Standard_NV6,In-house server 1,In-house server 3,In-house server 2,","n2,n3,n4,n1,n5,",5.94424
25,198320,"In-house server 1,In-house server 3,In-house server 2,","n4,n2,n3,n1,n5,",5.90897
26,207406,"Standard_NV6,In-house server 1,In-house server 3,","n3,n2,n4,n1,n5,",4.03101
27,216370,"In-house server 2,In-house server 3,In-house server 1,","n3,n2,n1,n5,n4,",3.7369
28,225453,"In-house server 2,In-house server 3,","n3,n2,n1,n5,n4,",3.97345
29,227041,"In-house server 3,","n3,n2,n1,n5,n4,",0.607518
30,233723,"In-house server 1,In-house server 3,","n2,n3,n1,n5,n4,",2.17355
31,234507,"Standard_NV6,In-house server 3,In-house server 1,","n4,n1,n5,n3,n2,",0.336031
32,243356,"Standard_NC12,In-house server 3,In-house server 1,","n3,n2,n1,n5,n4,",4.46131
33,252292,"In-house server 1,Standard_NV24X,In-house server 3,","n4,n3,n2,n1,n5,",9.18114
34,257499,"Standard_NV6,In-house server 3,Standard_NV24X,In-house server 1,","n1,n5,n4,n2,n3,",4.80132
35,261312,"In-house server 3,Standard_NV24X,In-house server 1,","n2,n3,n4,n5,n1,",3.87328
36,267804,"Standard_NC6,In-house server 3,","n3,n2,n1,n5,n4,",2.82362
37,270257,"In-house server 1,In-house server 3,Standard_NV24,","n1,n5,n4,n2,n3,",2.11179
38,278119,"In-house server 1,In-house server 3,Standard_NC24X,","n2,n3,n5,n1,n4,",7.57807
39,279156,"In-house server 3,Standard_NC24X,In-house server 1,","n5,n1,n2,n3,n4,",0.955377
40,288056,"In-house server 3,In-house server 1,Standard_NC24X,","n1,n5,n4,n2,n3,",8.41194
41,292645,"In-house server 1,Standard_NC24X,In-house server 3,","n2,n3,n4,n5,n1,",4.38166
42,296983,"Standard_NV24,In-house server 3,In-house server 1,","n4,n2,n3,n5,n1,",3.56836
43,303565,"In-house server 1,Standard_NC24X,In-house server 3,","n4,n1,n5,n3,n2,",6.05258
44,306032,"In-house server 3,Standard_NV24,","n4,n2,n3,n5,n1,",2.18141
45,308331,"In-house server 3,Standard_NV24X,","n1,n5,n4,n3,n2,",2.41016
46,315022,"In-house server 3,Standard_NV24,","n4,n5,n1,n2,n3,",5.91636
47,321175,"In-house server 3,Standard_NC24X,","n4,n5,n1,n3,n2,",5.93041
48,324180,"In-house server 3,Standard_NV24,","n4,n2,n3,n5,n1,",2.68019
49,326489,"In-house server 3,Standard_NV24X,","n5,n1,n4,n3,n2,",2.40186
50,331275,"Standard_NV24,In-house server 3,In-house server 1,","n4,n3,n2,n5,n1,",4.01787
51,333073,"In-house server 1,Standard_NV12,In-house server 3,","n4,n2,n3,n1,n5,",0.993277
52,334525,"In-house server 2,In-house server 3,","n4,n3,n2,n5,n1,",0.863804
53,342050,"In-house server 2,In-house server 3,","n4,n1,n5,n2,n3,",4.71577
54,344329,"Standard_NV24X,In-house server 3,","n4,n3,n2,n5,n1,",2.44101
55,348904,"In-house server 3,Standard_NV24X,","n2,n3,n4,n1,n5,",4.7377
56,350931,"In-house server 3,Standard_NV12,","n4,n2,n3,n1,n5,",1.09469
57,358639,"In-house server 3,Standard_NV24X,","n2,n3,n4,n1,n5,",8.32201
58,360027,"In-house server 3,In-house server 2,","n4,n2,n3,n1,n5,",0.867014
59,368839,"In-house server 2,In-house server 3,","n2,n3,n1,n5,n4,",5.3956
60,377842,"Standard_NV24X,In-house server 2,In-house server 3,","n5,n1,n4,n3,n2,",11.5477
61,386443,"Standard_NV24X,In-house server 3,","n4,n3,n2,n5,n1,",8.84638
62,386926,"In-house server 3,Standard_NV24X,In-house server 1,","n4,n3,n2,n5,n1,",0.495099
63,393021,"Standard_NV24X,In-house server 3,","n4,n3,n2,n5,n1,",6.21436
64,395941,"Standard_NV24,In-house server 3,","n5,n1,n3,n2,n4,",2.6198
65,404948,"Standard_NV24X,In-house server 3,","n5,n1,n4,n2,n3,",9.47785
66,413748,"Standard_NV24X,In-house server 3,","n2,n3,n4,n5,n1,",9.39287
67,422396,"In-house server 3,Standard_NV24X,","n5,n1,n2,n3,n4,",9.14657
68,422736,"In-house server 3,","n4,n2,n3,n1,n5,",0.125193
69,428916,"In-house server 3,Standard_NV24X,","n5,n1,n4,n2,n3,",6.44018
70,431673,"Standard_NV24X,In-house server 3,","n5,n1,n4,n2,n3,",2.94284
71,438083,"In-house server 3,","n4,n5,n1,n3,n2,",2.63639
72,440648,"In-house server 3,","n4,n2,n3,n5,n1,",1.01153
73,449799,"In-house server 3,","n4,n2,n3,n5,n1,",3.71463
74,450066,"Standard_NV24X,In-house server 3,","n4,n5,n1,n2,n3,",0.283185
75,460181,"In-house server 3,","n4,n5,n1,n3,n2,",4.07026
76,461855,"Standard_NV24X,In-house server 3,","n4,n2,n3,n5,n1,",2.88627
77,492160,"Standard_NV24X,In-house server 3,","n4,n5,n1,n3,n2,",32.899
78,495967,"Standard_NV24X,In-house server 3,","n4,n5,n1,n2,n3,",5.29728
79,501578,"In-house server 3,Standard_NV24X,","n1,n5,n4,n2,n3,",6.09103
80,513537,"In-house server 3,Standard_NV24X,","n1,n5,n2,n3,n4,",13.1738
81,517632,"In-house server 3,Standard_NV24X,","n5,n1,n2,n3,n4,",4.34858
82,542721,"In-house server 3,","n1,n5,n2,n3,n4,",10.932
83,542836,"In-house server 1,In-house server 3,In-house server 2,","n5,n1,n2,n3,n4,",0.0596537
84,549666,"In-house server 2,In-house server 3,","n3,n2,n4,n1,n5,",4.32235
85,552023,"In-house server 1,In-house server 2,In-house server 3,","n4,n3,n2,n1,n5,",1.44242
86,561692,"In-house server 2,In-house server 3,","n4,n2,n3,n5,n1,",8.51235
