slot_number,sim_time,tardiness
1,6259,0
2,12670,0
3,19112,0
4,25427,0
5,31875,0
6,38344,0
7,44844,0
8,51307,0
9,57739,0
10,64149,0
11,70530,0
12,77020,0
13,83433,0
14,89919,0
15,96469,0
16,102994,0
17,109435,0
18,115802,0
19,120224,0
20,122189,0
21,128756,0
22,135183,0
23,137027,0
24,141505,0
25,145734,0
26,147833,0
27,150603,0
28,154262,0
29,160702,0
30,165672,0
31,167102,0
32,173528,0
33,176035,0
34,180142,0
35,186816,0
36,193187,0
37,193366,0
38,196025,0
39,199493,0
40,205855,0
41,209671,0
42,211148,0
43,212261,0
44,215697,0
45,218542,0
46,219184,0
47,224973,0
48,224978,0
49,228015,0
50,231485,0
51,237868,0
52,241356,0
53,244119,0
54,250586,0
55,254037,0
56,257073,0
57,263371,0
58,269876,0
59,275519,0
60,276159,0
61,282584,0
62,288948,0
63,295343,0
64,298556,0
65,301753,0
66,304487,0
67,308218,0
68,312499,0
69,314658,0
70,321034,0
71,322612,0
72,327540,0
73,331315,0
74,333972,0
75,338413,0
76,340494,0
77,346915,0
78,353330,0
79,356896,0
80,359717,0
81,362783,0
82,366182,0
83,372658,0
84,376155,0
85,379187,0
86,385572,0
87,392001,0
88,392332,0
89,396783,0
90,398489,0
91,400988,0
92,404945,0
93,407902,0
94,411440,0
95,417891,0
96,424342,0
97,425084,0
98,425787,0
99,426238,0
100,430020,0
101,430816,0
102,430848,0
103,437305,0
104,443612,0
105,445636,0
106,449884,0
107,450033,0
108,463589,0
109,482846,0
110,495089,0
111,509272,0
112,510505,0
113,514531,0
114,520094,0
115,520999,0
116,524983,0
117,527704,0
118,546890,0
119,566038,0
120,566914,0
121,569580,0
122,572967,0
123,576846,0
124,580727,0
125,606692,0
126,616772,0
127,622774,0
128,636820,0
129,661749,0
130,663594,0
131,672790,0
132,687441,0
133,703982,0
134,706306,0
135,722038,0
136,732908,0
137,771667,0
138,790536,0
139,822721,0
140,827339,0
141,844715,0
