slot_number,sim_time,VM_type,NodeID,cost/node
1,22482,"In-house server 3,","n1,",2.7478
2,45073,"In-house server 3,","n1,",1.65667
3,50899.4,"In-house server 3,","n1,",0.453166
4,67442,"In-house server 1,","n1,",1.01094
5,89856,"In-house server 3,","n1,",1.56542
6,112493,"In-house server 3,","n1,",1.18575
7,135112,"In-house server 3,","n1,",1.47442
8,151221,"In-house server 3,Standard_NV12,","n1,n2,",6.39253
9,157707,"Standard_NV6,In-house server 3,","n1,n2,",1.55741
10,180214,"In-house server 3,","n2,n1,",4.21798
11,196630,"In-house server 3,","n1,n2,",2.57481
12,197758,"In-house server 3,Standard_NV12,","n1,n2,",0.489043
13,202592,"In-house server 3,","n1,n2,",1.05033
14,225266,"In-house server 2,In-house server 3,","n2,n1,",5.27381
15,263258,"In-house server 3,","n2,n1,",4.9531
16,272601,"Standard_NV6,In-house server 3,","n1,n2,",2.22389
17,293110,"In-house server 3,In-house server 2,","n1,n2,",4.82581
18,320718,"In-house server 3,Standard_NV6,","n1,n2,",6.44204
19,347432,"In-house server 3,","n1,",1.78089
20,368334,"Standard_NV6,In-house server 1,","n1,n2,",4.23855
21,494154,"In-house server 2,","n1,",22.5677
