slot_number,sim_time,tardiness
1,11209,0
2,22483,0
3,33815,0
4,45236,0
5,56561,0
6,65683.5,0
7,67831,0
8,79110,0
9,90365,0
10,101552,0
11,111038,0
12,112938,0
13,124167,0
14,133579,0
15,135391,0
16,146782,0
17,157993,0
18,165596,0
19,169128,0
20,180342,0
21,191540,0
22,198756,0
23,202890,0
24,205284,0
25,213971,0
26,225354,0
27,232729,0
28,236509,0
29,247864,0
30,250496,0
31,258995,0
32,266361,0
33,270196,0
34,281478,0
35,282678,0
36,283737,0
37,292628,0
38,304029,0
39,307757,0
40,308220,0
41,315363,0
42,326580,0
43,337526,0
44,348599,0
45,359811,0
46,360879,0
47,371149,0
48,374121,0
49,381275,0
50,382370,0
51,382379,0
52,386697,0
53,390176,0
54,393533,0
55,404949,0
56,405981,0
57,416174,0
58,427786,0
59,439238,0
60,444666,0
61,450552,0
62,461724,0
63,472962,0
64,484167,0
65,486362,0
66,495450,0
67,506646,0
68,507246,0
69,517675,0
70,527225,0
71,528810,0
72,529218,0
73,530215,0
74,539973,0
75,541307,0
76,542148,0
77,551213,0
78,562397,0
79,573653,0
80,584923,0
81,585458,0
82,594158,0
83,596045,0
84,601262,0
85,607257,0
86,617626,0
87,618494,0
88,621942,0
89,628013,0
90,629839,0
91,641276,0
92,643201,0
93,652504,0
94,652699,0
95,661787,0
96,662474,0
97,663656,0
98,667814,0
99,674507,0
100,674761,0
101,685979,0
102,686537,0
103,689318,0
104,691291,0
105,697298,0
106,708559,0
107,719273,0
108,719767,0
109,730881,0
110,735745,0
111,742208,0
112,746846,0
113,753502,0
114,760349,0
115,764534,0
116,764870,0
117,775905,0
118,779667,0
119,787186,0
120,795152,0
121,798556,0
122,799430,0
123,801145,0
124,810002,0
125,821148,0
126,823659,0
127,828294,0
128,832137,0
129,843399,0
130,854551,0
131,858045,0
132,865703,0
133,867952,0
134,876886,0
135,877625,0
136,884245,0
137,888057,0
138,899276,0
139,910645,0
140,916370,0
141,921838,0
142,925676,0
143,933146,0
144,937018,0
145,944350,0
146,950523,0
147,955529,0
148,966723,0
149,977943,0
150,985203,0
151,989310,0
152,1.00029e+06,0
153,1.01158e+06,0
154,1.02288e+06,0
155,1.03084e+06,0
156,1.03406e+06,0
157,1.03468e+06,0
158,1.03691e+06,0
159,1.04539e+06,0
160,1.05664e+06,0
161,1.06033e+06,0
162,1.06295e+06,0
163,1.06789e+06,0
164,1.0763e+06,0
165,1.0791e+06,0
166,1.0904e+06,0
167,1.10184e+06,0
168,1.10361e+06,0
169,1.11308e+06,0
170,1.11917e+06,0
171,1.12422e+06,0
172,1.12443e+06,0
173,1.12543e+06,0
174,1.12605e+06,0
175,1.12959e+06,0
176,1.1356e+06,0
177,1.14606e+06,0
178,1.14687e+06,0
179,1.15815e+06,0
180,1.15886e+06,0
181,1.16829e+06,0
182,1.16894e+06,0
183,1.16944e+06,0
184,1.18011e+06,0
185,1.18081e+06,0
186,1.18892e+06,0
187,1.1919e+06,0
188,1.19582e+06,0
189,1.20304e+06,0
190,1.21422e+06,0
191,1.22539e+06,0
192,1.23594e+06,0
193,1.2367e+06,0
194,1.23756e+06,0
195,1.23963e+06,0
196,1.24123e+06,0
197,1.24788e+06,0
198,1.25893e+06,0
199,1.27012e+06,0
200,1.28136e+06,0
201,1.28812e+06,0
202,1.29252e+06,0
203,1.30376e+06,0
204,1.31508e+06,0
205,1.31889e+06,0
206,1.32158e+06,0
207,1.32648e+06,0
208,1.33735e+06,0
209,1.33778e+06,0
210,1.34922e+06,0
211,1.36047e+06,0
212,1.36068e+06,0
213,1.37046e+06,0
214,1.37068e+06,0
215,1.37176e+06,0
216,1.38318e+06,0
217,1.38411e+06,0
218,1.39222e+06,0
219,1.39443e+06,0
220,1.40566e+06,0
221,1.41073e+06,0
222,1.41688e+06,0
223,1.42264e+06,0
224,1.42792e+06,0
225,1.43049e+06,0
226,1.43921e+06,0
227,1.4406e+06,0
228,1.45042e+06,0
229,1.45199e+06,0
230,1.45366e+06,0
231,1.45658e+06,0
232,1.46164e+06,0
233,1.47288e+06,0
234,1.4766e+06,0
235,1.47676e+06,0
236,1.48012e+06,0
237,1.4842e+06,0
238,1.49546e+06,0
239,1.49699e+06,0
240,1.50674e+06,0
241,1.51798e+06,0
242,1.52891e+06,0
243,1.52926e+06,0
244,1.5376e+06,0
245,1.53863e+06,0
246,1.5406e+06,0
247,1.55181e+06,0
248,1.5629e+06,0
249,1.56366e+06,0
250,1.57416e+06,0
251,1.58037e+06,0
252,1.58151e+06,0
253,1.58545e+06,0
254,1.59174e+06,0
255,1.59684e+06,0
256,1.6068e+06,0
257,1.60794e+06,0
258,1.61917e+06,0
259,1.62676e+06,0
260,1.63042e+06,0
261,1.64171e+06,0
262,1.64511e+06,0
263,1.64627e+06,0
264,1.6529e+06,0
265,1.66401e+06,0
266,1.67517e+06,0
267,1.68684e+06,0
268,1.69029e+06,0
269,1.69819e+06,0
270,1.70953e+06,0
271,1.72088e+06,0
272,1.73211e+06,0
273,1.7359e+06,0
274,1.74056e+06,0
275,1.74347e+06,0
276,1.75069e+06,0
277,1.75482e+06,0
278,1.76627e+06,0
279,1.77746e+06,0
280,1.7786e+06,0
281,1.78878e+06,0
282,1.80006e+06,0
283,1.80893e+06,0
284,1.81113e+06,0
285,1.81323e+06,0
286,1.82227e+06,0
287,1.83354e+06,0
288,1.84472e+06,0
289,1.8528e+06,0
290,1.85299e+06,0
291,1.85603e+06,0
292,1.86738e+06,0
293,1.87845e+06,0
294,1.88064e+06,0
295,1.88988e+06,0
296,1.8918e+06,0
297,1.89566e+06,0
298,1.89633e+06,0
299,1.90111e+06,0
300,1.90319e+06,0
301,1.90918e+06,0
302,1.91236e+06,0
303,1.9151e+06,0
304,1.91931e+06,0
305,1.9234e+06,0
306,1.92886e+06,0
307,1.93473e+06,0
308,1.94591e+06,0
309,1.95619e+06,0
310,1.95678e+06,0
311,1.95725e+06,0
312,1.96835e+06,0
313,1.97963e+06,0
314,1.99079e+06,0
315,1.99319e+06,0
316,2.00193e+06,0
317,2.00631e+06,0
318,2.01326e+06,0
319,2.0247e+06,0
320,2.02507e+06,0
321,2.0359e+06,0
322,2.04571e+06,0
323,2.04708e+06,0
324,2.05696e+06,0
325,2.05822e+06,0
326,2.06046e+06,0
327,2.06047e+06,0
328,2.06728e+06,0
329,2.0694e+06,0
330,2.07428e+06,0
331,2.08077e+06,0
332,2.08226e+06,0
333,2.08385e+06,0
334,2.08658e+06,0
335,2.09214e+06,0
336,2.09274e+06,0
337,2.10104e+06,0
338,2.10331e+06,0
339,2.11444e+06,0
340,2.12559e+06,0
341,2.12781e+06,0
342,2.13667e+06,0
343,2.1391e+06,0
344,2.14783e+06,0
345,2.15075e+06,0
346,2.15719e+06,0
347,2.15892e+06,0
348,2.16348e+06,0
349,2.17011e+06,0
350,2.17692e+06,0
351,2.18128e+06,0
352,2.18668e+06,0
353,2.19267e+06,0
354,2.20407e+06,0
355,2.21091e+06,0
356,2.21534e+06,0
357,2.2154e+06,0
358,2.21643e+06,0
359,2.2268e+06,0
360,2.23477e+06,0
361,2.23527e+06,0
362,2.23563e+06,0
363,2.23809e+06,0
364,2.24817e+06,0
365,2.24936e+06,0
366,2.24941e+06,0
367,2.26028e+06,0
368,2.27145e+06,0
369,2.28263e+06,0
370,2.28711e+06,0
371,2.29403e+06,0
372,2.30514e+06,0
373,2.30701e+06,0
