slot_number,sim_time,tardiness
1,11130,0
2,22201,0
3,33446,0
4,44676,0
5,56050,0
6,67209,0
7,67526.9,0
8,78388,0
9,89631,0
10,100922,0
11,108419,0
12,112226,0
13,113209,0
14,123404,0
15,129241,0
16,134701,0
17,146045,0
18,157463,0
19,168712,0
20,179994,0
21,180825,0
22,191230,0
23,202409,0
24,213628,0
25,217288,0
26,217556,0
27,224934,0
28,234688,0
29,248014,0
30,310005,0
31,312608,0
32,324496,0
33,340667,0
34,341730,0
35,356053,0
36,369011,0
37,383427,0
38,384268,0
39,487126,0
40,532740,0
41,725448,0
