slot_number,sim_time,tardiness
1,4451,0
2,8905,0
3,13428,0
4,17991,0
5,22350,0
6,26825,0
7,31385,0
8,35808,0
9,40259,0
10,44869,0
11,49408,0
12,52105.5,0
13,53971,0
14,58575,0
15,63045,0
16,67489,0
17,72052,0
18,76555,0
19,78795.1,0
20,80977,0
21,85474,0
22,90053,0
23,94491,0
24,98968,0
25,103462,0
26,107906,0
27,112415,0
28,116864,0
29,121308,0
30,125763,0
31,126752,0
32,130373,0
33,134888,0
34,138602,0
35,139440,0
36,143930,0
37,148390,0
38,153002,0
39,157483,0
40,161967,0
41,166542,0
42,168326,0
43,170982,0
44,175463,0
45,179946,0
46,184458,0
47,188914,0
48,189730,0
49,193441,0
50,197943,0
51,199706,0
52,202376,0
53,206437,0
54,206756,0
55,208708,0
56,211146,0
57,213267,0
58,215598,0
59,217626,0
60,220079,0
61,221819,0
62,222665,0
63,224475,0
64,226382,0
65,228885,0
66,230392,0
67,233490,0
68,237927,0
69,239959,0
70,242434,0
71,244396,0
72,246877,0
73,247081,0
74,251409,0
75,252831,0
76,254920,0
77,255937,0
78,259241,0
79,260334,0
80,261006,0
81,264841,0
82,265884,0
83,269347,0
84,269512,0
85,271214,0
86,273864,0
87,276754,0
88,278165,0
89,281179,0
90,282521,0
91,286983,0
92,289894,0
93,291558,0
94,296060,0
95,300546,0
96,302411,0
97,304999,0
98,309630,0
99,311245,0
100,312226,0
101,314188,0
102,318709,0
103,318828,0
104,323195,0
105,326290,0
106,326877,0
107,327427,0
108,327592,0
109,330557,0
110,332167,0
111,333105,0
112,336776,0
113,337626,0
114,341349,0
115,343861,0
116,345725,0
117,348110,0
118,350154,0
119,354670,0
120,357206,0
121,359198,0
122,363695,0
123,365055,0
124,368173,0
125,371346,0
126,371496,0
127,372603,0
128,376805,0
129,377121,0
130,379800,0
131,381489,0
132,385085,0
133,385947,0
134,389758,0
135,390410,0
136,394811,0
137,399248,0
138,401836,0
139,403829,0
140,408425,0
141,409063,0
142,412989,0
143,416135,0
144,417406,0
145,422060,0
146,424925,0
147,426548,0
148,427772,0
149,428476,0
150,431112,0
151,435588,0
152,439247,0
153,440080,0
154,444671,0
155,444926,0
156,448645,0
157,449134,0
158,451254,0
159,456261,0
160,461903,0
161,462162,0
162,468808,0
163,473553,0
164,479021,0
165,480819,0
166,484780,0
167,486476,0
168,488350,0
169,491600,0
170,502731,0
171,507956,0
172,508734,0
173,515501,0
174,525136,0
175,535940,0
176,545857,0
177,551655,0
178,552044,0
179,559067,0
180,559570,0
181,559971,0
182,568688,0
183,570063,0
184,580578,0
185,585566,0
186,588415,0
187,602090,0
188,605750,0
189,613900,0
190,617670,0
191,623885,0
192,629513,0
193,644500,0
194,650280,0
195,650842,0
196,652667,0
197,690711,0
198,732596,0
199,801703,0
200,811395,0
201,861288,0
