slot_number,sim_time,VM_type,NodeID,cost/node
1,15113,"In-house server 1,","n1,",0.461786
2,29896,"In-house server 3,","n1,",1.35511
3,44871,"In-house server 3,","n1,",1.62691
4,58327.1,"Standard_NC6,In-house server 3,","n2,n1,",3.55505
5,59773,"Standard_NC6,In-house server 3,","n2,n1,",0.351158
6,74916,"Standard_NV6,In-house server 3,","n1,n2,",3.84183
7,79059.9,"In-house server 3,","n1,n2,n3,",1.22332
8,89946,"Standard_NV6,In-house server 3,","n1,n3,n2,",3.67
9,105040,"Standard_NC6,In-house server 3,","n1,n3,n2,",5.0537
10,120178,"Standard_NC6,In-house server 3,","n1,n2,n3,",5.18056
11,133904,"In-house server 2,Standard_NC24,In-house server 3,","n1,n3,n2,",12.8817
12,134976,"In-house server 2,In-house server 3,Standard_NC6,","n1,n2,n3,",0.598544
13,147693,"Standard_NV24X,In-house server 3,","n1,n3,n2,",13.2004
14,150178,"In-house server 2,Standard_NV12,In-house server 3,","n1,n3,n2,",1.83824
15,161047,"In-house server 2,In-house server 3,Standard_NC24,","n1,n2,n3,",9.95798
16,165074,"In-house server 2,In-house server 3,","n1,n3,n2,",1.44768
17,178266,"In-house server 2,In-house server 3,","n1,n3,n2,",4.76147
18,180147,"In-house server 3,","n2,n1,",0.357554
19,194204,"In-house server 3,Standard_NV6,","n3,n2,n1,",4.62586
20,195261,"Standard_NV6,In-house server 3,","n2,n3,n1,",0.400157
21,210384,"In-house server 3,Standard_NV12,","n3,n2,n1,",7.79675
22,211969,"Standard_NV24,In-house server 2,In-house server 3,","n3,n2,n1,",1.52626
23,217275,"In-house server 2,Standard_NV24X,","n3,n2,n1,",7.31833
24,225383,"In-house server 2,In-house server 3,","n2,n3,n1,",5.78361
25,234677,"In-house server 3,In-house server 2,","n1,n3,n2,",6.59212
26,244714,"Standard_NV6,In-house server 3,In-house server 2,","n2,n3,n1,",4.61896
27,254644,"In-house server 2,Standard_NV24,","n1,n2,n3,",12.0979
28,281704,"In-house server 2,In-house server 3,","n1,n2,n3,",13.5649
29,285855,"In-house server 2,Standard_NV6,In-house server 1,","n1,n2,n3,",2.14506
30,330950,"Standard_NV12,","n1,",15.5325
31,496138,"In-house server 1,","n1,",5.0474
