slot_number,sim_time,VM_type,NodeID,cost/node
1,4633,"In-house server 1,","n1,",0.141564
2,9091,"Standard_NV6,In-house server 1,","n1,n2,",0.903984
3,13570,"Standard_NV6,In-house server 1,Standard_NC6,","n2,n3,n1,",1.60497
4,18065,"Standard_NC6,In-house server 1,Standard_NV6,","n3,n2,n1,",1.74805
5,22538,"Standard_NV6,In-house server 3,","n2,n1,",0.98903
6,26985,"Standard_NV6,In-house server 3,","n2,n1,",0.99234
7,31466,"Standard_NV6,In-house server 3,Standard_NC6,","n1,n3,n2,",1.76368
8,35883,"Standard_NC6,In-house server 3,Standard_NV6,","n3,n2,n1,",1.73572
9,40419,"Standard_NV6,Standard_NC6,In-house server 1,In-house server 3,","n1,n4,n2,n3,",1.863
10,44854,"In-house server 3,In-house server 1,Standard_NV12,","n3,n2,n1,",1.95222
11,49405,"Standard_NV12,In-house server 3,","n1,n3,n2,",2.18207
12,53933,"Standard_NV6,In-house server 3,In-house server 1,Standard_NC6,","n1,n4,n3,n2,",2.14384
13,58324,"Standard_NV6,In-house server 1,Standard_NC6,In-house server 2,In-house server 3,","n3,n2,n1,n5,n4,",2.86768
14,62808,"Standard_NV6,Standard_NC6,In-house server 1,In-house server 3,In-house server 2,","n2,n3,n4,n1,n5,",2.87154
15,67311,"Standard_NV6,Standard_NC6,In-house server 3,In-house server 2,","n6,n3,n2,n4,n5,n1,",3.36724
16,71887,"Standard_NC12,In-house server 3,In-house server 2,In-house server 1,","n4,n1,n5,n2,n3,",3.01083
17,76359,"Standard_NV12,In-house server 2,In-house server 3,","n2,n3,n1,n5,n4,",3.23582
18,80921,"Standard_NV12,In-house server 2,In-house server 3,","n3,n2,n1,n5,n4,",3.3044
19,85501,"In-house server 1,Standard_NV12,In-house server 2,In-house server 3,","n1,n6,n7,n5,n4,n3,n2,",4.29862
20,89938,"Standard_NC12,In-house server 3,In-house server 2,","n3,n1,n6,n7,n5,n4,n2,",4.09656
21,94356,"Standard_NC6,Standard_NV6,In-house server 3,In-house server 2,","n2,n3,n4,n7,n5,n1,n8,n6,",4.14129
22,97137.4,"Standard_NC6,Standard_NV6,In-house server 3,In-house server 2,","n3,n1,n8,n6,n5,n7,n4,n2,",2.57795
23,98748,"Standard_NC12,In-house server 3,In-house server 1,","n3,n1,n6,n5,n4,n2,",1.1763
24,103350,"In-house server 3,Standard_NV12,Standard_NC6,In-house server 1,","n2,n6,n4,n7,n5,n1,n3,",3.51874
25,107740,"Standard_NV12,In-house server 1,In-house server 3,In-house server 2,","n2,n3,n1,n4,n7,n5,n8,n6,",4.25407
26,112170,"Standard_NC12,In-house server 1,In-house server 3,In-house server 2,","n2,n3,n6,n8,n1,n7,n4,n5,",3.89125
27,116744,"Standard_NV6,Standard_NC12,In-house server 1,In-house server 2,In-house server 3,","n3,n2,n5,n4,n7,n1,n8,n6,",4.57707
28,121363,"Standard_NV6,Standard_NC6,In-house server 3,In-house server 2,","n3,n2,n9,n1,n7,n5,n4,n8,n6,",4.84494
29,125883,"Standard_NV6,In-house server 2,In-house server 3,Standard_NC6,","n10,n2,n1,n4,n7,n5,n9,n3,n8,n6,",5.22558
30,128052,"Standard_NV6,In-house server 2,In-house server 3,In-house server 1,","n2,n1,n5,n7,n4,n6,n8,n3,n9,",1.96643
31,130418,"Standard_NV6,In-house server 1,In-house server 2,In-house server 3,","n2,n6,n8,n4,n7,n5,n1,n3,",2.22867
32,134935,"Standard_NV6,In-house server 1,In-house server 2,In-house server 3,","n2,n1,n9,n3,n8,n6,n7,n5,n4,",4.31065
33,139456,"Standard_NV6,In-house server 1,In-house server 2,In-house server 3,","n2,n1,n4,n7,n5,n8,n6,n3,",3.45028
34,142448,"Standard_NV6,In-house server 2,In-house server 3,Standard_NC6,In-house server 1,","n9,n2,n1,n8,n6,n10,n7,n5,n4,n3,",3.122
35,143985,"Standard_NV6,Standard_NC6,In-house server 1,In-house server 2,In-house server 3,","n2,n1,n9,n10,n8,n6,n7,n5,n4,n3,",1.76799
36,145871,"Standard_NC6,Standard_NV6,In-house server 3,In-house server 2,","n2,n1,n9,n3,n10,n6,n8,n7,n5,n4,",2.01266
37,148472,"Standard_NC12,In-house server 1,Standard_NV6,In-house server 2,In-house server 3,","n1,n3,n2,n10,n9,n8,n6,n7,n5,n4,",3.28881
38,151406,"Standard_NC12,In-house server 3,Standard_NV6,","n3,n1,n2,n6,n8,n9,n10,n5,n7,n4,",3.3122
39,152901,"Standard_NV6,In-house server 1,Standard_NC6,In-house server 3,In-house server 2,","n3,n2,n1,n10,n9,n8,n6,n7,n4,n5,",1.78402
40,153178,"Standard_NV6,Standard_NC6,In-house server 3,In-house server 2,","n2,n3,n1,n10,n7,n4,n5,n9,n8,n6,",0.346378
41,157288,"Standard_NV6,Standard_NC6,In-house server 3,In-house server 2,","n2,n3,n9,n10,n1,n4,n7,n5,n8,n6,",4.44643
42,161791,"Standard_NC6,In-house server 3,In-house server 2,","n2,n1,n10,n9,n3,n6,n8,n7,n4,n5,",5.2273
43,162990,"Standard_NC6,In-house server 3,In-house server 2,","n3,n2,n1,n10,n6,n8,n4,n5,n7,n9,",1.4446
44,166271,"Standard_NC6,In-house server 3,In-house server 2,","n2,n1,n3,n10,n9,n6,n8,n4,n7,n5,",3.66515
45,170745,"Standard_NC6,In-house server 3,In-house server 2,","n2,n1,n3,n9,n4,n7,n5,n10,n8,n6,",5.50164
46,173025,"Standard_NV12,In-house server 3,In-house server 2,","n3,n1,n2,n10,n6,n8,n9,n5,n7,n4,",3.09283
47,175297,"Standard_NC6,Standard_NV12,In-house server 3,","n2,n3,n1,n10,n8,n6,n9,n7,n4,n5,",2.49655
48,179645,"Standard_NC6,Standard_NV12,In-house server 3,","n2,n3,n1,n10,n7,n5,n4,n9,n6,n8,",4.818
49,179801,"Standard_NV6,Standard_NC6,In-house server 3,In-house server 2,","n2,n1,n3,n10,n9,n4,n7,n5,n6,n8,",0.192687
50,184279,"Standard_NC6,Standard_NV12,In-house server 3,","n1,n7,n4,n5,n10,n3,n9,n2,n8,n6,",5.19334
51,185549,"Standard_NC12,In-house server 2,In-house server 3,","n3,n2,n10,n7,n4,n5,n1,n9,n8,n6,",1.60855
52,188764,"Standard_NV12,In-house server 3,In-house server 2,","n2,n3,n10,n9,n4,n5,n7,n6,n8,n1,",4.05519
53,189862,"Standard_NC6,In-house server 2,Standard_NV24,In-house server 3,","n3,n8,n6,n10,n5,n7,n4,n9,n2,n1,",1.78517
54,191322,"In-house server 2,In-house server 3,Standard_NV12,","n2,n1,n8,n6,n10,n9,n3,n4,n5,n7,",2.15468
55,193160,"In-house server 2,Standard_NV24,In-house server 3,","n3,n1,n2,n10,n8,n6,n9,n7,n4,n5,",3.05264
56,196470,"Standard_NV24X,In-house server 2,In-house server 3,","n1,n2,n10,n8,n6,n9,n3,n4,n7,n5,",5.94925
57,197668,"Standard_NC6,In-house server 2,In-house server 3,Standard_NV6,","n2,n3,n9,n10,n8,n6,n1,n7,n4,n5,",1.52892
58,199697,"Standard_NV24,In-house server 3,In-house server 2,","n2,n3,n1,n10,n9,n6,n8,n4,n7,n5,",3.56261
59,202020,"Standard_NV12,In-house server 3,In-house server 2,","n1,n3,n2,n6,n8,n10,n9,n5,n7,n4,",3.28511
60,206255,"Standard_NC6,Standard_NV12,In-house server 2,In-house server 3,","n1,n2,n7,n4,n5,n10,n3,n9,n6,n8,",5.62009
61,206569,"In-house server 3,Standard_NV24,In-house server 2,","n2,n1,n3,n10,n9,n6,n8,n7,n4,n5,",0.586069
62,211055,"Standard_NV24,In-house server 3,In-house server 2,","n1,n3,n9,n2,n6,n8,n4,n5,n7,n10,",8.08663
63,211445,"In-house server 2,In-house server 3,","n1,n3,n2,n5,n4,n7,n10,n9,n8,n6,",0.537863
64,215500,"In-house server 2,In-house server 3,Standard_NV12,","n1,n6,n8,n2,n4,n7,n5,n10,n9,n3,",5.2155
65,215505,"In-house server 2,In-house server 3,","n3,n1,n9,n2,n6,n8,n4,n5,n7,n10,",0.00611183
66,220019,"Standard_NV6,In-house server 3,In-house server 2,","n9,n3,n2,n1,n10,n8,n6,n7,n5,n4,",6.30126
67,224492,"In-house server 2,In-house server 3,","n3,n2,n6,n8,n1,n10,n9,n7,n5,n4,",6.0602
68,229025,"In-house server 3,In-house server 2,","n3,n2,n1,n7,n4,n5,n6,n8,n9,n10,",6.83756
69,233614,"Standard_NV24X,In-house server 3,In-house server 2,","n1,n7,n4,n5,n2,n9,n3,n10,n8,n6,",8.51548
70,238077,"In-house server 2,Standard_NV24,In-house server 3,","n1,n4,n7,n5,n3,n10,n2,n9,n8,n6,",7.98716
71,239102,"Standard_NV24X,In-house server 2,In-house server 3,","n3,n1,n10,n2,n9,n7,n5,n4,n8,n6,",1.6733
72,242448,"Standard_NV24X,In-house server 2,In-house server 3,","n8,n6,n1,n3,n9,n2,n10,n4,n7,n5,",5.51682
73,246853,"Standard_NV24X,In-house server 2,In-house server 3,","n2,n4,n7,n5,n10,n1,n6,n8,n9,n3,",7.7643
74,251452,"In-house server 3,Standard_NV24X,","n2,n3,n8,n6,n9,n1,n10,n5,n7,n4,",7.25107
75,255984,"Standard_NV24X,In-house server 3,","n2,n3,n10,n9,n5,n4,n7,n6,n8,n1,",6.85624
76,256249,"In-house server 3,Standard_NV24X,","n1,n3,n9,n2,n6,n8,n4,n5,n7,n10,",0.397603
77,260491,"Standard_NV24,In-house server 3,In-house server 2,","n2,n1,n3,n6,n8,n9,n10,n5,n7,n4,",6.46827
78,263434,"Standard_NV24X,In-house server 3,","n1,n3,n2,n5,n4,n7,n10,n9,n8,n6,",4.46217
79,264998,"Standard_NC6,In-house server 3,Standard_NV24,","n2,n3,n10,n9,n6,n8,n1,n4,n5,n7,",2.23441
80,269449,"Standard_NV24,In-house server 3,","n1,n3,n9,n2,n10,n6,n8,n7,n4,n5,",6.03542
81,273308,"In-house server 3,Standard_NV24X,","n1,n3,n10,n2,n9,n6,n8,n5,n7,n4,",5.78866
82,273970,"Standard_NV24,In-house server 3,","n2,n3,n1,n9,n10,n6,n8,n5,n7,n4,",0.870748
83,277979,"Standard_NV24,In-house server 3,In-house server 2,","n1,n3,n2,n5,n4,n7,n9,n10,n8,n6,",5.92369
84,278529,"Standard_NV24X,In-house server 3,","n2,n3,n9,n10,n6,n8,n1,n7,n4,n5,",0.846125
85,282938,"In-house server 3,Standard_NV24X,","n1,n3,n10,n2,n9,n6,n8,n4,n7,n5,",6.70518
86,285555,"Standard_NV24X,In-house server 3,","n1,n3,n10,n9,n2,n6,n8,n5,n4,n7,",3.89446
87,287470,"In-house server 3,Standard_NV24X,","n1,n3,n8,n6,n9,n2,n10,n4,n7,n5,",2.89383
88,291883,"In-house server 3,Standard_NV24X,","n3,n2,n5,n7,n4,n10,n1,n9,n8,n6,",6.55796
89,294822,"In-house server 3,Standard_NV24X,","n3,n1,n2,n10,n9,n6,n8,n7,n4,n5,",4.37493
90,296422,"In-house server 3,Standard_NV24X,","n3,n2,n10,n1,n6,n8,n9,n7,n5,n4,",2.44586
91,300735,"Standard_NV24X,In-house server 2,In-house server 3,","n3,n2,n6,n8,n1,n5,n4,n7,n10,n9,",7.34732
92,300911,"In-house server 1,Standard_NV24X,In-house server 3,","n2,n3,n9,n1,n6,n8,n7,n4,n5,n10,",0.25873
93,304759,"In-house server 3,Standard_NV24X,","n3,n2,n5,n4,n7,n9,n1,n10,n8,n6,",5.59767
94,305382,"In-house server 3,Standard_NV24X,","n2,n7,n4,n5,n10,n1,n6,n8,n9,n3,",0.923147
95,308377,"In-house server 3,Standard_NV24X,","n1,n4,n7,n5,n9,n2,n3,n10,n6,n8,",4.44627
96,309152,"In-house server 3,Standard_NV24X,","n8,n6,n2,n1,n10,n3,n9,n5,n7,n4,",1.17095
97,309820,"In-house server 3,Standard_NV24X,","n2,n3,n1,n9,n10,n6,n8,n5,n4,n7,",1.05894
98,314224,"In-house server 3,Standard_NV24X,","n2,n3,n9,n1,n6,n8,n4,n5,n7,n10,",6.72706
99,314367,"In-house server 3,Standard_NV24X,In-house server 1,","n9,n3,n2,n1,n6,n8,n7,n4,n5,n10,",0.216369
100,318196,"Standard_NV24X,In-house server 2,In-house server 3,","n3,n2,n9,n1,n6,n8,n5,n4,n7,n10,",5.92565
101,318787,"Standard_NV24X,In-house server 2,In-house server 3,","n1,n2,n8,n6,n10,n3,n9,n5,n4,n7,",1.01151
102,323336,"Standard_NV24X,In-house server 2,In-house server 3,","n3,n2,n10,n1,n4,n7,n5,n6,n8,n9,",7.75914
103,327160,"Standard_NV24X,In-house server 2,In-house server 3,","n2,n3,n10,n1,n7,n4,n5,n6,n8,n9,",6.49849
104,327866,"Standard_NV24X,In-house server 2,In-house server 3,","n3,n1,n10,n2,n9,n7,n5,n4,n6,n8,",1.19433
105,332198,"In-house server 3,In-house server 2,Standard_NC24X,Standard_NV24X,","n9,n3,n2,n1,n7,n5,n4,n8,n6,n10,",10.1856
106,336623,"Standard_NV24X,In-house server 2,In-house server 3,","n3,n2,n10,n1,n6,n8,n5,n4,n7,n9,",7.50643
107,337358,"Standard_NV24X,In-house server 2,In-house server 3,","n2,n3,n10,n9,n6,n8,n1,n5,n4,n7,",1.21998
108,341171,"Standard_NV24X,In-house server 2,In-house server 3,","n10,n2,n3,n1,n5,n4,n7,n9,n8,n6,",7.11327
109,345787,"Standard_NV24X,In-house server 3,In-house server 2,","n3,n2,n10,n1,n6,n8,n9,n7,n5,n4,",8.06909
