n_iterate,sim_time,Application,Images,Epochs,Batchsize,Jobs,UniqueJobsID,SubmissionTime,Deadline,Tardinessweight,MinExecTime,MaxExecTime,ExecutionTime,CompletionPercent,StartTime,FinishTime,Nodes,VMType,GpuType,GpuNumber,cost,Tardiness,VMcost,TardinessCost,TotalCost
1,22336,tf_alexnet,130000,399,256,J106,JJ1,0,1.13664e+06,0.0137715,70558.1,574933,22336,9.74932,0,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.682489,0,0.682489
2,44459,tf_alexnet,130000,399,256,J106,JJ1,0,1.13664e+06,0.0137715,63679.2,518881,22123,19.4057,0,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.33799,0,0.33799
2,44459,pytorch_vgg19,130000,149,8,J65,JJ2,22336,7.22822e+06,0.0108931,43269.4,7.08002e+06,22123,1.87714,22336,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.33799,0,0.33799
3,66840,tf_alexnet,130000,399,256,J106,JJ1,0,1.13664e+06,0.0137715,56865.9,463363,22381,29.1746,0,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.341932,0,0.341932
3,66840,pytorch_vgg19,130000,149,8,J65,JJ2,22336,7.22822e+06,0.0108931,42457.1,6.94711e+06,22381,3.77617,22336,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.341932,0,0.341932
3,66840,pytorch_vgg19,130000,8111,32,J82,JJ3,44459,1.41618e+08,0.00437808,43200.5,1.81844e+08,22381,2.12392,44459,0,n2,In-house server 2,GTX 1080Ti,7,1.13,0,7.02515,0,7.02515
4,89483,pytorch_vgg19,130000,8111,32,J82,JJ3,44459,1.41618e+08,0.00437808,42283,1.77982e+08,0,2.12392,44459,0,,,,0,0,0,0,0,0
4,89483,pytorch_vgg19,130000,149,8,J65,JJ2,22336,7.22822e+06,0.0108931,41635.4,6.81266e+06,22643,56.1065,22336,0,n2,In-house server 2,GTX 1080Ti,8,1.13,0,7.10739,0,7.10739
4,89483,tf_alexnet,130000,343,256,J90,JJ4,66840,443128,0.00685291,60663.3,494238,22643,11.4953,66840,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.345935,0,0.345935
4,89483,tf_alexnet,130000,399,256,J106,JJ1,0,1.13664e+06,0.0137715,49973.1,407198,22643,39.058,0,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.345935,0,0.345935
5,112078,pytorch_vgg19,130000,8111,32,J82,JJ3,44459,1.41618e+08,0.00437808,42283,1.77982e+08,0,2.12392,44459,0,,,,0,0,0,0,0,0
5,112078,pytorch_vgg19,130000,149,8,J65,JJ2,22336,7.22822e+06,0.0108931,18992.4,3.10767e+06,0,56.1065,22336,0,,,,0,0,0,0,0,0
5,112078,tf_alexnet,130000,399,256,J106,JJ1,0,1.13664e+06,0.0137715,42999.6,350376,22595,48.9203,0,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.345201,0,0.345201
5,112078,tf_alexnet,130000,343,256,J90,JJ4,66840,443128,0.00685291,53689.9,437424,22595,22.9662,66840,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.345201,0,0.345201
5,112078,pytorch_alexnet,130000,1497,1024,J32,JJ5,89483,595664,0.0133105,77052.1,572518,22595,8.76941,89483,0,n2,In-house server 1,Quadro P600,2,0.11,0,0.690403,0,0.690403
6,134604,tf_alexnet,130000,399,256,J106,JJ1,0,1.13664e+06,0.0137715,36040.9,293674,0,48.9203,0,0,,,,0,0,0,0,0,0
6,134604,pytorch_vgg19,130000,149,8,J65,JJ2,22336,7.22822e+06,0.0108931,18992.4,3.10767e+06,0,56.1065,22336,0,,,,0,0,0,0,0,0
6,134604,pytorch_vgg19,130000,8111,32,J82,JJ3,44459,1.41618e+08,0.00437808,42283,1.77982e+08,0,2.12392,44459,0,,,,0,0,0,0,0,0
6,134604,tf_resnet50,130000,50,8,J133,JJ6,112078,441582,0.0136955,91048.9,387815,22526,17.7383,112078,0,n1,Standard_NC6,K80,1,0.56,0,3.50404,0,3.50404
6,134604,tf_alexnet,130000,343,256,J90,JJ4,66840,443128,0.00685291,46731.2,380730,0,22.9662,66840,0,,,,0,0,0,0,0,0
6,134604,pytorch_alexnet,130000,1497,1024,J32,JJ5,89483,595664,0.0133105,70295,522311,22526,17.512,89483,0,n2,In-house server 1,Quadro P600,2,0.11,0,0.688294,0,0.688294
7,157045,pytorch_resnet50,130000,3629,32,J55,JJ7,134604,3.35844e+07,0.00711637,43207.5,1.98738e+07,0,0,134604,0,,,,0,0,0,0,0,0
7,157045,pytorch_alexnet,130000,1497,1024,J32,JJ5,89483,595664,0.0133105,63558.7,472258,22441,46.6365,89483,0,n2,In-house server 3,Quadro P600,3,0.44,0,2.74279,0,2.74279
