slot_number,sim_time,VM_type,NodeID,cost/node
1,44922,"In-house server 1,","n1,",1.37262
2,89702,"In-house server 1,","n1,",1.36828
3,134534,"In-house server 1,","n1,",1.36987
4,179354,"In-house server 2,","n1,",14.0685
5,224406,"Standard_NV6,","n1,",7.75896
6,304422,"Standard_NC6,","n1,",12.447
7,370562,"In-house server 1,","n1,",2.02095
8,439602,"In-house server 2,","n1,",21.6707
9,488747,"In-house server 3,","n1,",6.00668
10,1.54251e+06,"In-house server 2,","n1,",330.763
11,1.55511e+06,"In-house server 2,","n1,",11116.2
