slot_number,sim_time,VM_type,NodeID,cost/node
1,14956,"In-house server 1,","n1,",0.456989
2,29931,"Standard_NV6,In-house server 1,","n1,n2,",3.0366
3,45120,"Standard_NC6,In-house server 1,Standard_NV6,","n2,n3,n1,",5.44272
4,60161,"Standard_NV6,In-house server 3,","n1,n2,",3.64087
5,75283,"Standard_NC6,In-house server 3,","n1,n2,",3.73849
6,90480,"In-house server 3,","n1,",1.85741
7,105296,"Standard_NC6,In-house server 3,","n2,n1,",4.11556
8,120172,"Standard_NC6,In-house server 1,In-house server 3,","n2,n3,n1,",4.58676
9,135208,"Standard_NC6,In-house server 3,","n2,n3,n1,",5.55496
10,146076,"Standard_NV6,In-house server 1,In-house server 3,","n2,n3,n1,",3.53206
11,146093,"Standard_NC6,In-house server 3,","n2,n3,n1,",0.00643875
12,150259,"Standard_NC6,In-house server 1,In-house server 3,","n2,n3,n1,",1.28443
13,163792,"Standard_NC6,In-house server 3,","n3,n2,n1,",4.79277
14,165194,"In-house server 3,In-house server 1,Standard_NC6,","n2,n3,n1,",0.453863
15,180243,"Standard_NC6,In-house server 3,","n2,n3,n1,",5.32986
16,195209,"In-house server 3,Standard_NV12,","n1,n3,n2,",11.1621
17,210302,"In-house server 3,Standard_NV24,","n1,n2,n3,",19.0549
18,221472,"In-house server 3,Standard_NV12,","n1,n2,n3,",8.50192
19,225352,"Standard_NC12,In-house server 3,","n1,n3,n2,",2.71571
20,229378,"Standard_NC6,Standard_NV24X,In-house server 3,","n3,n2,n1,",5.27857
21,236578,"In-house server 3,Standard_NC12,","n1,n2,n3,",4.82026
22,240443,"In-house server 3,Standard_NC12,","n1,n2,n3,",2.64616
23,251977,"In-house server 3,Standard_NV24,","n1,n2,n3,",14.5612
24,255587,"In-house server 3,Standard_NC12,","n3,n2,n1,",2.52729
25,270472,"In-house server 3,Standard_NV12,","n1,n2,n3,",11.3291
26,276405,"In-house server 3,Standard_NV24X,","n1,n2,n3,",8.60271
27,285312,"In-house server 3,Standard_NV24,","n1,n2,n3,",11.2452
28,292285,"In-house server 3,Standard_NV24X,","n1,n2,n3,",8.91013
29,300151,"In-house server 3,","n1,n2,n3,",2.88414
30,314879,"In-house server 3,","n1,n3,n2,",5.40034
31,314916,"In-house server 3,","n1,n3,n2,",0.0134863
32,325631,"In-house server 3,","n1,n2,n3,",3.92886
33,327957,"In-house server 3,","n1,n2,n3,",0.817367
34,329751,"In-house server 3,","n2,n3,n1,",0.63033
35,333215,"In-house server 3,","n2,n3,n1,",1.21705
36,344918,"In-house server 3,In-house server 2,","n1,n3,n2,",6.35563
37,347370,"In-house server 3,Standard_NV24,","n2,n3,n1,",3.09547
38,360004,"In-house server 3,In-house server 2,","n2,n3,n1,",7.05406
39,368297,"In-house server 3,","n1,n2,n3,",3.04093
40,375016,"In-house server 2,In-house server 3,","n1,n2,n3,",3.75119
41,390151,"In-house server 2,In-house server 3,","n1,n2,n3,",8.45037
42,405257,"In-house server 3,Standard_NV12,","n1,n2,n3,",10.805
43,417742,"In-house server 3,","n2,n3,n1,",4.57799
44,420113,"In-house server 3,","n3,n2,n1,",0.869206
45,429692,"In-house server 3,Standard_NV24,","n1,n3,n2,",10.4438
46,435119,"In-house server 3,","n1,n3,n2,",1.98989
47,440676,"In-house server 3,In-house server 2,","n1,n3,n2,",3.01758
48,450170,"In-house server 3,","n1,n2,n3,",3.48126
49,465259,"In-house server 3,In-house server 2,","n1,n3,n2,",8.19417
50,480243,"In-house server 3,Standard_NV24,","n1,n3,n2,",18.9173
51,490605,"In-house server 3,Standard_NV24,","n1,n2,n3,",14.8669
52,495204,"In-house server 3,Standard_NC24,","n1,n2,n3,",4.71695
53,509096,"In-house server 3,Standard_NV24X,","n1,n3,n2,",22.5353
54,510102,"In-house server 3,Standard_NV24X,","n1,n3,n2,",1.63258
55,524982,"In-house server 3,Standard_NC24X,","n1,n3,n2,",19.84
56,532100,"In-house server 3,Standard_NV24X,","n1,n3,n2,",11.5466
57,537107,"In-house server 3,Standard_NV24X,","n3,n2,n1,",8.12362
58,539951,"In-house server 3,Standard_NV24X,","n1,n2,n3,",4.61284
59,554917,"In-house server 3,Standard_NV24X,","n2,n3,n1,",24.2782
60,569876,"In-house server 3,","n1,n3,n2,",5.48496
61,581335,"Standard_NV24X,In-house server 3,","n3,n2,n1,",18.5889
62,584981,"In-house server 3,Standard_NV24X,","n1,n3,n2,",5.91479
63,589396,"Standard_NV24X,In-house server 3,","n1,n2,n3,",7.16142
64,592547,"In-house server 3,Standard_NC24X,Standard_NV24X,","n1,n3,n2,",8.15919
65,593688,"In-house server 3,Standard_NC24X,Standard_NV24X,","n1,n3,n2,",2.95418
66,599790,"In-house server 3,Standard_NV24X,","n1,n3,n2,",9.89833
67,614727,"In-house server 3,Standard_NV24X,","n1,n3,n2,",24.2311
68,627649,"In-house server 3,Standard_NC24X,","n1,n3,n2,",19.239
69,629559,"In-house server 3,Standard_NV24X,","n1,n3,n2,",2.7699
70,642056,"In-house server 2,In-house server 3,","n3,n2,n1,",6.97756
71,644704,"In-house server 2,Standard_NV24X,In-house server 3,","n2,n3,n1,",4.80294
72,659793,"In-house server 3,Standard_NC24X,In-house server 2,","n1,n3,n2,",25.3579
73,669164,"In-house server 2,In-house server 3,Standard_NV24X,","n1,n2,n3,",16.9986
74,674704,"In-house server 3,In-house server 2,","n1,n2,n3,",3.09295
75,687816,"In-house server 2,In-house server 3,","n1,n2,n3,",7.32094
76,689479,"In-house server 3,Standard_NV24X,","n1,n3,n2,",2.41115
77,699652,"In-house server 3,Standard_NV24X,","n3,n2,n1,",16.5028
78,704365,"In-house server 3,Standard_NV24X,","n1,n2,n3,",6.83387
79,706708,"Standard_NV24X,In-house server 3,","n1,n2,n3,",3.39691
80,719439,"In-house server 3,Standard_NV24X,","n1,n3,n2,",18.4604
81,734653,"In-house server 2,In-house server 3,Standard_NV24X,","n1,n3,n2,",27.5965
82,749431,"In-house server 3,In-house server 2,","n3,n2,n1,",8.25105
83,756660,"In-house server 3,Standard_NV24X,","n3,n2,n1,",10.4828
84,759779,"Standard_NV24X,In-house server 3,","n1,n2,n3,",4.52118
85,764432,"Standard_NV24X,In-house server 3,","n1,n2,n3,",6.74749
86,778347,"Standard_NV24X,In-house server 3,","n1,n2,n3,",19.9648
87,779290,"In-house server 3,Standard_NV24X,","n1,n2,n3,",1.20435
88,793766,"In-house server 3,Standard_NV24X,","n1,n3,n2,",23.2619
89,794188,"Standard_NV24X,In-house server 3,","n1,n2,n3,",0.605615
90,809008,"Standard_NV24X,In-house server 3,","n1,n3,n2,",21.489
91,810788,"In-house server 3,Standard_NV24X,","n1,n3,n2,",2.88829
92,817050,"In-house server 3,Standard_NV24X,","n3,n2,n1,",9.07901
93,824026,"Standard_NV24X,In-house server 3,","n1,n3,n2,",11.3169
94,838895,"Standard_NV24X,In-house server 3,","n1,n3,n2,",24.1208
95,839935,"In-house server 3,Standard_NV24X,","n2,n3,n1,",1.68739
96,847150,"In-house server 3,","n1,n3,n2,",2.64554
97,851585,"In-house server 2,In-house server 3,","n1,n3,n2,",2.47607
98,852123,"In-house server 3,Standard_NV24X,","n2,n3,n1,",0.87345
99,853889,"In-house server 2,In-house server 3,","n1,n2,n3,",0.985765
100,869009,"In-house server 3,","n1,n2,n3,",5.544
101,884039,"In-house server 3,Standard_NC24X,","n1,n2,n3,",20.04
102,899066,"In-house server 3,","n3,n2,n1,",5.5099
103,913869,"Standard_NV24X,In-house server 3,","n1,n3,n2,",24.0138
104,928865,"In-house server 3,","n1,n3,n2,",5.49854
105,942106,"In-house server 3,","n3,n2,n1,",4.85519
106,943883,"In-house server 3,Standard_NV24X,","n2,n3,n1,",2.882
107,958816,"In-house server 3,Standard_NV24X,","n3,n2,n1,",24.2246
108,967273,"Standard_NV24X,In-house server 3,","n1,n3,n2,",13.7198
109,971448,"Standard_NV24X,In-house server 3,","n1,n3,n2,",6.77292
110,973623,"In-house server 2,In-house server 3,","n1,n3,n2,",1.21412
111,988671,"In-house server 3,","n1,n2,n3,",5.5176
112,1.00376e+06,"In-house server 3,","n1,n2,n3,",5.53227
113,1.01584e+06,"In-house server 3,","n1,n2,n3,",4.42815
114,1.01847e+06,"In-house server 3,","n1,n2,n3,",0.96735
115,1.03346e+06,"Standard_NV24X,In-house server 3,","n1,n3,n2,",24.3074
116,1.04858e+06,"In-house server 3,Standard_NV24X,","n1,n3,n2,",24.5248
117,1.05471e+06,"In-house server 3,Standard_NV24X,","n1,n3,n2,",9.94487
118,1.06356e+06,"In-house server 3,Standard_NV24X,","n1,n3,n2,",14.3543
119,1.0655e+06,"In-house server 3,Standard_NV24X,","n1,n3,n2,",3.15622
120,1.07693e+06,"In-house server 3,Standard_NV24X,","n1,n3,n2,",18.5342
121,1.07858e+06,"In-house server 3,Standard_NV24X,","n1,n3,n2,",2.68506
122,1.09347e+06,"In-house server 3,Standard_NV24X,","n3,n2,n1,",24.1484
123,1.10035e+06,"In-house server 3,Standard_NV24X,","n1,n3,n2,",11.1676
124,1.10868e+06,"In-house server 3,Standard_NV24X,","n3,n2,n1,",13.5032
125,1.11969e+06,"In-house server 3,Standard_NV24X,","n3,n2,n1,",17.8703
126,1.12385e+06,"In-house server 3,Standard_NV24X,","n1,n3,n2,",6.75175
127,1.13882e+06,"In-house server 3,Standard_NV24X,","n1,n3,n2,",24.283
128,1.14331e+06,"In-house server 3,Standard_NV24X,","n1,n3,n2,",7.28293
129,1.15339e+06,"In-house server 3,Standard_NV24X,","n1,n3,n2,",16.3541
130,1.15391e+06,"In-house server 3,Standard_NV24X,","n2,n3,n1,",0.832592
131,1.16307e+06,"In-house server 3,Standard_NV24X,","n1,n3,n2,",14.8649
132,1.16888e+06,"In-house server 3,Standard_NV24X,","n1,n3,n2,",9.4299
133,1.16897e+06,"In-house server 3,Standard_NV24X,","n1,n3,n2,",0.147252
