slot_number,sim_time,VM_type,NodeID,cost/node
1,1804,"In-house server 1,","n1,",0.0551222
2,3714,"Standard_NV6,In-house server 1,","n1,n2,",0.387305
3,5593,"Standard_NV6,Standard_NC6,In-house server 1,","n1,n2,n3,",0.673309
4,7506,"Standard_NC6,In-house server 3,Standard_NV6,","n1,n2,n3,",0.767326
5,9464,"Standard_NV12,In-house server 3,","n1,n2,",0.818009
6,11302,"Standard_NV6,In-house server 3,Standard_NC6,","n3,n2,n1,",0.704566
7,13153,"In-house server 3,Standard_NC6,Standard_NV12,","n2,n3,n1,",1.06124
8,15021,"Standard_NV6,In-house server 3,Standard_NC12,","n2,n3,n1,",1.03852
9,16917,"Standard_NC12,In-house server 3,","n1,n2,",0.718725
10,18882,"Standard_NV6,In-house server 3,Standard_NC6,","n1,n4,n3,n2,",0.925422
11,20784,"Standard_NC12,In-house server 3,","n1,n3,n2,",0.915827
12,22620,"Standard_NC12,In-house server 3,","n1,n4,n3,n2,",1.00515
13,24489,"Standard_NC12,In-house server 1,In-house server 3,In-house server 2,","n3,n2,n1,n5,n4,",1.295
14,26443,"Standard_NV6,Standard_NC12,In-house server 1,In-house server 3,In-house server 2,","n2,n6,n4,n5,n1,n3,",1.75812
15,28366,"In-house server 3,In-house server 2,Standard_NC6,Standard_NV12,In-house server 1,","n1,n6,n5,n4,n3,n2,",1.66146
16,30261,"Standard_NV6,Standard_NC12,In-house server 3,In-house server 2,","n2,n6,n4,n5,n1,n3,",1.668
17,32077,"Standard_NC6,Standard_NV12,In-house server 2,In-house server 3,","n1,n6,n5,n4,n3,n2,",1.67315
18,33975,"Standard_NC6,Standard_NV12,In-house server 2,In-house server 3,","n2,n1,n6,n5,n7,n4,n3,",1.93255
19,35812,"Standard_NC6,Standard_NV12,In-house server 3,In-house server 2,","n3,n4,n7,n5,n1,n6,n2,",1.82174
20,37673,"Standard_NV6,Standard_NC24,In-house server 2,In-house server 3,","n3,n2,n6,n4,n7,n5,n1,",2.41662
21,39553,"Standard_NC12,Standard_NV12,In-house server 3,In-house server 2,","n1,n3,n2,n8,n6,n5,n7,n4,",2.36003
22,41498,"Standard_NC6,Standard_NV12,In-house server 3,In-house server 2,","n3,n2,n4,n7,n5,n1,n8,n6,",2.11766
23,43382,"Standard_NC12,Standard_NV12,In-house server 3,In-house server 2,","n3,n1,n4,n7,n5,n8,n6,n2,",2.32719
24,45280,"In-house server 1,Standard_NC12,Standard_NV6,In-house server 3,In-house server 2,","n2,n3,n1,n7,n5,n4,n8,n6,n9,",2.51382
25,47179,"In-house server 1,Standard_NV24,In-house server 2,In-house server 3,","n2,n9,n1,n6,n8,n7,n5,n4,n3,",3.41544
26,49022,"Standard_NC24,In-house server 2,In-house server 3,","n2,n3,n6,n8,n1,n7,n5,n4,",2.8125
27,50907,"In-house server 1,Standard_NV6,Standard_NC12,In-house server 2,In-house server 3,","n1,n3,n10,n2,n9,n11,n7,n5,n4,n8,n6,",2.89946
28,52815,"Standard_NC6,Standard_NV24,In-house server 2,In-house server 3,","n11,n3,n1,n9,n2,n10,n6,n8,n7,n4,n5,",3.78062
29,54697,"Standard_NV24X,In-house server 2,In-house server 3,","n2,n10,n3,n1,n9,n8,n6,n7,n5,n4,",3.88673
30,56599,"Standard_NC12,In-house server 3,In-house server 2,Standard_NV12,In-house server 1,","n12,n8,n10,n1,n4,n11,n5,n7,n6,n9,n2,n3,",3.52884
31,58493,"Standard_NV24,In-house server 2,In-house server 3,","n2,n10,n1,n6,n8,n9,n3,n5,n7,n4,",3.69709
32,60388,"Standard_NV24,In-house server 2,In-house server 3,","n2,n11,n1,n8,n6,n9,n3,n10,n5,n7,n4,",4.06509
33,62252,"Standard_NC6,Standard_NV12,In-house server 2,In-house server 3,","n1,n7,n4,n12,n8,n10,n5,n11,n2,n3,n6,n9,",3.54195
34,64103,"Standard_NV24X,In-house server 2,In-house server 3,","n3,n4,n7,n12,n5,n11,n8,n10,n1,n2,n6,n9,",4.33861
35,65824.4,"Standard_NV24X,In-house server 2,In-house server 3,","n4,n7,n12,n5,n11,n8,n10,n3,n13,n1,n2,n6,n9,",4.57508
