slot_number,sim_time,tardiness
1,11096,0
2,22324,0
3,33488,0
4,44773,0
5,56161,0
6,67413,0
7,78532,0
8,89580,0
9,99361.5,0
10,100483,0
11,111682,0
12,114128,0
13,123008,0
14,133493,0
15,134219,0
16,145487,0
17,156746,0
18,164618,0
19,168020,0
20,179370,0
21,190418,0
22,190479,0
23,199763,0
24,201770,0
25,213166,0
26,224346,0
27,233343,0
28,263464,0
29,269937,0
30,276837,0
31,294203,0
32,305361,0
33,319303,0
34,322161,0
35,339262,0
36,355679,0
37,471347,0
38,491610,0
39,512111,0
40,674523,0
41,745551,0
