n_iterate,sim_time,Application,Images,Epochs,Batchsize,Jobs,UniqueJobsID,SubmissionTime,Deadline,Tardinessweight,MinExecTime,MaxExecTime,ExecutionTime,CompletionPercent,StartTime,FinishTime,Nodes,VMType,GpuType,GpuNumber,cost,Tardiness,VMcost,TardinessCost,TotalCost
1,22453,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,60663.3,494238,22453,11.3988,0,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.686064,0,0.686064
2,44885,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,53748.4,437900,22432,22.787,0,0,n2,In-house server 1,Quadro P600,1,0.11,0,0.685422,0,0.685422
2,44885,tf_resnet50,130000,86,64,J140,JJ2,22453,177710,0.00820137,57423.3,361924,22432,39.0643,22453,0,n1,In-house server 2,GTX 1080Ti,8,1.13,0,7.04116,0,7.04116
3,67435,tf_resnet50,130000,86,64,J140,JJ2,22453,177710,0.00820137,34991.3,220541,0,39.0643,22453,0,,,,0,0,0,0,0,0
3,67435,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,46840,381616,22550,33.8534,0,0,n1,In-house server 1,Quadro P600,2,0.11,0,0.689028,0,0.689028
3,67435,pytorch_resnet50,130000,63,16,J46,JJ3,44885,418204,0.00898677,78756.1,363367,22550,18.3069,44885,0,n2,In-house server 3,Quadro P600,8,0.44,0,2.75611,0,2.75611
4,89957,tf_resnet50,130000,86,64,J140,JJ2,22453,177710,0.00820137,34991.3,220541,0,39.0643,22453,0,,,,0,0,0,0,0,0
4,89957,pytorch_alexnet,130000,952,1024,J20,JJ4,67435,770815,0.00377904,49145.6,364215,0,0,67435,0,,,,0,0,0,0,0,0
4,89957,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,40126.7,326921,22522,44.9061,0,0,n1,In-house server 1,Quadro P600,2,0.11,0,0.688172,0,0.688172
4,89957,pytorch_resnet50,130000,63,16,J46,JJ3,44885,418204,0.00898677,64338.3,296846,22522,28.8737,44885,0,n2,In-house server 1,Quadro P600,2,0.11,0,0.688172,0,0.688172
5,112534,tf_resnet50,130000,86,64,J140,JJ2,22453,177710,0.00820137,34991.3,220541,0,39.0643,22453,0,,,,0,0,0,0,0,0
5,112534,pytorch_resnet50,130000,63,16,J46,JJ3,44885,418204,0.00898677,56016.3,258450,0,28.8737,44885,0,,,,0,0,0,0,0,0
5,112534,pytorch_alexnet,130000,952,1024,J20,JJ4,67435,770815,0.00377904,49145.6,364215,0,0,67435,0,,,,0,0,0,0,0,0
5,112534,tf_resnet50,130000,52,8,J141,JJ5,89957,239005,0.0132068,94687.4,403340,22577,17.0949,89957,0,n1,Standard_NC6,K80,1,0.56,0,3.51198,0,3.51198
5,112534,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,33421.8,272295,22577,56.3678,0,0,n2,In-house server 1,Quadro P600,1,0.11,0,0.689853,0,0.689853
6,134797,pytorch_alexnet,130000,952,1024,J20,JJ4,67435,770815,0.00377904,49145.6,364215,0,0,67435,0,,,,0,0,0,0,0,0
6,134797,tf_resnet50,130000,52,8,J141,JJ5,89957,239005,0.0132068,78500.7,334390,0,17.0949,89957,0,,,,0,0,0,0,0,0
6,134797,pytorch_vgg19,130000,8111,32,J82,JJ6,112534,2.00752e+08,0.0149911,43200.5,1.81844e+08,0,0,112534,0,,,,0,0,0,0,0,0
6,134797,pytorch_resnet50,130000,63,16,J46,JJ3,44885,418204,0.00898677,56016.3,258450,22263,35.0005,44885,0,n2,In-house server 1,Quadro P600,1,0.11,0,0.340129,0,0.340129
6,134797,tf_resnet50,130000,86,64,J140,JJ2,22453,177710,0.00820137,34991.3,220541,22263,77.8343,22453,0,n1,In-house server 2,GTX 1080Ti,8,1.13,0,6.98811,0,6.98811
6,134797,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,26468.7,215647,22263,67.6702,0,0,n2,In-house server 1,Quadro P600,1,0.11,0,0.340129,0,0.340129
7,198479,tf_vgg19,130000,11,16,J166,JJ7,134797,636597,0.00739369,46791.5,661089,63682.2,13.4045,134797,0,n2,In-house server 1,Quadro P600,1,0.11,0,0.972922,0,0.972922
7,198479,tf_resnet50,130000,52,8,J141,JJ5,89957,239005,0.0132068,78500.7,334390,63682.2,72.8066,89957,0,n1,Standard_NV6,M60,1,0.62,0,10.9675,0,10.9675
7,198479,pytorch_alexnet,130000,952,1024,J20,JJ4,67435,770815,0.00377904,49145.6,364215,0,0,67435,0,,,,0,0,0,0,0,0
7,198479,tf_resnet50,130000,86,64,J140,JJ2,22453,177710,0.00820137,12728.3,80223,0,77.8343,22453,0,,,,0,0,0,0,0,0
7,198479,pytorch_resnet50,130000,63,16,J46,JJ3,44885,418204,0.00898677,51191.1,236187,0,35.0005,44885,0,,,,0,0,0,0,0,0
