slot_number,sim_time,VM_type,NodeID,cost/node
1,22453,"In-house server 1,","n1,",0.686064
2,44885,"In-house server 2,In-house server 1,","n1,n2,",7.72658
3,67435,"In-house server 3,In-house server 1,","n2,n1,",3.44514
4,89957,"In-house server 1,","n2,n1,",1.37634
5,112534,"In-house server 1,Standard_NC6,","n2,n1,",4.20183
6,134797,"In-house server 2,In-house server 1,","n1,n2,",7.66837
7,198479,"Standard_NV6,In-house server 1,","n1,n2,",12.9133
8,211207,"Standard_NV6,In-house server 2,","n2,n1,",280.908
9,275301,"Standard_NV6,In-house server 1,","n2,n1,",12.9968
10,290507,"In-house server 1,In-house server 2,","n1,n2,",685.41
11,454492,"In-house server 2,In-house server 1,","n2,n1,",56.4838
12,476381,"In-house server 2,","n1,",529.694
13,515591,"In-house server 2,","n1,",12.3074
