n_iterate,sim_time,Application,Images,Epochs,Batchsize,Jobs,UniqueJobsID,SubmissionTime,Deadline,Tardinessweight,MinExecTime,MaxExecTime,ExecutionTime,CompletionPercent,StartTime,FinishTime,Nodes,VMType,GpuType,GpuNumber,cost,Tardiness,VMcost,TardinessCost,TotalCost
1,44936,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,60663.3,494238,44936,22.8129,0,0,n1,In-house server 1,Quadro P600,1,0.11,0,1.37304,0,1.37304
2,90071,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,46824.3,381488,45135,97.2154,0,0,n1,In-house server 2,GTX 1080Ti,1,1.13,0,1.77092,0,1.77092
2,90071,tf_resnet50,130000,86,64,J140,JJ2,44936,200193,0.00820137,57423.3,361924,45135,64.4905,44936,0,n1,In-house server 2,GTX 1080Ti,7,1.13,0,12.3965,0,12.3965
3,114923,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,1689.25,13762.7,0,97.2154,0,0,,,,0,0,0,0,0,0
3,114923,tf_resnet50,130000,86,64,J140,JJ2,44936,200193,0.00820137,20390.7,128517,24852.1,100,44936,114923,n1,In-house server 2,GTX 1080Ti,7,1.13,0,6.8257,0,6.8257
3,114923,pytorch_resnet50,130000,63,16,J46,JJ3,90071,463390,0.00898677,78756.1,363367,24852.1,26.5897,90071,0,n1,In-house server 2,GTX 1080Ti,1,1.13,0,0.9751,0,0.9751
4,120408,pytorch_resnet50,130000,63,16,J46,JJ3,90071,463390,0.00898677,57815.1,266749,5485.09,28.0992,90071,0,n1,In-house server 1,Quadro P600,1,0.11,0,0.1676,0,0.1676
4,120408,tf_alexnet,130000,343,256,J90,JJ1,0,372298,0.0149993,1689.25,13762.7,5485.09,100,0,120408,n1,In-house server 1,Quadro P600,1,0.11,0,0.1676,0,0.1676
5,135099,pytorch_resnet50,130000,63,16,J46,JJ3,90071,463390,0.00898677,56626.2,261264,14690.8,34.9918,90071,0,n1,In-house server 1,Quadro P600,2,0.11,0,0.448886,0,0.448886
6,180164,pytorch_resnet50,130000,63,16,J46,JJ3,90071,463390,0.00898677,51197.9,236218,45065,62.1481,90071,0,n1,In-house server 3,Quadro P600,3,0.44,0,2.06548,0,2.06548
6,180164,pytorch_alexnet,130000,952,1024,J20,JJ4,135099,838479,0.00377904,49145.6,364215,45065,91.697,135099,0,n1,In-house server 3,Quadro P600,3,0.44,0,2.06548,0,2.06548
7,184245,pytorch_resnet50,130000,63,16,J46,JJ3,90071,463390,0.00898677,29810.7,137541,4080.55,63.2711,90071,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.0623418,0,0.0623418
7,184245,tf_resnet50,130000,52,8,J141,JJ5,180164,329212,0.0132068,94687.4,403340,4080.55,1.05551,180164,0,n1,In-house server 3,Quadro P600,4,0.44,0,0.249367,0,0.249367
7,184245,pytorch_alexnet,130000,952,1024,J20,JJ4,135099,838479,0.00377904,4080.55,30240.7,4080.55,100,135099,184245,n1,In-house server 3,Quadro P600,3,0.44,0,0.187025,0,0.187025
8,225129,tf_resnet50,130000,52,8,J141,JJ5,180164,329212,0.0132068,93687.9,399083,40884.4,11.8558,180164,0,n1,In-house server 3,Quadro P600,7,0.44,0,4.37236,0,4.37236
8,225129,pytorch_resnet50,130000,63,16,J46,JJ3,90071,463390,0.00898677,28926.3,133461,40884.4,74.5226,90071,0,n1,In-house server 3,Quadro P600,1,0.44,0,0.624623,0,0.624623
9,253312,tf_resnet50,130000,52,8,J141,JJ5,180164,329212,0.0132068,83461.4,355521,28183.3,36.5117,180164,0,n1,Standard_NV24,M60,1,2.48,0,4.85379,0,4.85379
9,253312,pytorch_resnet50,130000,63,16,J46,JJ3,90071,463390,0.00898677,20065,92576.4,28183.3,100,90071,253312,n1,Standard_NV24,M60,1,2.48,0,4.85379,0,4.85379
9,253312,pytorch_vgg19,130000,8111,32,J82,JJ6,225129,2.00865e+08,0.0149911,43200.5,1.81844e+08,28183.3,0.166153,225129,0,n1,Standard_NV24,M60,2,2.48,0,9.70758,0,9.70758
10,270443,tf_resnet50,130000,52,8,J141,JJ5,180164,329212,0.0132068,60115.4,256074,17130.7,54.6036,180164,0,n1,In-house server 2,GTX 1080Ti,1,1.13,0,0.672142,0,0.672142
10,270443,pytorch_vgg19,130000,8111,32,J82,JJ6,225129,2.00865e+08,0.0149911,43128.7,1.81542e+08,17130.7,2.08737,225129,0,n1,In-house server 2,GTX 1080Ti,7,1.13,0,4.70499,0,4.70499
11,315551,tf_resnet50,130000,52,8,J141,JJ5,180164,329212,0.0132068,42984.7,183102,45108,94.0658,180164,0,n1,Standard_NV24,M60,1,2.48,0,7.7686,0,7.7686
11,315551,pytorch_vgg19,130000,8111,32,J82,JJ6,225129,2.00865e+08,0.0149911,42298.7,1.78048e+08,45108,2.41982,225129,0,n1,Standard_NV24,M60,3,2.48,0,23.3058,0,23.3058
11,315551,tf_vgg19,130000,11,16,J166,JJ7,270443,772243,0.00739369,46791.5,661089,45108,60.944,270443,0,n1,Standard_NV24,M60,1,2.48,0,7.7686,0,7.7686
12,322334,pytorch_alexnet,130000,1240,1024,J16,JJ8,315551,1.10765e+06,0.0125995,64139.2,474510,6783.16,3.76873,315551,0,n1,Standard_NV24,M60,1,2.48,0,1.16821,0,1.16821
12,322334,tf_resnet50,130000,52,8,J141,JJ5,180164,329212,0.0132068,5618.92,23934.9,6783.16,100,180164,322334,n1,Standard_NV24,M60,1,2.48,0,1.16821,0,1.16821
12,322334,pytorch_vgg19,130000,8111,32,J82,JJ6,225129,2.00865e+08,0.0149911,42155.1,1.77444e+08,6783.16,2.45981,225129,0,n1,Standard_NV24,M60,2,2.48,0,2.33642,0,2.33642
12,322334,tf_vgg19,130000,11,16,J166,JJ7,270443,772243,0.00739369,18274.9,258194,6783.16,70.1086,270443,0,n1,Standard_NV24,M60,1,2.48,0,1.16821,0,1.16821
13,344458,pytorch_alexnet,130000,1240,1024,J16,JJ8,315551,1.10765e+06,0.0125995,61722,456627,22124.3,16.061,315551,0,n1,Standard_NV24,M60,1,2.48,0,3.81029,0,3.81029
13,344458,tf_vgg19,130000,11,16,J166,JJ7,270443,772243,0.00739369,13986.6,197609,22124.3,100,270443,344458,n1,Standard_NV24,M60,1,2.48,0,3.81029,0,3.81029
13,344458,pytorch_vgg19,130000,8111,32,J82,JJ6,225129,2.00865e+08,0.0149911,42137.9,1.77371e+08,22124.3,2.59024,225129,0,n1,Standard_NV24,M60,2,2.48,0,7.62058,0,7.62058
