slot_number,sim_time,VM_type,NodeID,cost/node
1,45161,"In-house server 1,","n1,",1.37992
2,89944,"In-house server 2,","n1,",14.0569
3,91916,"In-house server 2,","n1,",0.618977
4,115148,"In-house server 2,","n1,",7.29231
5,134781,"In-house server 1,","n1,",0.599894
6,180023,"In-house server 3,","n1,",4.14718
7,183927,"In-house server 3,","n1,",0.477101
8,224807,"In-house server 3,","n1,",4.99649
9,244340,"Standard_NV24,","n1,",13.4561
10,269557,"In-house server 2,","n1,",7.91533
11,314477,"Standard_NV24,","n1,",30.9448
12,320482,"Standard_NV24,","n1,",5.17075
13,359439,"In-house server 3,","n1,",4.76144
14,403526,"In-house server 3,","n1,",4.71489
15,404697,"In-house server 3,","n1,",0.0894301
16,414667,"Standard_NV24,","n1,",8.58556
17,450148,"In-house server 3,","n1,",3.25239
18,495153,"In-house server 3,","n1,",4.12545
19,531281,"In-house server 3,","n1,",4.41568
20,540254,"Standard_NV24,","n1,",7.72651
21,585034,"Standard_NC24X,","n1,",41.7947
22,629598,"Standard_NV24X,","n1,",53.7243
23,650094,"In-house server 3,","n1,",2.50508
24,674639,"In-house server 3,","n1,",2.99993
25,719585,"In-house server 3,","n1,",5.4934
26,750317,"In-house server 3,","n1,",3.75608
27,764351,"In-house server 3,","n1,",1.71531
28,803272,"In-house server 3,","n1,",4.75704
29,809770,"Standard_NV24X,","n1,",7.83349
30,832543,"In-house server 3,","n1,",2.78338
31,854520,"Standard_NV24X,","n1,",26.4944
32,855405,"Standard_NV24X,","n1,",1.2187
33,887417,"Standard_NV24X,","n1,",38.5931
34,899302,"In-house server 3,","n1,",1.45258
35,910070,"Standard_NV24X,","n1,",12.981
36,944451,"In-house server 3,","n1,",4.20216
37,988247,"In-house server 3,","n1,",5.35284
38,989636,"In-house server 3,","n1,",0.169787
39,1.00327e+06,"In-house server 3,","n1,",1.66653
40,1.03446e+06,"In-house server 2,","n1,",9.78887
41,1.07913e+06,"In-house server 3,","n1,",5.45966
42,1.12386e+06,"Standard_NV24X,","n1,",61.6307
43,1.13418e+06,"In-house server 3,","n1,",1.26102
44,1.16909e+06,"In-house server 3,","n1,",4.26759
45,1.21398e+06,"In-house server 3,","n1,",5.4868
46,1.24669e+06,"In-house server 3,","n1,",3.99783
47,1.25885e+06,"In-house server 3,","n1,",1.48542
48,1.27084e+06,"In-house server 3,","n1,",1.46543
49,1.2737e+06,"Standard_NV24X,","n1,",3.94681
50,1.30341e+06,"In-house server 3,","n1,",3.6314
51,1.34809e+06,"In-house server 3,","n1,",5.46052
52,1.3506e+06,"In-house server 3,","n1,",0.306789
53,1.38334e+06,"Standard_NV24X,","n1,",45.1119
54,1.39345e+06,"Standard_NV24X,","n1,",13.9245
55,1.40096e+06,"Standard_NV24X,","n1,",10.3475
56,1.4204e+06,"Standard_NV24X,","n1,",26.7864
57,1.43849e+06,"In-house server 3,","n1,",2.21026
58,1.48366e+06,"In-house server 3,","n1,",5.52065
59,1.52891e+06,"Standard_NV24X,","n1,",62.3569
60,1.5634e+06,"Standard_NV24X,","n1,",47.5188
61,1.57321e+06,"In-house server 2,","n1,",3.07691
62,1.61847e+06,"In-house server 3,","n1,",5.53227
63,1.66344e+06,"In-house server 3,","n1,",5.49633
64,1.70869e+06,"In-house server 3,","n1,",5.53043
65,1.75357e+06,"In-house server 3,","n1,",5.48583
66,1.79851e+06,"In-house server 3,","n1,",5.49243
67,1.81153e+06,"In-house server 3,","n1,",1.59079
68,1.83208e+06,"In-house server 3,","n1,",2.51226
69,1.84368e+06,"In-house server 3,","n1,",1.41761
70,1.88865e+06,"In-house server 3,","n1,",5.49658
71,1.88967e+06,"In-house server 3,","n1,",0.124425
72,1.93366e+06,"In-house server 3,","n1,",5.37631
73,1.95141e+06,"In-house server 3,","n1,",2.16914
74,1.95741e+06,"In-house server 2,","n1,",1.88426
75,1.97851e+06,"In-house server 3,","n1,",2.57896
76,2.01902e+06,"In-house server 3,","n1,",4.95144
77,2.02395e+06,"In-house server 2,","n1,",1.54847
78,2.0688e+06,"In-house server 3,","n1,",325.63
79,2.08193e+06,"In-house server 3,","n1,",128.067
80,2.11398e+06,"In-house server 3,","n1,",255.203
81,2.12307e+06,"In-house server 3,","n1,",252.397
82,2.15433e+06,"In-house server 3,","n1,",349.959
83,2.15906e+06,"In-house server 3,","n1,",0.578498
84,2.16647e+06,"Standard_NV24X,","n1,",393.2
85,2.1995e+06,"In-house server 2,","n1,",493.59
86,2.204e+06,"In-house server 2,","n1,",581.202
87,2.24871e+06,"In-house server 3,","n1,",657.424
88,2.29352e+06,"In-house server 3,","n1,",1046.75
89,2.3387e+06,"In-house server 3,","n1,",1046.8
90,2.38343e+06,"In-house server 3,","n1,",1048.02
91,2.38382e+06,"In-house server 3,","n1,",1042.59
92,2.4187e+06,"In-house server 3,","n1,",1152.63
93,2.42829e+06,"In-house server 3,","n1,",1221.11
94,2.46077e+06,"In-house server 3,","n1,",1279.99
95,2.47314e+06,"In-house server 3,","n1,",1319.99
96,2.49448e+06,"In-house server 3,","n1,",1380.92
97,2.50689e+06,"In-house server 2,","n1,",1419.87
98,2.51018e+06,"In-house server 3,","n1,",0.402642
99,2.51833e+06,"In-house server 3,","n1,",0.995907
100,2.56332e+06,"In-house server 3,","n1,",5.49828
101,2.60814e+06,"In-house server 3,","n1,",5.47812
102,2.61002e+06,"In-house server 3,","n1,",0.230217
103,2.65342e+06,"In-house server 3,","n1,",5.30474
104,2.67305e+06,"In-house server 3,","n1,",2.39921
105,2.67569e+06,"In-house server 3,","n1,",0.322245
106,2.698e+06,"In-house server 3,","n1,",2.72721
107,2.72464e+06,"In-house server 3,","n1,",3.25581
108,2.74322e+06,"Standard_NV24X,","n1,",25.5916
109,2.78809e+06,"In-house server 2,","n1,",14.0861
110,2.83233e+06,"In-house server 3,","n1,",5.40669
111,2.833e+06,"Standard_NV24X,","n1,",0.920904
112,2.87368e+06,"Standard_NV24X,","n1,",56.0469
113,2.87778e+06,"In-house server 3,","n1,",0.501698
114,2.90446e+06,"In-house server 3,","n1,",3.26086
115,2.9203e+06,"In-house server 3,","n1,",1.93649
116,2.92274e+06,"In-house server 3,","n1,",0.29727
