slot_number,sim_time,VM_type,NodeID,cost/node
1,9103,"In-house server 1,","n1,",0.278147
2,18133,"Standard_NV6,In-house server 1,","n1,n2,",1.83109
3,27121,"Standard_NV6,In-house server 1,Standard_NC6,","n2,n3,n1,",3.22069
4,36143,"Standard_NV6,In-house server 3,","n1,n2,",1.99487
5,45081,"Standard_NV6,In-house server 3,","n2,n1,",1.97629
6,53978,"Standard_NV6,In-house server 3,","n2,n1,",1.98535
7,63084,"Standard_NV6,In-house server 3,Standard_NC6,","n1,n3,n2,",3.58403
8,72069,"Standard_NC6,In-house server 3,Standard_NV6,","n3,n2,n1,",3.53078
9,80863,"Standard_NV6,In-house server 1,In-house server 3,","n2,n3,n1,",2.35646
10,89921,"Standard_NC6,In-house server 3,","n2,n3,n1,",2.55261
11,98966,"Standard_NV6,In-house server 3,","n2,n3,n1,",2.9212
12,108064,"Standard_NV6,In-house server 3,","n2,n3,n1,",2.79535
13,117176,"Standard_NV6,In-house server 1,In-house server 3,In-house server 2,","n3,n2,n1,n5,n4,",4.60349
14,126265,"Standard_NV6,In-house server 3,Standard_NC6,","n2,n3,n1,n5,n4,",5.0819
15,135097,"Standard_NC6,In-house server 3,Standard_NV6,","n2,n3,n1,n5,n4,",4.66835
16,144102,"Standard_NC12,In-house server 3,","n2,n3,n4,n5,n1,",5.43658
17,145222,"Standard_NC12,In-house server 3,","n2,n3,n1,n5,n4,",0.677166
18,145692,"Standard_NC6,In-house server 3,Standard_NV6,","n3,n2,n1,n5,n4,",0.261484
19,145830,"In-house server 3,Standard_NC6,Standard_NV12,","n2,n3,n1,n5,n4,",0.0893752
20,153062,"Standard_NV6,In-house server 3,Standard_NC6,","n4,n1,n5,n3,n2,",4.13805
21,162122,"Standard_NC6,In-house server 3,Standard_NV6,","n3,n2,n4,n1,n5,",5.01152
22,166748,"Standard_NC6,In-house server 3,","n4,n1,n5,n3,n2,",2.20432
23,171196,"Standard_NC6,In-house server 3,","n3,n2,n1,n5,n4,",2.20424
24,180192,"Standard_NC6,In-house server 3,","n2,n3,n1,n5,n4,",4.61763
25,180468,"Standard_NC12,In-house server 3,","n3,n2,n1,n5,n4,",0.157216
26,189087,"Standard_NC6,In-house server 3,","n2,n3,n1,n5,n4,",4.02543
27,198006,"Standard_NC6,In-house server 3,","n2,n3,n1,n5,n4,",4.11973
28,203593,"Standard_NC6,In-house server 3,","n3,n2,n1,n5,n4,",2.45761
29,207159,"Standard_NC6,In-house server 3,","n3,n2,n1,n5,n4,",1.6944
30,211269,"Standard_NC12,In-house server 3,","n2,n3,n4,n5,n1,",2.26192
31,215964,"Standard_NC12,In-house server 3,","n4,n1,n5,n2,n3,",2.52981
32,219579,"Standard_NC12,In-house server 3,","n4,n1,n5,n3,n2,",1.88022
33,222786,"Standard_NC12,In-house server 3,","n4,n1,n5,n2,n3,",1.67833
34,224905,"In-house server 2,In-house server 3,","n2,n3,n4,n1,n5,",1.06287
35,233923,"In-house server 3,Standard_NV12,","n2,n3,n4,n1,n5,",5.12571
36,242748,"In-house server 3,","n1,n5,n4,n2,n3,",2.99956
37,246780,"In-house server 3,","n5,n1,n4,n2,n3,",1.41665
38,251686,"In-house server 3,","n5,n1,n4,n2,n3,",1.82753
39,253136,"In-house server 3,","n3,n2,n4,n1,n5,",0.650049
40,260736,"In-house server 3,","n5,n1,n4,n2,n3,",2.84514
41,263097,"In-house server 3,Standard_NV12,","n2,n3,n1,n5,n4,",1.30365
42,269692,"In-house server 3,Standard_NV12,","n2,n3,n4,n1,n5,",3.84238
43,277678,"In-house server 3,","n2,n3,n4,n1,n5,",3.371
44,278532,"In-house server 3,In-house server 2,","n2,n3,n4,n1,n5,",0.502942
45,287361,"In-house server 2,In-house server 3,","n1,n5,n2,n3,n4,",5.90576
46,287405,"Standard_NV6,In-house server 3,In-house server 2,","n4,n2,n3,n1,n5,",0.0313709
47,295045,"Standard_NC12,In-house server 3,","n3,n2,n1,n5,n4,",4.12826
48,296391,"Standard_NC6,In-house server 3,Standard_NV24,","n2,n3,n1,n5,n4,",1.30313
49,301152,"Standard_NV24,In-house server 2,In-house server 3,","n3,n2,n1,n5,n4,",5.52157
50,305385,"Standard_NC6,In-house server 3,Standard_NV24,","n4,n1,n5,n2,n3,",4.18909
51,314171,"In-house server 1,Standard_NV24X,In-house server 3,","n1,n5,n4,n2,n3,",9.00589
52,315204,"Standard_NV24,In-house server 3,","n3,n2,n1,n5,n4,",0.939035
53,323235,"Standard_NC24,In-house server 3,In-house server 2,","n3,n2,n4,n1,n5,",8.69834
54,332219,"In-house server 3,Standard_NV24X,","n2,n3,n4,n1,n5,",9.83021
55,333798,"In-house server 3,Standard_NV24X,","n2,n3,n4,n1,n5,",1.73047
56,340254,"Standard_NV24,In-house server 3,","n3,n2,n1,n5,n4,",6.2005
57,341286,"In-house server 3,","n3,n2,n1,n5,n4,",0.43103
58,350092,"In-house server 3,Standard_NV24X,","n4,n2,n3,n1,n5,",9.58078
59,356743,"In-house server 3,Standard_NV24X,","n4,n2,n3,n1,n5,",7.15793
60,358953,"In-house server 3,Standard_NV24X,","n2,n3,n4,n1,n5,",2.44313
61,367977,"In-house server 3,Standard_NV24,","n4,n2,n3,n1,n5,",8.32373
62,376985,"In-house server 3,Standard_NV24X,","n4,n2,n3,n1,n5,",9.67123
63,385823,"Standard_NV24X,In-house server 2,In-house server 3,","n5,n1,n2,n3,n4,",11.4217
64,386092,"Standard_NV24X,In-house server 2,In-house server 3,","n4,n2,n3,n1,n5,",0.356028
65,395098,"Standard_NV24X,In-house server 2,In-house server 3,","n3,n2,n4,n1,n5,",11.5972
66,397834,"In-house server 2,In-house server 3,Standard_NC24X,Standard_NV24X,","n3,n2,n1,n5,n4,",5.20993
67,404378,"In-house server 3,Standard_NC24X,Standard_NV24X,","n3,n2,n1,n5,n4,",11.0732
68,404861,"Standard_NV24X,In-house server 2,In-house server 3,","n3,n2,n4,n5,n1,",0.618391
69,413262,"Standard_NC24X,In-house server 2,In-house server 3,","n3,n2,n4,n1,n5,",10.2082
70,422093,"In-house server 2,In-house server 3,Standard_NC24X,Standard_NV24X,","n3,n2,n4,n1,n5,",16.7773
71,428571,"In-house server 3,In-house server 2,Standard_NV24X,","n1,n5,n3,n2,n4,",8.30145
72,431155,"Standard_NV24X,In-house server 2,In-house server 3,","n3,n2,n4,n1,n5,",2.99621
73,439131,"Standard_NC24X,In-house server 3,In-house server 2,","n3,n2,n1,n5,n4,",11.6876
74,440222,"Standard_NV24X,In-house server 3,In-house server 2,","n4,n1,n5,n2,n3,",1.63362
75,448371,"Standard_NV24X,In-house server 2,In-house server 3,","n4,n1,n5,n2,n3,",10.2535
76,449399,"Standard_NV24X,In-house server 2,In-house server 3,","n4,n1,n5,n2,n3,",1.29573
77,449861,"Standard_NV24X,In-house server 2,In-house server 3,","n4,n1,n5,n2,n3,",0.578104
78,467015,"Standard_NV24X,In-house server 2,In-house server 3,","n2,n3,n5,n1,n4,",22.1695
79,474562,"In-house server 3,Standard_NV24X,","n4,n2,n3,n1,n5,",8.00615
80,475421,"In-house server 3,Standard_NV24,","n5,n1,n3,n2,n4,",0.792937
81,484373,"In-house server 3,Standard_NV24,","n5,n1,n3,n2,n4,",8.38721
82,493516,"In-house server 2,In-house server 3,Standard_NV24,","n5,n1,n4,n3,n2,",10.2906
83,493708,"In-house server 2,Standard_NV24,In-house server 3,","n2,n3,n5,n1,n4,",0.217477
84,504269,"In-house server 3,Standard_NV24X,","n4,n3,n2,n1,n5,",11.4769
85,518625,"In-house server 2,Standard_NV24,In-house server 3,","n3,n2,n4,n1,n5,",16.3459
86,521296,"In-house server 2,In-house server 3,Standard_NV24,","n3,n2,n4,n5,n1,",3.14473
87,528220,"In-house server 3,In-house server 2,","n4,n5,n1,n3,n2,",6.46458
88,542078,"In-house server 2,In-house server 3,","n1,n5,n4,n3,n2,",14.8002
89,554624,"In-house server 2,In-house server 3,","n4,n3,n2,n5,n1,",11.7472
90,560132,"In-house server 2,In-house server 3,","n4,n3,n2,n5,n1,",5.94935
91,564844,"In-house server 2,In-house server 3,","n4,n5,n1,n2,n3,",4.63312
92,583815,"Standard_NV6,In-house server 3,In-house server 2,","n4,n2,n3,n1,n5,",19.6173
93,597744,"In-house server 3,In-house server 2,","n4,n1,n5,n2,n3,",16.3938
94,612810,"In-house server 2,In-house server 3,","n4,n1,n2,n3,",15.1914
95,636268,"In-house server 2,In-house server 3,","n3,n2,n1,n4,",20.3741
96,637920,"In-house server 3,In-house server 2,","n2,n3,n1,",0.907135
97,654806,"In-house server 2,In-house server 3,","n2,n1,",3.97352
98,680728,"In-house server 3,","n1,",1.70599
99,681254,"In-house server 3,","n1,",0.037468
100,914508,"In-house server 1,","n1,",7.12722
101,928366,"In-house server 2,","n1,",2.31994
