slot_number,sim_time,VM_type,NodeID,cost/node
1,44621,"In-house server 1,","n1,",1.36342
2,89515,"In-house server 1,","n1,",1.37176
3,134287,"In-house server 1,","n1,",1.36803
4,179524,"In-house server 1,","n1,",1.38224
5,224792,"In-house server 1,","n1,",1.38319
6,334705,"Standard_NV6,","n1,",18.9294
7,547094,"In-house server 1,","n1,",6.48966
8,593825,"In-house server 2,","n1,",585.172
9,698284,"In-house server 2,","n1,",32.7884
10,1.52296e+06,"In-house server 2,","n1,",258.858
11,1.53823e+06,"In-house server 2,","n1,",5535.29
